rank, pmcid, score
1, 3649302, 0.5704992
2, 3215995, 0.56400955
3, 3097148, 0.54177624
4, 3748403, 0.52909493
5, 2397013, 0.5130864
6, 3877598, 0.49128708
7, 3195765, 0.46336597
8, 3866073, 0.45927984
9, 3876309, 0.43165112
10, 3248865, 0.4280592
11, 2689852, 0.4274524
12, 3423661, 0.42643762
13, 3521404, 0.42537948
14, 3018996, 0.4115481
15, 3037981, 0.40892205
16, 3307080, 0.40561152
17, 3654137, 0.4028605
18, 2994458, 0.40254927
19, 3178469, 0.4025083
20, 2726547, 0.39731258
21, 3806701, 0.39435053
22, 3338082, 0.3909255
23, 3199939, 0.3897515
24, 3504246, 0.38963565
25, 3030803, 0.38745478
26, 2702950, 0.38638985
27, 3838988, 0.38135928
28, 3411373, 0.37753114
29, 3015484, 0.3743972
30, 3500025, 0.3700197
31, 3843570, 0.36855483
32, 2769322, 0.36721224
33, 2702879, 0.365984
34, 3502832, 0.36562297
35, 2907361, 0.3631764
36, 2423720, 0.36202118
37, 3355033, 0.3609376
38, 2823150, 0.35972327
39, 1891108, 0.35913223
40, 3389893, 0.35814002
41, 3398579, 0.35696653
42, 138801, 0.35546958
43, 3813746, 0.35388845
44, 3725171, 0.34792012
45, 3503948, 0.3473651
46, 3544608, 0.34719074
47, 2938513, 0.34625456
48, 2989130, 0.34613836
49, 2705345, 0.34481135
50, 2222677, 0.34425068
51, 3079085, 0.34298807
52, 3350117, 0.33998322
53, 2988895, 0.33770105
54, 3663309, 0.33746755
55, 3551405, 0.33598205
56, 2820011, 0.3352388
57, 3851743, 0.32829204
58, 2809462, 0.3281264
59, 3785339, 0.3272541
60, 3711735, 0.3270537
61, 2769297, 0.32623437
62, 3502264, 0.32562825
63, 1352359, 0.32477644
64, 1550411, 0.32409823
65, 3214384, 0.32390636
66, 3681292, 0.32345083
67, 3016124, 0.32243526
68, 3765128, 0.3221054
69, 3534209, 0.32034275
70, 3015425, 0.31858602
71, 2673472, 0.3164354
72, 3762010, 0.31638217
73, 3711740, 0.31616455
74, 3529420, 0.31496435
75, 2394531, 0.31480756
76, 3236146, 0.3145125
77, 2628877, 0.31320572
78, 3891070, 0.31161833
79, 3523803, 0.3102249
80, 3500075, 0.30911008
81, 3350193, 0.30902445
82, 2984407, 0.30797163
83, 3221908, 0.3056426
84, 2788451, 0.30494472
85, 3336885, 0.30487692
86, 2889853, 0.30453834
87, 2821393, 0.30239972
88, 3391837, 0.30209535
89, 3339080, 0.30010912
90, 3285529, 0.2994811
91, 2805600, 0.2982068
92, 3406613, 0.29810423
93, 549541, 0.29727122
94, 2740116, 0.29698193
95, 3012456, 0.29693478
96, 3566390, 0.29642794
97, 3763677, 0.29627407
98, 1936994, 0.29594848
99, 2740203, 0.29507005
100, 2840592, 0.29481244
