rank, pmcid, score
1, 2925354, 0.5178464
2, 3725171, 0.4832791
3, 3113183, 0.47068033
4, 3628469, 0.45988697
5, 3632018, 0.44442704
6, 2253550, 0.44393677
7, 2740156, 0.44352192
8, 2933122, 0.4431768
9, 3122097, 0.4408331
10, 3433556, 0.4292692
11, 2769376, 0.4288425
12, 3663309, 0.4243002
13, 3285529, 0.4183613
14, 2769297, 0.4048396
15, 3748403, 0.40288085
16, 3350117, 0.40202656
17, 2726498, 0.40149137
18, 3003679, 0.39628515
19, 3544608, 0.39441076
20, 3018996, 0.39283612
21, 1936994, 0.39125243
22, 3411373, 0.39100775
23, 3030803, 0.39027458
24, 2769341, 0.38895935
25, 2643339, 0.3872818
26, 2423720, 0.3866584
27, 3214511, 0.38306072
28, 3806164, 0.38019273
29, 3097148, 0.37862104
30, 2809077, 0.37730798
31, 3195765, 0.3770357
32, 3745864, 0.3764726
33, 3681262, 0.37598962
34, 3853387, 0.3739858
35, 2938513, 0.37138492
36, 3760260, 0.3702417
37, 3033242, 0.36910477
38, 3813776, 0.36761293
39, 3335664, 0.36728132
40, 3096593, 0.36348373
41, 3539596, 0.36088392
42, 2683798, 0.3555712
43, 3016752, 0.3543659
44, 2769305, 0.35011598
45, 3351958, 0.34657496
46, 3350193, 0.3460687
47, 2845142, 0.3440209
48, 2892693, 0.3422882
49, 3205504, 0.34214354
50, 3662733, 0.34206545
51, 3389893, 0.34094045
52, 3450927, 0.3405854
53, 3863827, 0.3351665
54, 3350224, 0.33506835
55, 2841811, 0.3343352
56, 3336915, 0.33430618
57, 2783137, 0.334305
58, 3061903, 0.33418834
59, 3838988, 0.33395118
60, 2984297, 0.33210063
61, 3075147, 0.33193865
62, 2881437, 0.331146
63, 2702950, 0.32796422
64, 3565913, 0.32675385
65, 2816854, 0.32647312
66, 3015425, 0.3263845
67, 3834111, 0.3260949
68, 2974991, 0.32461202
69, 3152917, 0.32382518
70, 3467437, 0.32182667
71, 3500025, 0.3198867
72, 3503351, 0.31919852
73, 3410093, 0.3183406
74, 1925057, 0.3151784
75, 1770937, 0.31460708
76, 2896582, 0.31445435
77, 2911400, 0.3138482
78, 2821393, 0.31229818
79, 2803799, 0.31167036
80, 2765939, 0.31103694
81, 2820011, 0.3102243
82, 3307080, 0.30970693
83, 122079, 0.3095671
84, 3420076, 0.30817592
85, 3515935, 0.30726072
86, 3830333, 0.30583274
87, 3716248, 0.30532277
88, 3178469, 0.3024176
89, 2657279, 0.30205533
90, 3779396, 0.30171785
91, 3888003, 0.30093884
92, 3598820, 0.300378
93, 3884627, 0.29903603
94, 2726474, 0.29851952
95, 3502786, 0.2983674
96, 3632032, 0.2976389
97, 3268705, 0.29693252
98, 3711740, 0.29690182
99, 2279110, 0.29645553
100, 3845338, 0.2960343
