rank, pmcid, score
1, 3670525, 0.49373278
2, 3533459, 0.47682136
3, 3876013, 0.46635607
4, 3229059, 0.43377492
5, 3290187, 0.4165546
6, 3635634, 0.3861709
7, 3789905, 0.37450388
8, 3299326, 0.37438136
9, 3294399, 0.3715929
10, 3877581, 0.36951756
11, 3248587, 0.36362365
12, 2906497, 0.36171404
13, 3524676, 0.35938674
14, 3179011, 0.35849455
15, 3817756, 0.35087326
16, 3662141, 0.3408735
17, 2840913, 0.33955213
18, 3529232, 0.33757165
19, 3684080, 0.33326602
20, 3665880, 0.32890737
21, 3500067, 0.32566085
22, 3129533, 0.3220774
23, 3724080, 0.31203723
24, 2651898, 0.31141686
25, 3523429, 0.31043682
26, 3665879, 0.3077898
27, 2762569, 0.30211288
28, 3085068, 0.29541007
29, 3699953, 0.29408333
30, 3271840, 0.29314077
31, 3514397, 0.29012844
32, 3113181, 0.28734773
33, 3557981, 0.2870649
34, 3696247, 0.28498393
35, 3236289, 0.28473344
36, 3529440, 0.28401664
37, 3291061, 0.28268564
38, 3760298, 0.28202716
39, 2887901, 0.28176516
40, 3018580, 0.2814988
41, 2921145, 0.281128
42, 2840896, 0.28090376
43, 2801633, 0.2806684
44, 3784135, 0.28046864
45, 3666332, 0.27936557
46, 3336252, 0.27824855
47, 2686945, 0.2782136
48, 3810679, 0.2776062
49, 3504214, 0.2757486
50, 2916111, 0.2732077
51, 3598533, 0.2725211
52, 3189472, 0.27230328
53, 3400884, 0.2710876
54, 3506220, 0.26995626
55, 3521951, 0.26886097
56, 2833776, 0.26774317
57, 3391786, 0.26760313
58, 3205365, 0.2666023
59, 3667310, 0.26538125
60, 3541597, 0.26478124
61, 2851695, 0.26361483
62, 3118206, 0.26145425
63, 2784587, 0.26116222
64, 3525043, 0.25917062
65, 3401855, 0.25788835
66, 503388, 0.2559538
67, 2862513, 0.25408748
68, 3263136, 0.25375408
69, 3656690, 0.2537019
70, 3776656, 0.25357765
71, 3389251, 0.25351724
72, 3853387, 0.25210518
73, 3383148, 0.25174418
74, 3663178, 0.25153044
75, 3087993, 0.25102606
76, 2827052, 0.25092986
77, 3078221, 0.2507142
78, 3625585, 0.25045305
79, 3649648, 0.2492473
80, 3415045, 0.24924253
81, 2914084, 0.24871643
82, 3663347, 0.24832948
83, 3191848, 0.24789214
84, 3219577, 0.24729018
85, 3466837, 0.24637732
86, 3573453, 0.24573244
87, 3048597, 0.2453779
88, 3560169, 0.24352165
89, 3047824, 0.24328782
90, 2983030, 0.24325651
91, 3581257, 0.24317302
92, 3152183, 0.24276428
93, 3694471, 0.24203384
94, 1779268, 0.24196263
95, 3267056, 0.24165902
96, 3749590, 0.24159667
97, 3760952, 0.24140422
98, 3587677, 0.24051002
99, 2769375, 0.2403791
100, 3268934, 0.2386451
