rank, pmcid, score
1, 3392260, 0.007912952
2, 2630042, 0.007793914
3, 2702412, 0.0077775065
4, 2990053, 0.0077329366
5, 3403367, 0.0072206515
6, 3467640, 0.0070961313
7, 3118064, 0.0069202962
8, 3041827, 0.0068806848
9, 3572985, 0.0067132954
10, 3289784, 0.0066167796
11, 3610459, 0.0064898413
12, 3675021, 0.0063929763
13, 3607978, 0.006086449
14, 2442656, 0.005991222
15, 3034061, 0.0058641033
16, 2801016, 0.0058522075
17, 3592520, 0.0058364826
18, 2718085, 0.005810703
19, 3830056, 0.0057896986
20, 2791917, 0.0057236953
21, 2842239, 0.005649074
22, 3251532, 0.0055834027
23, 3383148, 0.005539356
24, 3572052, 0.00553638
25, 3118317, 0.0055234325
26, 3843911, 0.005479372
27, 3852136, 0.005463111
28, 2806418, 0.0054549123
29, 2494551, 0.005385536
30, 3368392, 0.0053645717
31, 3742504, 0.0053089424
32, 3307445, 0.005287858
33, 3558406, 0.005275781
34, 1828158, 0.0052519143
35, 3287551, 0.005228947
36, 3852513, 0.0052270894
37, 3390728, 0.005222348
38, 3771456, 0.005186227
39, 3387629, 0.0051426613
40, 3229236, 0.005123762
41, 3230389, 0.005087903
42, 2235217, 0.0050850357
43, 2971716, 0.0050334153
44, 3049685, 0.0050306763
45, 1278476, 0.00501767
46, 2812767, 0.005015663
47, 3005216, 0.0050077047
48, 3784275, 0.0049907737
49, 1281267, 0.004957086
50, 2440369, 0.0049155485
51, 3798153, 0.004897771
52, 2642852, 0.004893394
53, 3249181, 0.00488726
54, 3468968, 0.0048714266
55, 3776284, 0.004820288
56, 2931142, 0.0047968193
57, 2736585, 0.0047900565
58, 3599449, 0.004755851
59, 3228283, 0.0047401446
60, 3279681, 0.0047389255
61, 3775530, 0.004726011
62, 3397329, 0.0047197845
63, 2292199, 0.0047163735
64, 3298370, 0.004708375
65, 2684302, 0.0047008395
66, 2860488, 0.0046996735
67, 3669404, 0.0046960777
68, 2790707, 0.0046894113
69, 3321275, 0.0046789693
70, 3838840, 0.004675046
71, 3848892, 0.0046562976
72, 3784135, 0.004650943
73, 1762022, 0.0046332707
74, 3443536, 0.004606994
75, 3156823, 0.0045799897
76, 3317589, 0.0045707976
77, 3584910, 0.0045647155
78, 3023103, 0.0045634266
79, 2839518, 0.0045621386
80, 2361309, 0.004512403
81, 2829621, 0.0045060352
82, 3214308, 0.0044992776
83, 3604109, 0.004477293
84, 3853000, 0.00445073
85, 3774618, 0.0044450997
86, 3487103, 0.004442442
87, 2730752, 0.0044415426
88, 3785158, 0.004427014
89, 2741465, 0.0044152206
90, 3210761, 0.004412007
91, 3151456, 0.0044023395
92, 3598195, 0.0043982896
93, 2614474, 0.0043490957
94, 3248029, 0.004329052
95, 2987954, 0.0043235263
96, 2892669, 0.0043195663
97, 3833587, 0.0043160785
98, 2758369, 0.004304244
99, 2257948, 0.004287485
100, 2771246, 0.0042866003
