rank, pmcid, score
1, 1470396, 0.009378603
2, 1474893, 0.009378603
3, 1240400, 0.007763448
4, 1532947, 0.0074249543
5, 2699967, 0.0068668392
6, 2841774, 0.0064190263
7, 1241331, 0.006252402
8, 3091340, 0.0062216213
9, 2073907, 0.0062107584
10, 2008031, 0.0062107584
11, 3388299, 0.0060017724
12, 2008377, 0.0054344134
13, 3190135, 0.0053469716
14, 2692109, 0.0053436696
15, 3841688, 0.0053007416
16, 3799519, 0.0052791596
17, 3230406, 0.0052248035
18, 2396464, 0.0049953354
19, 3617644, 0.004779533
20, 3354907, 0.0046232464
21, 3577432, 0.0045684893
22, 3026192, 0.004554958
23, 3038405, 0.0044528036
24, 3776574, 0.0044479165
25, 1568603, 0.004421116
26, 3823346, 0.0042619044
27, 2719731, 0.0042227
28, 3118114, 0.0042159073
29, 3346802, 0.004061054
30, 2672330, 0.0040347134
31, 2739194, 0.0040238686
32, 1519197, 0.0039289165
33, 2633362, 0.0038933672
34, 3583033, 0.003870936
35, 2939644, 0.003852705
36, 3632993, 0.003784087
37, 1247625, 0.003780109
38, 3169462, 0.003747716
39, 3630965, 0.0037204784
40, 3165919, 0.0036998433
41, 2672441, 0.0036686382
42, 2408577, 0.0036594388
43, 1173115, 0.0036544246
44, 2918562, 0.003573814
45, 1664583, 0.0034833546
46, 3477099, 0.0034645016
47, 3751010, 0.003437802
48, 2714498, 0.003428203
49, 2910676, 0.0033028345
50, 3556624, 0.0032802287
51, 1519818, 0.0032150992
52, 3440113, 0.0032122454
53, 2453190, 0.0031789045
54, 2676264, 0.003169309
55, 3694466, 0.0031566399
56, 2783053, 0.00315108
57, 2940890, 0.0031494577
58, 2853423, 0.0031281887
59, 2533003, 0.0031272003
60, 3167794, 0.0030996972
61, 1940096, 0.0030893486
62, 3190330, 0.0030829248
63, 2976491, 0.003079549
64, 3114075, 0.0030793292
65, 3668891, 0.0030687903
66, 2703756, 0.0030687721
67, 2629985, 0.0030508265
68, 3599824, 0.0030205657
69, 2951650, 0.0030189957
70, 2779187, 0.0029897073
71, 2685855, 0.0029862686
72, 3853113, 0.002968667
73, 3564091, 0.0029514506
74, 3788037, 0.0029375136
75, 1939846, 0.0029235394
76, 3747503, 0.002911293
77, 2722393, 0.00287701
78, 1459468, 0.0028476585
79, 3692947, 0.002844241
80, 3586103, 0.0028271093
81, 3814655, 0.0028173411
82, 1637907, 0.0028035303
83, 2920920, 0.0027786437
84, 3323356, 0.0027629775
85, 3655106, 0.0027509765
86, 3695277, 0.002713805
87, 1633737, 0.0027078264
88, 3037316, 0.0026975593
89, 1325239, 0.0026898766
90, 2753584, 0.0026776963
91, 3191466, 0.0026694734
92, 3276029, 0.002639783
93, 3683524, 0.0026244654
94, 3680186, 0.0026210425
95, 3411403, 0.0026163277
96, 3485663, 0.0026079826
97, 3349500, 0.0026041244
98, 1459933, 0.0026013518
99, 3309947, 0.0025987877
100, 3776934, 0.0025826953
