rank, pmcid, score
1, 1469444, 0.0057627247
2, 3770569, 0.005334616
3, 1044474, 0.0052155964
4, 2860562, 0.004935129
5, 151278, 0.004849116
6, 3071773, 0.004833401
7, 2228917, 0.004539339
8, 3281443, 0.0042163786
9, 3079586, 0.0040549976
10, 2805650, 0.0040226774
11, 3664563, 0.0038541178
12, 2707419, 0.0035699955
13, 3021524, 0.0035588928
14, 3739774, 0.00349495
15, 2459163, 0.0034066995
16, 2592554, 0.003298049
17, 3430692, 0.00322047
18, 1475785, 0.0030519285
19, 3795708, 0.0029847873
20, 3287315, 0.0029764583
21, 3250406, 0.0029125316
22, 2900239, 0.0028585931
23, 3352528, 0.002824447
24, 3836983, 0.0028102591
25, 3383743, 0.002784535
26, 3634772, 0.0027840848
27, 3352443, 0.002778425
28, 3799737, 0.002766007
29, 3821316, 0.002741086
30, 1566457, 0.0027222708
31, 2676662, 0.0026851082
32, 3434043, 0.0026705477
33, 3490980, 0.0026661328
34, 3319539, 0.0026634578
35, 2848341, 0.0026462805
36, 3885547, 0.0026449165
37, 3171467, 0.0026392124
38, 3596981, 0.002625025
39, 3481707, 0.0025644854
40, 3091349, 0.0025330193
41, 3620539, 0.0025316938
42, 2396794, 0.0025124107
43, 2064478, 0.0025124107
44, 3095538, 0.0024908066
45, 3206852, 0.0024766778
46, 3438129, 0.002452245
47, 3597252, 0.0024475886
48, 3672946, 0.0024450144
49, 3361920, 0.0024441164
50, 3524165, 0.002407861
51, 3469014, 0.0023655193
52, 3013119, 0.0023548347
53, 2588440, 0.0023434046
54, 3770691, 0.0022978496
55, 3846665, 0.0022890524
56, 2669134, 0.0022777356
57, 3468519, 0.0022472092
58, 3627922, 0.0022398483
59, 3790697, 0.0022381712
60, 1568720, 0.0022298717
61, 2665694, 0.0022269813
62, 3270389, 0.0022205606
63, 3721085, 0.0022101174
64, 3140524, 0.002163056
65, 3527500, 0.0021441975
66, 3799576, 0.0021433325
67, 3688326, 0.0021286753
68, 3340396, 0.002110662
69, 3347832, 0.0021033236
70, 2907412, 0.002085531
71, 2928246, 0.0020757872
72, 3669100, 0.0020348816
73, 2556926, 0.002019639
74, 3738888, 0.0020159495
75, 3628841, 0.0020129944
76, 3002009, 0.00200721
77, 3701490, 0.0019953796
78, 3717747, 0.0019922757
79, 3892350, 0.0019884997
80, 3384075, 0.001986988
81, 2474705, 0.00197487
82, 3650077, 0.0019724534
83, 3628795, 0.001971546
84, 3174159, 0.0019677677
85, 3554574, 0.0019668317
86, 3640001, 0.0019544247
87, 3355021, 0.00195186
88, 2213010, 0.0019509434
89, 3798912, 0.0019468046
90, 2710500, 0.0019308991
91, 2993656, 0.0019266228
92, 3257562, 0.0019204654
93, 3153286, 0.0019171219
94, 3266245, 0.0019078832
95, 3504121, 0.0018910123
96, 3240334, 0.0018843081
97, 3646885, 0.0018791693
98, 3376848, 0.0018784987
99, 2858161, 0.0018713282
100, 3132877, 0.0018486604
