rank, pmcid, score
1, 3846936, 0.9930413
2, 2740076, 0.95622057
3, 2546372, 0.8056343
4, 3676979, 0.73975444
5, 3596056, 0.71928144
6, 3888003, 0.71054304
7, 3551405, 0.70086265
8, 3738361, 0.6686189
9, 2467416, 0.6416658
10, 2906982, 0.62408185
11, 3663309, 0.60412425
12, 3649187, 0.60035706
13, 3267065, 0.5993107
14, 3515935, 0.5896691
15, 3015640, 0.57763183
16, 3073784, 0.56386197
17, 2943109, 0.557442
18, 3711740, 0.551326
19, 3433555, 0.5494939
20, 3214511, 0.542123
21, 2878678, 0.5410649
22, 3349988, 0.5381921
23, 3636968, 0.53772026
24, 3745864, 0.5337597
25, 2575197, 0.5241033
26, 2244600, 0.52254087
27, 3160386, 0.5217637
28, 2442045, 0.52131075
29, 3016127, 0.50602144
30, 3340971, 0.5053354
31, 3845338, 0.49670544
32, 2170446, 0.49655065
33, 3600251, 0.49301225
34, 3125360, 0.49100327
35, 3649157, 0.4818761
36, 3023755, 0.47803104
37, 3015397, 0.47691053
38, 3738353, 0.47256207
39, 3874942, 0.4701747
40, 2687673, 0.46696866
41, 2556666, 0.46541986
42, 2672301, 0.46241474
43, 3575664, 0.45589232
44, 3398091, 0.45401216
45, 3094313, 0.45280677
46, 3838988, 0.45194694
47, 3480933, 0.44805843
48, 2615036, 0.44528142
49, 3418018, 0.4428215
50, 3268705, 0.44248143
51, 3336915, 0.44210637
52, 3407625, 0.43295312
53, 3876309, 0.42999652
54, 3016819, 0.42846292
55, 2821303, 0.42343062
56, 3250653, 0.42266312
57, 2766912, 0.42261466
58, 3304262, 0.42064756
59, 3533164, 0.41775858
60, 3629711, 0.41559047
61, 3492044, 0.4151908
62, 3285529, 0.41432512
63, 2687612, 0.4139543
64, 3259020, 0.4098724
65, 3134683, 0.408854
66, 1936994, 0.4072731
67, 2803824, 0.40714756
68, 2643339, 0.4068364
69, 3363056, 0.4047886
70, 2740156, 0.4047406
71, 3200132, 0.40469766
72, 3065404, 0.4043106
73, 2827146, 0.40353614
74, 3410771, 0.40319818
75, 2941599, 0.40288728
76, 3214684, 0.4027429
77, 3047773, 0.40211397
78, 2911400, 0.40120074
79, 3018996, 0.39501974
80, 3411373, 0.39499256
81, 3016128, 0.39490315
82, 2533016, 0.39204276
83, 3872829, 0.3899986
84, 2931379, 0.3895746
85, 3600280, 0.3874252
86, 3083728, 0.38673633
87, 3003679, 0.38662714
88, 3015668, 0.38420552
89, 3015549, 0.38340747
90, 3168462, 0.38302523
91, 3095252, 0.3828667
92, 2820011, 0.3803811
93, 2799961, 0.37959784
94, 3327834, 0.37805265
95, 3866077, 0.3769958
96, 2808324, 0.37609044
97, 2729229, 0.37427425
98, 3539596, 0.3739447
99, 3681262, 0.37243274
100, 3522331, 0.3702249
