rank, pmcid, score
1, 3833587, 0.5724814
2, 3773459, 0.5546739
3, 2987954, 0.52740616
4, 3618104, 0.5103499
5, 2629964, 0.47564027
6, 3542949, 0.47466594
7, 3291424, 0.45621184
8, 3174928, 0.45362204
9, 2732080, 0.4535173
10, 3562643, 0.45172852
11, 3809936, 0.44352958
12, 2245957, 0.44122776
13, 3622346, 0.4386233
14, 2737789, 0.43822253
15, 3336229, 0.43710658
16, 3090107, 0.43559206
17, 3420763, 0.43364874
18, 2211302, 0.42791766
19, 3649648, 0.42146343
20, 3064452, 0.41883695
21, 2700440, 0.41835696
22, 3811709, 0.41783643
23, 3853387, 0.41588312
24, 2760696, 0.41407385
25, 3518712, 0.4091874
26, 1791015, 0.40734157
27, 2856542, 0.4054388
28, 3619046, 0.39469638
29, 2605761, 0.3921892
30, 3420620, 0.39156675
31, 3890738, 0.3907422
32, 3445145, 0.38977316
33, 3133999, 0.3884134
34, 3415813, 0.3875116
35, 2984325, 0.382378
36, 3488388, 0.38166738
37, 2827106, 0.3795116
38, 2918831, 0.37856215
39, 3003213, 0.3756269
40, 2572041, 0.3732323
41, 3424654, 0.36945096
42, 3469364, 0.36894912
43, 3117630, 0.3683026
44, 3113998, 0.3672459
45, 3683440, 0.36648542
46, 3877581, 0.36460215
47, 2945326, 0.36331782
48, 2868875, 0.36311835
49, 2259431, 0.36265966
50, 2769310, 0.36165532
51, 2702053, 0.3586426
52, 2615763, 0.35755405
53, 3700969, 0.35629717
54, 3529253, 0.3561544
55, 3629711, 0.35599962
56, 3759689, 0.35170183
57, 2279110, 0.3513649
58, 3876309, 0.3460374
59, 239964, 0.34553707
60, 2872575, 0.34517512
61, 3814076, 0.34488207
62, 3849794, 0.34291884
63, 2769286, 0.34203333
64, 2526070, 0.34187192
65, 3784075, 0.34147915
66, 3248865, 0.34116957
67, 3682695, 0.3410557
68, 3459797, 0.3388405
69, 3712681, 0.33820686
70, 2829621, 0.33429754
71, 3021334, 0.33399713
72, 3134683, 0.3328261
73, 2881009, 0.33210185
74, 3649302, 0.33029062
75, 3743142, 0.32999447
76, 1824744, 0.32929572
77, 3003678, 0.32800427
78, 3405157, 0.32719862
79, 3632018, 0.32665282
80, 3378931, 0.3235678
81, 3214682, 0.32304963
82, 2705345, 0.32169724
83, 3791839, 0.32050526
84, 3023754, 0.32036197
85, 3662170, 0.320062
86, 3658216, 0.31880012
87, 535548, 0.31796974
88, 2918849, 0.31795293
89, 2783080, 0.31665206
90, 3502875, 0.31644595
91, 3177592, 0.3164173
92, 3590872, 0.3162334
93, 2740255, 0.3160256
94, 2917397, 0.31544983
95, 3541793, 0.31504837
96, 3502773, 0.31498003
97, 2741488, 0.31421265
98, 3033242, 0.31372157
99, 3521621, 0.3130732
100, 3335656, 0.312279
