rank, pmcid, score
1, 3849794, 0.57884014
2, 3792541, 0.57230425
3, 3853387, 0.5338485
4, 201022, 0.53164625
5, 3579993, 0.5170545
6, 2827106, 0.48414657
7, 3651929, 0.4726703
8, 3568724, 0.46031362
9, 1654154, 0.4587305
10, 3343246, 0.44581527
11, 3162981, 0.4377364
12, 3764736, 0.4353936
13, 2769329, 0.4336737
14, 2803888, 0.4326712
15, 3876596, 0.4223338
16, 2740308, 0.4115402
17, 2803910, 0.4071813
18, 2531110, 0.3974601
19, 3214680, 0.39519802
20, 3342739, 0.39458615
21, 3047758, 0.39440188
22, 3401651, 0.39060917
23, 3587910, 0.39057553
24, 2526070, 0.38890794
25, 3695311, 0.38634983
26, 2893311, 0.3840449
27, 3276037, 0.3814038
28, 3823859, 0.38127548
29, 3522346, 0.38016495
30, 3890736, 0.37940806
31, 2783064, 0.3777005
32, 3590974, 0.37655854
33, 3085068, 0.37372968
34, 3389931, 0.3718496
35, 3183691, 0.37154174
36, 3488528, 0.37133846
37, 3506075, 0.37121934
38, 3314732, 0.37091094
39, 2883201, 0.3699203
40, 2730627, 0.36767563
41, 3737610, 0.36694506
42, 3214347, 0.36639392
43, 3238481, 0.3650359
44, 2908670, 0.36177382
45, 3159943, 0.3603593
46, 3234159, 0.35834116
47, 3343251, 0.35800457
48, 3669560, 0.35405967
49, 3764688, 0.35207337
50, 2913808, 0.35191184
51, 3159357, 0.3502047
52, 3492104, 0.34925073
53, 3430489, 0.3484483
54, 3557624, 0.34820545
55, 3353156, 0.34570837
56, 1805044, 0.3453421
57, 3326998, 0.3435925
58, 2988180, 0.34297764
59, 3891033, 0.34188432
60, 3229059, 0.34053963
61, 3481076, 0.33804867
62, 2833307, 0.33788675
63, 2721320, 0.33495194
64, 2740189, 0.33391118
65, 3487024, 0.3311301
66, 3857978, 0.33072463
67, 1308873, 0.33027747
68, 3199241, 0.32999638
69, 3190518, 0.32991916
70, 3861582, 0.32679158
71, 3522349, 0.3232948
72, 3329702, 0.32302997
73, 2792227, 0.32156053
74, 3262320, 0.32115108
75, 3862464, 0.32058725
76, 3097653, 0.32032344
77, 3624745, 0.3201986
78, 3259402, 0.31850952
79, 3629218, 0.31850561
80, 2596111, 0.31842595
81, 3579986, 0.31703284
82, 3789010, 0.3164953
83, 3616181, 0.31272945
84, 2253550, 0.31226334
85, 3784134, 0.31101027
86, 2823048, 0.30675465
87, 3291424, 0.30576292
88, 3117630, 0.30556184
89, 3767014, 0.3040001
90, 2876698, 0.30353397
91, 3517946, 0.30237648
92, 3260251, 0.30164406
93, 3815085, 0.30142915
94, 3568726, 0.30132905
95, 3618646, 0.29896355
96, 2891799, 0.29823938
97, 3619040, 0.2981831
98, 3214308, 0.2978091
99, 3517440, 0.2975088
100, 2827435, 0.2972448
