rank, pmcid, score
1, 2766835, 0.57336473
2, 3603023, 0.56060493
3, 3785158, 0.55706114
4, 3603620, 0.52088785
5, 2929215, 0.48625195
6, 2827053, 0.48615724
7, 3833471, 0.48473576
8, 3129533, 0.48350057
9, 3853474, 0.4825663
10, 2652467, 0.48091975
11, 3719271, 0.47888777
12, 2778448, 0.4777534
13, 3665200, 0.477272
14, 3354875, 0.4756752
15, 3336229, 0.47564575
16, 3375193, 0.47353056
17, 3663438, 0.46951205
18, 3015425, 0.46707597
19, 3221187, 0.46674585
20, 3224772, 0.46629933
21, 3312196, 0.4660317
22, 2496696, 0.46406814
23, 3011326, 0.45986417
24, 2845554, 0.45699796
25, 2390549, 0.45500368
26, 3372338, 0.45434925
27, 1318453, 0.4536896
28, 2612655, 0.45339411
29, 2626575, 0.44992802
30, 3785339, 0.44886974
31, 2756566, 0.44864
32, 61035, 0.44835684
33, 3573581, 0.44635484
34, 3806705, 0.44501984
35, 1281267, 0.4447396
36, 400670, 0.44384927
37, 3833587, 0.4426616
38, 2868875, 0.44255784
39, 3210844, 0.44200733
40, 150573, 0.44133094
41, 2974929, 0.4408439
42, 3154169, 0.4402509
43, 3383148, 0.44022784
44, 3665183, 0.4378732
45, 3506064, 0.43452597
46, 2790183, 0.43379575
47, 3833481, 0.4319972
48, 3600286, 0.4294003
49, 2683864, 0.42916688
50, 3683415, 0.42904717
51, 3276006, 0.427393
52, 1388220, 0.42696846
53, 3420706, 0.42660654
54, 3579466, 0.42651874
55, 3287463, 0.4264649
56, 2669865, 0.42617902
57, 1523371, 0.424997
58, 3785150, 0.42491177
59, 3609679, 0.4244227
60, 3146942, 0.42419484
61, 3095901, 0.42358232
62, 3135094, 0.42285398
63, 2918849, 0.42037886
64, 3249212, 0.4186793
65, 3649619, 0.41858816
66, 2769306, 0.4185027
67, 1892029, 0.4175664
68, 2257948, 0.4174362
69, 3521621, 0.41599852
70, 2824987, 0.41583356
71, 3195106, 0.4157639
72, 2329860, 0.41575262
73, 3415045, 0.41505435
74, 3507127, 0.41257772
75, 3880707, 0.41231522
76, 3628492, 0.41218704
77, 3184057, 0.410608
78, 3335656, 0.4103009
79, 2222163, 0.41013473
80, 2802381, 0.40915164
81, 3760298, 0.40882933
82, 3292982, 0.4087714
83, 523836, 0.407128
84, 2783065, 0.40705317
85, 3625585, 0.40660846
86, 3401781, 0.40656084
87, 3343686, 0.40653473
88, 3073782, 0.4062905
89, 1698139, 0.4061998
90, 3102812, 0.4059922
91, 2776583, 0.4057337
92, 3789905, 0.4055353
93, 3350051, 0.40315706
94, 2924548, 0.4020286
95, 2916111, 0.40037343
96, 3403093, 0.39962903
97, 3114546, 0.39937946
98, 3709644, 0.39871407
99, 3674534, 0.39857304
100, 2245957, 0.39744133
