rank, pmcid, score
1, 3853387, 0.8556259
2, 3564029, 0.7872635
3, 3322929, 0.78640735
4, 3378931, 0.76529
5, 3085223, 0.76047635
6, 1276800, 0.74845433
7, 3062014, 0.7309415
8, 2876698, 0.72758716
9, 1257651, 0.7122593
10, 2741488, 0.68798447
11, 3777376, 0.68656904
12, 2783053, 0.6817657
13, 2993722, 0.66472334
14, 3436637, 0.66139877
15, 2828091, 0.65792525
16, 2774533, 0.65745604
17, 3610459, 0.64538366
18, 3415813, 0.63978535
19, 3233373, 0.6390934
20, 2974995, 0.6381304
21, 3702368, 0.6311074
22, 2644295, 0.62644
23, 3079651, 0.6186811
24, 2740244, 0.61806136
25, 2851150, 0.61709845
26, 3350193, 0.6169663
27, 3632018, 0.60893667
28, 3849794, 0.6060559
29, 2732101, 0.6041841
30, 2958032, 0.6037237
31, 3133999, 0.60262793
32, 1413549, 0.60014576
33, 1459933, 0.59695214
34, 3804820, 0.5942399
35, 2572046, 0.5928628
36, 3609679, 0.59236085
37, 3463044, 0.59010583
38, 3099512, 0.58941907
39, 3176209, 0.5882526
40, 3276037, 0.586759
41, 3162766, 0.5865442
42, 3114546, 0.5848738
43, 3868699, 0.57878685
44, 3309207, 0.5749999
45, 3838836, 0.56823456
46, 2974228, 0.56704444
47, 3420500, 0.5623312
48, 3700969, 0.56081873
49, 3542889, 0.5592817
50, 3163220, 0.55753887
51, 3465000, 0.5538588
52, 3488388, 0.55165803
53, 3522406, 0.55026877
54, 3797049, 0.5496177
55, 2862513, 0.5491696
56, 3338242, 0.5491277
57, 1892149, 0.5453889
58, 2776156, 0.54415107
59, 3874979, 0.5380946
60, 3655108, 0.53735304
61, 3429833, 0.5369726
62, 2876703, 0.53586733
63, 3139879, 0.5342817
64, 2365966, 0.5317486
65, 3081356, 0.5305492
66, 3446142, 0.53049225
67, 3409955, 0.530386
68, 3190518, 0.5280975
69, 3826012, 0.5264339
70, 3764714, 0.5261484
71, 3527895, 0.52577126
72, 3758738, 0.52415574
73, 3649217, 0.5232659
74, 2822332, 0.5203534
75, 2740138, 0.52002746
76, 3587910, 0.517825
77, 3522346, 0.51658237
78, 2918823, 0.51589155
79, 3782346, 0.51543796
80, 3445096, 0.51458323
81, 3037981, 0.51430815
82, 3633019, 0.5115131
83, 3259402, 0.51095915
84, 2799065, 0.51074773
85, 2900079, 0.50859994
86, 3177592, 0.50838834
87, 3837657, 0.5075141
88, 3321943, 0.5071137
89, 3141809, 0.5057189
90, 3277043, 0.505664
91, 2646690, 0.5044021
92, 3628469, 0.5035009
93, 2515635, 0.50255245
94, 3117630, 0.50194734
95, 2946718, 0.5012307
96, 2615763, 0.5001362
97, 3232565, 0.4997868
98, 3132697, 0.49812433
99, 3559119, 0.49767444
100, 2908369, 0.49748355
