rank, pmcid, score
1, 3129533, 0.61608285
2, 3665183, 0.60460967
3, 1852908, 0.57779664
4, 2572041, 0.56131345
5, 3833587, 0.5578469
6, 2630300, 0.54564303
7, 2279110, 0.5438551
8, 3843570, 0.5418999
9, 1940253, 0.5396436
10, 3789905, 0.5373745
11, 1434765, 0.53553426
12, 3504246, 0.5350722
13, 2959157, 0.52199733
14, 3670647, 0.51955223
15, 3243071, 0.5163758
16, 3440898, 0.5044352
17, 2329636, 0.49317473
18, 3221195, 0.47992897
19, 3279691, 0.4771946
20, 2705345, 0.47263122
21, 2868875, 0.47168633
22, 3604869, 0.47107145
23, 3199939, 0.47103238
24, 3159367, 0.47061035
25, 2572045, 0.47047314
26, 3150839, 0.4598522
27, 3045397, 0.4579171
28, 2245957, 0.45752373
29, 2856542, 0.45425415
30, 3484605, 0.45401055
31, 3542899, 0.45225534
32, 3276810, 0.4512956
33, 3712681, 0.45047176
34, 2827076, 0.44374508
35, 2516525, 0.4431974
36, 3483330, 0.44117984
37, 2988848, 0.43843722
38, 3097681, 0.43645462
39, 3657909, 0.43546325
40, 3726238, 0.4310975
41, 3599747, 0.43036032
42, 3504270, 0.43035394
43, 503388, 0.42812473
44, 3836946, 0.4275011
45, 3298218, 0.42537993
46, 3057256, 0.42473716
47, 3016127, 0.42156664
48, 3047687, 0.420756
49, 3806705, 0.42052
50, 2810606, 0.4196906
51, 3451750, 0.41934648
52, 3860041, 0.41898617
53, 3000623, 0.41654667
54, 3483324, 0.4148715
55, 3683440, 0.4143754
56, 3040435, 0.41259605
57, 3611104, 0.41187203
58, 3075144, 0.41146228
59, 3708754, 0.4090208
60, 2908657, 0.4087306
61, 2987954, 0.40805244
62, 2760693, 0.40699902
63, 2930659, 0.4068609
64, 1087206, 0.40638074
65, 3154169, 0.40575144
66, 3618104, 0.40505534
67, 2782168, 0.40478423
68, 3567954, 0.4046355
69, 2790183, 0.4043459
70, 3258019, 0.4043231
71, 3445160, 0.40310252
72, 2467416, 0.4029093
73, 2700440, 0.40261132
74, 3047835, 0.40260127
75, 3445096, 0.4024348
76, 3833481, 0.40167046
77, 2780663, 0.39960748
78, 3375193, 0.3994667
79, 3752487, 0.39926293
80, 3784135, 0.39538285
81, 3354470, 0.3947364
82, 3853387, 0.39238307
83, 3521621, 0.3913801
84, 2621133, 0.39076373
85, 3400884, 0.39025953
86, 3336229, 0.38977396
87, 3065056, 0.38871756
88, 3355033, 0.38650134
89, 3290187, 0.386376
90, 3608039, 0.38619527
91, 3315620, 0.3859095
92, 2914369, 0.38572904
93, 3760298, 0.3845074
94, 1791015, 0.3843925
95, 3654939, 0.38318947
96, 2988808, 0.38286844
97, 2917397, 0.38168755
98, 1803779, 0.38118377
99, 3725923, 0.3811754
100, 3438873, 0.37962827
