rank, pmcid, score
1, 2929215, 0.62143546
2, 3555032, 0.59272754
3, 3276006, 0.574095
4, 3785150, 0.54290074
5, 3785158, 0.53011674
6, 3700249, 0.50707984
7, 2766835, 0.43816403
8, 2721728, 0.4200383
9, 2605606, 0.41477966
10, 3258682, 0.4071904
11, 3500688, 0.40257654
12, 3693610, 0.38395128
13, 3438813, 0.37213218
14, 3677008, 0.37160966
15, 3567117, 0.36627534
16, 2682451, 0.36053684
17, 3401754, 0.35994577
18, 2685263, 0.359201
19, 3549483, 0.35882962
20, 3371951, 0.3528645
21, 3258717, 0.34646824
22, 3138408, 0.34534106
23, 2248794, 0.34022406
24, 3258815, 0.3397194
25, 555556, 0.3396929
26, 3644205, 0.32787663
27, 3853474, 0.32636574
28, 3471409, 0.32439622
29, 3596848, 0.32378513
30, 2700075, 0.32370895
31, 3663438, 0.32022554
32, 2669865, 0.31755173
33, 3603256, 0.31460166
34, 3437962, 0.3142145
35, 3849144, 0.31377634
36, 3537269, 0.31349403
37, 2633203, 0.31213665
38, 3155346, 0.3087366
39, 2974929, 0.30686903
40, 2001222, 0.2951077
41, 1388220, 0.29474548
42, 2777212, 0.29346436
43, 3488989, 0.2931959
44, 3765577, 0.292789
45, 3814528, 0.28920484
46, 2998805, 0.28900644
47, 3507610, 0.28805965
48, 2797382, 0.2875933
49, 2909081, 0.2824792
50, 3131127, 0.28099948
51, 2762178, 0.2802042
52, 3229620, 0.27872396
53, 3425152, 0.27866694
54, 3026135, 0.27857545
55, 3531417, 0.27856532
56, 3785394, 0.27797797
57, 3122509, 0.2777846
58, 2957171, 0.27721047
59, 2705820, 0.2764935
60, 2801491, 0.27286083
61, 3433777, 0.2726195
62, 3263750, 0.27226958
63, 3663165, 0.2713536
64, 2685230, 0.26967236
65, 3687478, 0.2664421
66, 2931762, 0.26539207
67, 3671015, 0.26461065
68, 1971401, 0.26448768
69, 2964488, 0.26423186
70, 3739750, 0.2635932
71, 3272835, 0.2632824
72, 2592808, 0.26326615
73, 3001730, 0.26264304
74, 2797384, 0.2620363
75, 3331829, 0.2602253
76, 2797985, 0.25968558
77, 3463995, 0.2591104
78, 3135263, 0.2569996
79, 2758596, 0.2555965
80, 3136198, 0.25546187
81, 3011326, 0.2549512
82, 3349544, 0.25245857
83, 3657072, 0.24971017
84, 1924518, 0.24954015
85, 3888623, 0.24952103
86, 3796667, 0.24885295
87, 2682397, 0.24817461
88, 2951124, 0.2478504
89, 2686338, 0.24773331
90, 3215648, 0.24691087
91, 3833586, 0.24631315
92, 3796212, 0.24560335
93, 1592148, 0.24559331
94, 3853387, 0.24548367
95, 3124316, 0.2454327
96, 1784082, 0.24427547
97, 3552988, 0.24395534
98, 3258779, 0.24205093
99, 3632158, 0.24084453
100, 3169776, 0.24063416
