rank, pmcid, score
1, 2536182, 0.58530235
2, 3587910, 0.57852393
3, 3853387, 0.5202857
4, 3023754, 0.50358987
5, 2760696, 0.49444947
6, 2700434, 0.46110433
7, 1276800, 0.44485655
8, 3849794, 0.43703857
9, 2700440, 0.42747003
10, 2783053, 0.42717594
11, 3336229, 0.41938022
12, 3424871, 0.4051602
13, 2967681, 0.3973582
14, 3177592, 0.3876419
15, 3343246, 0.3871317
16, 2827098, 0.3826513
17, 3277043, 0.36818394
18, 3323283, 0.36704072
19, 3762010, 0.36516643
20, 3649302, 0.36336252
21, 3700969, 0.36245173
22, 3415813, 0.36032802
23, 3633019, 0.35749155
24, 2629964, 0.3535005
25, 3322929, 0.35246852
26, 3529428, 0.3510231
27, 3090107, 0.34697616
28, 3522406, 0.34572074
29, 2082036, 0.34332985
30, 3378931, 0.33921948
31, 3562643, 0.33858836
32, 2714572, 0.3357376
33, 3085223, 0.33524683
34, 3754399, 0.3286862
35, 2737789, 0.32657918
36, 3114546, 0.32473916
37, 3632018, 0.32270297
38, 2827106, 0.3212231
39, 3651148, 0.3211674
40, 2840603, 0.31911758
41, 3580369, 0.31705886
42, 3291424, 0.31690386
43, 2474644, 0.31687915
44, 2918823, 0.3155553
45, 3233373, 0.3143678
46, 3619046, 0.3122597
47, 2783080, 0.31150377
48, 2526070, 0.3077063
49, 2732080, 0.3066734
50, 3552941, 0.30478454
51, 3154170, 0.30283585
52, 3117630, 0.30227596
53, 3429833, 0.29753593
54, 3403114, 0.2966864
55, 3609679, 0.29411554
56, 2876698, 0.29293242
57, 3259402, 0.28990453
58, 2222671, 0.2894368
59, 3447285, 0.28883597
60, 2700484, 0.28829393
61, 3506075, 0.28671855
62, 3109347, 0.2860397
63, 2390549, 0.2849559
64, 3872415, 0.2843817
65, 3866926, 0.28377405
66, 3276037, 0.28291637
67, 2891799, 0.2818268
68, 3702368, 0.28097662
69, 3826012, 0.28080875
70, 3616181, 0.28010958
71, 2245957, 0.27872187
72, 3163220, 0.27704045
73, 3190518, 0.27389297
74, 2828091, 0.27258083
75, 3874654, 0.26926386
76, 3488388, 0.26901433
77, 3250002, 0.26782712
78, 3713368, 0.26586023
79, 3355865, 0.2651203
80, 3492084, 0.2639589
81, 2993722, 0.26381922
82, 2769286, 0.2635445
83, 2365966, 0.2618231
84, 3598208, 0.26104522
85, 3791000, 0.26075605
86, 3133999, 0.26072884
87, 549073, 0.26068416
88, 3334261, 0.2602534
89, 2892667, 0.2595772
90, 3876310, 0.25906667
91, 2627817, 0.25857544
92, 2847142, 0.25846422
93, 3420654, 0.2581517
94, 3737610, 0.257755
95, 2988180, 0.2572512
96, 3386665, 0.25601283
97, 3162766, 0.255866
98, 2904789, 0.25422317
99, 3622346, 0.25200883
100, 3463044, 0.25140604
