rank, pmcid, score
1, 3849794, 0.5789665
2, 3792541, 0.5719242
3, 3853387, 0.53380156
4, 201022, 0.5315589
5, 3579993, 0.5169542
6, 2827106, 0.48402774
7, 3651929, 0.47258124
8, 3568724, 0.46040708
9, 1654154, 0.45866406
10, 3343246, 0.4458882
11, 3162981, 0.43755567
12, 3764736, 0.43535107
13, 2769329, 0.4336597
14, 2803888, 0.4326617
15, 3876596, 0.42225543
16, 2740308, 0.41141012
17, 2803910, 0.40725768
18, 2531110, 0.39746776
19, 3214680, 0.39517292
20, 3342739, 0.3945619
21, 3047758, 0.39436305
22, 3587910, 0.39056215
23, 3401651, 0.39006817
24, 2526070, 0.38883355
25, 3695311, 0.38627362
26, 2893311, 0.38394472
27, 3276037, 0.38132945
28, 3823859, 0.38122424
29, 3522346, 0.38003474
30, 3890736, 0.37932056
31, 2783064, 0.37764737
32, 3590974, 0.37661183
33, 3085068, 0.37361413
34, 3389931, 0.37182313
35, 3488528, 0.37145877
36, 3183691, 0.37140918
37, 3506075, 0.37115976
38, 3314732, 0.3707112
39, 2883201, 0.36988917
40, 2730627, 0.36751378
41, 3737610, 0.36706203
42, 3214347, 0.36631688
43, 3238481, 0.36497906
44, 2908670, 0.36140525
45, 3159943, 0.36029586
46, 3234159, 0.35843757
47, 3343251, 0.35797787
48, 3669560, 0.3541249
49, 3764688, 0.3520145
50, 2913808, 0.35198793
51, 3159357, 0.3502508
52, 3492104, 0.34920782
53, 3430489, 0.3483232
54, 3557624, 0.3482188
55, 3353156, 0.3457634
56, 1805044, 0.34524715
57, 3326998, 0.34353277
58, 2988180, 0.34305212
59, 3891033, 0.3417062
60, 3229059, 0.3405904
61, 2833307, 0.3378743
62, 3481076, 0.33779085
63, 2721320, 0.33470482
64, 2740189, 0.3338431
65, 3487024, 0.33091098
66, 3857978, 0.33073843
67, 1308873, 0.33016708
68, 3199241, 0.32992187
69, 3190518, 0.329871
70, 3861582, 0.32679388
71, 3522349, 0.32309595
72, 3329702, 0.3228346
73, 2792227, 0.3215466
74, 3262320, 0.32126898
75, 3862464, 0.32056224
76, 3097653, 0.3204297
77, 3624745, 0.32014203
78, 2596111, 0.3185086
79, 3629218, 0.31848058
80, 3259402, 0.31846914
81, 3579986, 0.3169582
82, 3789010, 0.31660408
83, 3616181, 0.3128007
84, 2253550, 0.3122227
85, 3784134, 0.31085432
86, 2823048, 0.3067495
87, 3291424, 0.3057184
88, 3117630, 0.3054879
89, 3767014, 0.30401137
90, 2876698, 0.3035061
91, 3517946, 0.30214357
92, 3260251, 0.30158952
93, 3815085, 0.30141264
94, 3568726, 0.3012899
95, 3618646, 0.29892403
96, 2891799, 0.29832187
97, 3619040, 0.29815578
98, 3214308, 0.297818
99, 3517440, 0.29743916
100, 2827435, 0.29719746
