rank, pmcid, score
1, 2687656, 0.6403746
2, 2526068, 0.6157475
3, 2906497, 0.6039248
4, 3548373, 0.5963292
5, 2390549, 0.57076526
6, 3424871, 0.48146513
7, 2783131, 0.4762999
8, 3851743, 0.47549814
9, 3420763, 0.47352588
10, 3700967, 0.47281677
11, 3425271, 0.4724766
12, 2613409, 0.46798202
13, 3420620, 0.46506995
14, 2930659, 0.45724228
15, 2822250, 0.45595142
16, 3662170, 0.45292196
17, 3665239, 0.44699883
18, 3776284, 0.44160336
19, 3743381, 0.4404917
20, 3083728, 0.43608195
21, 3682897, 0.43199933
22, 2769330, 0.43085665
23, 3166803, 0.43028742
24, 3309573, 0.42948905
25, 2946727, 0.42928272
26, 3459797, 0.42751592
27, 3403367, 0.42562705
28, 3777375, 0.41237956
29, 2732791, 0.4122489
30, 3321795, 0.4116196
31, 3662141, 0.41126245
32, 3789905, 0.40840366
33, 2672271, 0.40430292
34, 2994209, 0.40146607
35, 2868875, 0.39568862
36, 2896582, 0.38832635
37, 3640983, 0.38718736
38, 3500067, 0.38704577
39, 2931142, 0.38542047
40, 2856385, 0.38373002
41, 3354875, 0.38292968
42, 2778448, 0.38240203
43, 3665179, 0.38161275
44, 3055077, 0.38015443
45, 3603620, 0.37933445
46, 3615941, 0.37854287
47, 2740255, 0.37790492
48, 3100149, 0.37477428
49, 3318881, 0.37308457
50, 3529232, 0.3696158
51, 2955311, 0.36900428
52, 3401781, 0.3680883
53, 3047835, 0.36789757
54, 3806705, 0.36641678
55, 3532086, 0.36616546
56, 2496696, 0.36134395
57, 2737789, 0.3594417
58, 2211302, 0.35839343
59, 3420725, 0.35827485
60, 2802381, 0.3555479
61, 3599992, 0.3554353
62, 3809253, 0.3543879
63, 3162264, 0.3542125
64, 3609679, 0.35400882
65, 3062610, 0.35304198
66, 2822248, 0.35255328
67, 2829597, 0.35094202
68, 3336229, 0.35007244
69, 2769306, 0.3496077
70, 3438296, 0.34932816
71, 3266188, 0.34898284
72, 3833587, 0.34878886
73, 3248587, 0.34878618
74, 2769368, 0.34778354
75, 3350179, 0.34490085
76, 3506064, 0.34351844
77, 3763119, 0.34297755
78, 3638554, 0.34232658
79, 3082723, 0.34230694
80, 3445160, 0.34214708
81, 3862295, 0.34173128
82, 503388, 0.34075817
83, 3125360, 0.3405738
84, 3628473, 0.3405579
85, 3102012, 0.34032544
86, 3847001, 0.33984077
87, 3135094, 0.3396939
88, 3049121, 0.33949384
89, 3245397, 0.33924484
90, 3500066, 0.33866224
91, 3420076, 0.33827358
92, 3749611, 0.33777797
93, 3728493, 0.33717772
94, 3224531, 0.33709103
95, 3420375, 0.33707133
96, 3665200, 0.33705297
97, 3445081, 0.33610728
98, 3892061, 0.33432198
99, 3123279, 0.3338082
100, 3548361, 0.33338523
