rank, pmcid, score
1, 3833481, 0.3991378
2, 2868875, 0.3906069
3, 3851743, 0.336933
4, 2892615, 0.33652082
5, 3506220, 0.33263674
6, 2769306, 0.3325046
7, 3654939, 0.32522845
8, 3445160, 0.31808802
9, 2656305, 0.3142581
10, 3806705, 0.3140341
11, 3000623, 0.31135914
12, 2765762, 0.3110139
13, 2851695, 0.30471712
14, 3129533, 0.30411872
15, 3499780, 0.30068454
16, 2211302, 0.2969852
17, 3309321, 0.29015362
18, 1940253, 0.28966734
19, 3713289, 0.28952953
20, 3877594, 0.2882669
21, 2799065, 0.2855116
22, 3758842, 0.28501207
23, 3861848, 0.28332007
24, 2966747, 0.28292874
25, 2884204, 0.28158292
26, 3829227, 0.28005978
27, 2630300, 0.2776718
28, 3469964, 0.2759732
29, 3445096, 0.27555612
30, 3665200, 0.27320755
31, 2856542, 0.26838595
32, 3205528, 0.2676676
33, 3506064, 0.26686627
34, 2329860, 0.26569805
35, 3372338, 0.2651253
36, 3309573, 0.2649504
37, 3224772, 0.26166993
38, 3212602, 0.26155794
39, 1852908, 0.26086724
40, 503388, 0.25807607
41, 3162835, 0.25719017
42, 3417967, 0.25623205
43, 2390549, 0.25518566
44, 3434906, 0.25516176
45, 1634849, 0.2548458
46, 2827052, 0.25438222
47, 2850340, 0.25405163
48, 3451906, 0.25326678
49, 2854053, 0.25200143
50, 3603620, 0.25166464
51, 2930659, 0.25071236
52, 2790183, 0.2502414
53, 3825954, 0.2501615
54, 3548361, 0.24991362
55, 2672283, 0.24940744
56, 2783056, 0.24898244
57, 2780663, 0.24856849
58, 2695211, 0.2474279
59, 2652467, 0.2465337
60, 3141473, 0.24606426
61, 3713356, 0.24505642
62, 2755169, 0.24472749
63, 3880707, 0.244058
64, 3679774, 0.24361213
65, 3853387, 0.2434336
66, 2758879, 0.24293856
67, 2941760, 0.24247062
68, 3529232, 0.24236806
69, 2988848, 0.24211302
70, 3701472, 0.24189085
71, 3481473, 0.24013904
72, 3243071, 0.24000107
73, 3864880, 0.2399092
74, 3657909, 0.23965041
75, 3235710, 0.23945531
76, 3347913, 0.23835059
77, 2631524, 0.23820852
78, 3292982, 0.23768756
79, 3424654, 0.23701827
80, 3829234, 0.23697023
81, 3423798, 0.23689912
82, 3726238, 0.23603806
83, 2329636, 0.23598762
84, 2802381, 0.23579603
85, 153436, 0.23564984
86, 3445081, 0.23516327
87, 514562, 0.23477301
88, 3841632, 0.23410538
89, 2862150, 0.23339584
90, 3276810, 0.23308326
91, 1318453, 0.23299548
92, 3199939, 0.23258626
93, 3149114, 0.2323925
94, 2769330, 0.2321609
95, 3740609, 0.23154086
96, 3264568, 0.23105855
97, 3438873, 0.23105422
98, 2769414, 0.23096544
99, 2739484, 0.23001564
100, 2756566, 0.22950432
