rank, pmcid, score
1, 3170356, 0.5762445
2, 2691651, 0.5081838
3, 2396176, 0.44601306
4, 2827809, 0.43662804
5, 3562163, 0.43487802
6, 3599449, 0.4106789
7, 2687574, 0.40825182
8, 3347841, 0.40431362
9, 3510780, 0.40371472
10, 3601021, 0.3995178
11, 3550423, 0.39407742
12, 3572695, 0.38760996
13, 3277481, 0.38664573
14, 2651898, 0.37779626
15, 2744771, 0.37696046
16, 3652182, 0.37676764
17, 3333466, 0.37663364
18, 3047687, 0.36192814
19, 3044554, 0.36165407
20, 3400884, 0.35875553
21, 3789620, 0.3548138
22, 3789939, 0.35187408
23, 3205365, 0.34990537
24, 3582537, 0.34780595
25, 3097588, 0.34137496
26, 2045103, 0.34026086
27, 2955573, 0.33778337
28, 3023898, 0.33618957
29, 3725358, 0.33495933
30, 2778768, 0.33414358
31, 3518717, 0.33392888
32, 3327834, 0.3301627
33, 2810584, 0.32962763
34, 3420585, 0.32589337
35, 3507405, 0.32348734
36, 3101789, 0.31905627
37, 3646487, 0.3187834
38, 2739502, 0.3184456
39, 3575960, 0.31768528
40, 2823045, 0.31708896
41, 3607977, 0.31626827
42, 3150839, 0.31153336
43, 3291453, 0.30694252
44, 3619046, 0.3054101
45, 3318220, 0.3054087
46, 2570576, 0.30379117
47, 1526725, 0.30278414
48, 3198180, 0.30205935
49, 2783148, 0.30149826
50, 3270925, 0.2992236
51, 2726538, 0.2977446
52, 3437617, 0.29584554
53, 3143959, 0.29574448
54, 3587677, 0.28838578
55, 3484633, 0.28760257
56, 3634261, 0.28322512
57, 3524089, 0.28244308
58, 2637837, 0.28076962
59, 3118206, 0.2807282
60, 3248587, 0.28066108
61, 3701400, 0.2786209
62, 3561161, 0.27724054
63, 2684339, 0.27679437
64, 3850887, 0.27517104
65, 3658867, 0.27363136
66, 3141696, 0.27281126
67, 2740237, 0.27141237
68, 2740144, 0.270952
69, 3295713, 0.26897013
70, 3521823, 0.26832142
71, 3209594, 0.26796818
72, 2323360, 0.26737955
73, 3205498, 0.2672439
74, 3844841, 0.26712263
75, 2412892, 0.26607865
76, 3730750, 0.2646482
77, 2739499, 0.2645563
78, 3505164, 0.26452675
79, 3390080, 0.26317197
80, 2827076, 0.2629646
81, 3232543, 0.26185858
82, 3781248, 0.26133746
83, 3841548, 0.26058313
84, 3764367, 0.25939804
85, 3466864, 0.2589073
86, 2739486, 0.2578505
87, 3420561, 0.25688142
88, 3846937, 0.25639164
89, 3054235, 0.2554626
90, 3614490, 0.2549518
91, 3702444, 0.25475743
92, 2854936, 0.25392488
93, 3083816, 0.2533083
94, 3623784, 0.25269264
95, 3348691, 0.25132018
96, 3649080, 0.25115022
97, 3484605, 0.2504191
98, 3002912, 0.25004634
99, 2892692, 0.24875626
100, 3505894, 0.24852291
