rank, pmcid, score
1, 2536182, 0.5727624
2, 2211302, 0.4439034
3, 3336229, 0.43312463
4, 3773459, 0.42940506
5, 3114546, 0.39896977
6, 2700440, 0.39122757
7, 1784580, 0.38849545
8, 2760696, 0.38772646
9, 3619046, 0.37427235
10, 3649302, 0.3620115
11, 3014869, 0.355919
12, 3335656, 0.35315368
13, 3174928, 0.34542078
14, 3320293, 0.34338367
15, 3248865, 0.34273678
16, 3622346, 0.34035185
17, 3608039, 0.33686605
18, 3447285, 0.3221811
19, 3601021, 0.32157224
20, 2876771, 0.32009473
21, 2630950, 0.31549785
22, 3700969, 0.3127984
23, 3833587, 0.31157914
24, 2783080, 0.31108463
25, 2827106, 0.30838934
26, 3378931, 0.30748993
27, 2222671, 0.30397093
28, 3424871, 0.30253428
29, 2945326, 0.3017099
30, 3420636, 0.30037728
31, 2769286, 0.29922277
32, 3154170, 0.29504412
33, 3100118, 0.2917078
34, 2526070, 0.28995392
35, 3552941, 0.28974706
36, 1479389, 0.2894166
37, 2737789, 0.28917795
38, 2881009, 0.28891683
39, 2820441, 0.2861998
40, 3666332, 0.28467506
41, 3874654, 0.2824565
42, 3113998, 0.28237966
43, 2740255, 0.28222513
44, 3133999, 0.28150025
45, 3759689, 0.2795807
46, 3488388, 0.27951103
47, 3814076, 0.27926654
48, 1276800, 0.27787134
49, 2987954, 0.2776604
50, 3562643, 0.27642357
51, 1310516, 0.2762052
52, 3420620, 0.27340004
53, 3542949, 0.27307504
54, 2614952, 0.27171373
55, 3710144, 0.27162704
56, 3644842, 0.2697072
57, 535548, 0.26920888
58, 3095901, 0.26852658
59, 2790183, 0.26830217
60, 3553020, 0.26776427
61, 2918823, 0.2648608
62, 3109347, 0.26467168
63, 2705365, 0.26401508
64, 2938513, 0.26336327
65, 3683440, 0.26198784
66, 3816164, 0.26055497
67, 3424654, 0.26024318
68, 239964, 0.25959763
69, 3849794, 0.25911167
70, 2769311, 0.25908393
71, 3853387, 0.25899246
72, 3864989, 0.25880006
73, 3890738, 0.25865543
74, 3527895, 0.2586196
75, 535531, 0.25803977
76, 3629711, 0.25729603
77, 3750629, 0.257072
78, 2245957, 0.25674134
79, 3429833, 0.25437626
80, 2744771, 0.25371328
81, 3023754, 0.25238657
82, 3767585, 0.25227338
83, 2288601, 0.25204152
84, 2630301, 0.25201777
85, 3445145, 0.25048566
86, 3090107, 0.24999148
87, 3618104, 0.24993317
88, 3811709, 0.24986304
89, 3015586, 0.2490514
90, 3379870, 0.24877702
91, 2732080, 0.24821275
92, 3466837, 0.24748066
93, 3180665, 0.24741055
94, 3561172, 0.24660492
95, 2918849, 0.24616012
96, 3133988, 0.245853
97, 3221745, 0.24543576
98, 1824744, 0.2447459
99, 3466862, 0.24280132
100, 2868875, 0.24182037
