rank, pmcid, score
1, 3177940, 0.360519
2, 3743798, 0.3468195
3, 3473978, 0.34479478
4, 2546416, 0.3422925
5, 3144462, 0.32627004
6, 2687594, 0.32373035
7, 2929428, 0.30852222
8, 3848991, 0.30606458
9, 3059761, 0.30559486
10, 2924548, 0.30258363
11, 3728525, 0.30100784
12, 2365965, 0.2987738
13, 2048948, 0.29864585
14, 3343169, 0.2954199
15, 3672507, 0.29058632
16, 3765337, 0.28897136
17, 3216364, 0.28807548
18, 3358163, 0.28788412
19, 3720280, 0.28663543
20, 2780610, 0.2856205
21, 2891758, 0.2829678
22, 2699708, 0.2829515
23, 3660277, 0.28286716
24, 3383136, 0.2759539
25, 3825950, 0.27514437
26, 3477099, 0.2739334
27, 3090349, 0.27350783
28, 3833481, 0.27348968
29, 3191723, 0.2707819
30, 3075199, 0.27050698
31, 3043403, 0.2685907
32, 3850722, 0.2670527
33, 3829227, 0.2668019
34, 3704905, 0.2643318
35, 3194729, 0.2626703
36, 3201001, 0.2616214
37, 2676264, 0.25993586
38, 3763609, 0.25908184
39, 2430546, 0.25845698
40, 2872341, 0.2573855
41, 2639567, 0.25447825
42, 3339515, 0.252811
43, 3035611, 0.25262815
44, 2972439, 0.25154886
45, 3887505, 0.25136533
46, 3552828, 0.2508145
47, 3852767, 0.24731906
48, 2847967, 0.2460679
49, 2789727, 0.24515022
50, 2483449, 0.2449464
51, 2390549, 0.24412479
52, 3765937, 0.24279162
53, 3715978, 0.23993266
54, 2740017, 0.23774724
55, 2755149, 0.2374245
56, 3431052, 0.2358342
57, 3695890, 0.23567587
58, 2767149, 0.23445888
59, 1277866, 0.23439711
60, 3648814, 0.2336763
61, 3646776, 0.23194653
62, 3138028, 0.23128478
63, 1253712, 0.23088858
64, 3698779, 0.23085427
65, 3567202, 0.230578
66, 3664344, 0.23043905
67, 113745, 0.23028448
68, 3350176, 0.23002478
69, 3610358, 0.2297255
70, 3853113, 0.22693095
71, 3774437, 0.22626555
72, 3499212, 0.22615114
73, 2721845, 0.22566584
74, 2834631, 0.2251134
75, 3030997, 0.22497217
76, 2726930, 0.2248089
77, 3853387, 0.22352965
78, 2763853, 0.22333588
79, 3328251, 0.2232808
80, 3015473, 0.22262514
81, 2756566, 0.22224818
82, 3556404, 0.22202943
83, 3009646, 0.22189873
84, 3432824, 0.22136746
85, 2852784, 0.22074623
86, 2259431, 0.21967041
87, 3539550, 0.21944019
88, 2867999, 0.21892205
89, 3407017, 0.21834458
90, 3409883, 0.21623237
91, 3297654, 0.21470237
92, 3764657, 0.21379724
93, 3306405, 0.21342134
94, 1160579, 0.21303482
95, 2621382, 0.21189629
96, 3717101, 0.21180403
97, 1475844, 0.2115607
98, 2263060, 0.21090813
99, 2800073, 0.21032847
100, 3553533, 0.21032202
