pmcid	score	relevancy
3667316	0.2253801	1
3884599	0.20849465	0
3420757	0.20055053	0
2823760	0.20000587	1
3175412	0.19904071	0
2890701	0.18923675	0
2588583	0.18615146	0
3249329	0.1830989	0
3541771	0.17849997	0
3828058	0.1743709	0
3229082	0.17376123	0
3092083	0.16287638	0
3773376	0.16231333	0
3806709	0.16203624	0
3391846	0.15832202	0
3187738	0.15625902	0
3676979	0.15417258	0
3579530	0.15112759	0
3504288	0.1499823	0
3541572	0.1482906	0
2526395	0.14746328	0
3521399	0.14574729	0
3502223	0.14527978	0
3498726	0.14395675	0
2840894	0.14392546	2
3483580	0.1431916	0
2994179	0.14239766	0
3420220	0.14197867	0
3843328	0.14197645	0
3064649	0.14148684	0
3446152	0.13943522	0
3514192	0.13939625	0
2614954	0.13933215	0
3539114	0.13868497	0
3141698	0.13819762	0
2784587	0.13799125	0
3747615	0.13645561	0
3371526	0.136154	0
3467924	0.1354537	0
2800872	0.13506	0
2467397	0.13457645	0
3703866	0.13389269	0
2890892	0.13273586	0
3650951	0.13143377	0
3424656	0.13124011	0
2627172	0.13080338	0
3692179	0.13039836	0
3481881	0.12991865	0
2820011	0.1298479	0
3302919	0.12980953	0
3006379	0.12975562	0
3339128	0.12938716	0
3459714	0.12925726	0
3665244	0.12910935	0
2749808	0.12877297	0
3760368	0.12861453	0
3469905	0.1284782	0
3341745	0.12821867	0
2895296	0.12763554	0
3170811	0.1275863	0
3183723	0.12749138	0
3420783	0.12651163	0
3194026	0.124760866	0
2830981	0.12423098	0
3505429	0.12323036	0
3827536	0.123070195	0
2783102	0.12290972	0
3304623	0.12275694	0
3212602	0.12267018	0
3183718	0.12252513	0
3669005	0.122158684	0
3742896	0.121186495	0
3846194	0.12052402	0
3728612	0.120249316	0
2827094	0.120230295	0
2800864	0.120115496	2
2840378	0.11872325	0
2721946	0.11787898	0
2718140	0.117661685	0
3716997	0.117611274	0
2827047	0.11756622	0
3726919	0.11741719	0
3667319	0.11687849	0
3177381	0.11656511	0
2763730	0.11589129	0
3259091	0.115879044	0
3380110	0.115288794	0
3420560	0.11474353	0
2766886	0.11350173	0
3199411	0.1130204	0
2825506	0.11279573	0
3727118	0.11185712	0
3136415	0.11128677	0
3784123	0.111052275	0
2988890	0.110954784	0
2796414	0.11061174	0
3335457	0.11005843	0
3162264	0.10998333	0
2803831	0.109806195	0
3634204	0.10790665	0
2918825	0.10725548	0
3743605	0.10698843	0
3420472	0.1068907	0
3756220	0.10675922	0
3811708	0.106524035	0
3843512	0.10637105	0
3707070	0.10630101	0
3513812	0.10593264	0
3414006	0.105784036	0
3119938	0.105235524	0
3866678	0.105219394	0
3770028	0.104562804	0
1180430	0.10442501	0
3200093	0.10438188	0
3100863	0.103663325	0
3407711	0.10293069	0
3220071	0.10269122	0
2702052	0.10260437	0
3488409	0.10249012	0
3078236	0.10216327	0
3725021	0.1018794	0
3853893	0.101785086	0
3324958	0.10173518	0
3440504	0.10167145	0
3573807	0.10067376	0
3250586	0.1006319	0
3506051	0.10041673	0
3858090	0.10028508	0
3846209	0.100022234	0
3329706	0.09946197	0
3424948	0.09935404	0
3075451	0.09933821	0
3220153	0.09928627	0
3726922	0.09830016	2
3163609	0.0981964	0
3219857	0.097120725	0
3738335	0.09706985	0
3655306	0.09698191	0
3649173	0.096842	0
3876007	0.096788555	0
2740314	0.09671757	0
3790023	0.09628249	0
3075463	0.09573736	0
3570336	0.095484756	0
3827526	0.095458746	0
3420772	0.09545732	0
3369560	0.09544202	0
3625550	0.09498465	0
3078221	0.094977625	0
3147087	0.09484349	0
3118541	0.09479998	0
3434906	0.09461294	0
3502788	0.094500475	0
2495001	0.09428289	0
3197540	0.09422808	0
3756204	0.09395882	0
3183036	0.093856715	0
2807529	0.09382862	0
3808022	0.0936597	0
3823387	0.093360096	0
2628095	0.092954785	0
3876769	0.09290311	0
3510937	0.09282055	0
2585102	0.09258376	0
3085068	0.09203714	0
3357020	0.091802835	0
1420325	0.091783665	0
2211745	0.091783375	0
3357022	0.09177436	0
3479765	0.09142399	0
3464076	0.09130946	0
3110305	0.09104212	0
3667330	0.09095422	0
3352650	0.09070643	0
2783091	0.090538174	0
2852693	0.09032345	0
2827134	0.090059794	0
3285093	0.08985748	0
2897868	0.08983967	0
3491339	0.08945371	0
3401651	0.08941241	0
1968240	0.08892312	0
3700155	0.08891655	0
3151000	0.0887504	0
3590733	0.08815875	0
3437641	0.0881269	0
3261225	0.08806824	0
3698900	0.08801829	0
