pmcid	title	abstract	body	relevancy
3088750	0.3956993	0.3956993	0.3956993	0
2647913	0.3813917	0.3813917	0.3813917	0
2516428	0.37526456	0.37526456	0.37526456	0
3097148	0.37001976	0.37001976	0.37001976	0
2905431	0.3460753	0.3460753	0.3460753	0
2277435	0.34512988	0.34512988	0.34512988	0
2596791	0.33498892	0.33498892	0.33498892	0
3014821	0.33291188	0.33291188	0.33291188	0
3015800	0.31964117	0.31964117	0.31964117	2
1687187	0.31873453	0.31873453	0.31873453	1
2867990	0.31745306	0.31745306	0.31745306	0
2689852	0.3121781	0.3121781	0.3121781	0
3030803	0.30761892	0.30761892	0.30761892	1
2994458	0.30484658	0.30484658	0.30484658	0
2700595	0.30267522	0.30267522	0.30267522	0
2806400	0.30187538	0.30187538	0.30187538	0
2475515	0.30150807	0.30150807	0.30150807	1
2740083	0.29892772	0.29892772	0.29892772	0
2827072	0.29804718	0.29804718	0.29804718	1
2799964	0.29782364	0.29782364	0.29782364	0
1892548	0.29605356	0.29605356	0.29605356	0
2850982	0.29348785	0.29348785	0.29348785	0
3080584	0.29280877	0.29280877	0.29280877	0
29048	0.29133624	0.29133624	0.29133624	2
3018996	0.28668466	0.28668466	0.28668466	0
2850860	0.28286308	0.28286308	0.28286308	0
1712221	0.28120595	0.28120595	0.28120595	1
2992067	0.2797416	0.2797416	0.2797416	1
3032247	0.27803516	0.27803516	0.27803516	0
3016754	0.2776913	0.2776913	0.2776913	0
2934582	0.27762887	0.27762887	0.27762887	0
2387157	0.27685955	0.27685955	0.27685955	1
2702950	0.27435714	0.27435714	0.27435714	1
2815823	0.27395734	0.27395734	0.27395734	2
2907361	0.2724213	0.2724213	0.2724213	1
2000873	0.27169675	0.27169675	0.27169675	0
2822176	0.2712676	0.2712676	0.2712676	1
3015409	0.26532635	0.26532635	0.26532635	0
2423720	0.26424232	0.26424232	0.26424232	0
2687658	0.26407224	0.26407224	0.26407224	0
3016500	0.26102245	0.26102245	0.26102245	0
2728191	0.2600264	0.2600264	0.2600264	0
3096030	0.25851652	0.25851652	0.25851652	0
2783097	0.2579238	0.2579238	0.2579238	0
3075161	0.2550409	0.2550409	0.2550409	0
3015657	0.25298712	0.25298712	0.25298712	1
1352359	0.25188044	0.25188044	0.25188044	0
2823150	0.25185007	0.25185007	0.25185007	0
2977075	0.25080195	0.25080195	0.25080195	2
2884449	0.2499945	0.2499945	0.2499945	0
137602	0.2483168	0.2483168	0.2483168	0
2740154	0.24748886	0.24748886	0.24748886	0
2553057	0.24683076	0.24683076	0.24683076	0
2938513	0.24571782	0.24571782	0.24571782	0
2646742	0.24450648	0.24450648	0.24450648	0
2938506	0.24389149	0.24389149	0.24389149	0
1891108	0.24233505	0.24233505	0.24233505	0
3030033	0.24206752	0.24206752	0.24206752	0
3112115	0.2398263	0.2398263	0.2398263	0
3033147	0.23903841	0.23903841	0.23903841	0
2769322	0.23859845	0.23859845	0.23859845	0
3015787	0.23850244	0.23850244	0.23850244	1
2740109	0.23830628	0.23830628	0.23830628	2
1914302	0.23772289	0.23772289	0.23772289	0
2739847	0.23696208	0.23696208	0.23696208	0
1569431	0.23612414	0.23612414	0.23612414	0
2705345	0.23535441	0.23535441	0.23535441	0
2667168	0.23528124	0.23528124	0.23528124	1
2797594	0.23412786	0.23412786	0.23412786	0
