pmcid	score	relevancy
3660934	0.2372969	0
2684510	0.22462706	0
3603048	0.22266386	2
3420105	0.21883608	0
3380548	0.21425955	0
3614336	0.21010013	1
3769411	0.20876539	0
3107955	0.20166762	0
3313757	0.19513859	0
3850435	0.17722175	0
3171844	0.17369355	0
3573452	0.17230885	0
3551415	0.17076358	0
3425758	0.16988823	2
3500066	0.16599618	0
3259560	0.16585341	0
3681107	0.16455749	0
3830296	0.16191697	2
3677931	0.16151246	0
3099514	0.15810183	0
3485864	0.15788168	2
3425768	0.15782337	2
3129130	0.1572113	0
3885443	0.15578252	0
3159139	0.15494339	0
3682695	0.15420827	0
3884776	0.15343654	0
3622109	0.15296882	0
3334052	0.1519284	0
3250009	0.15091527	0
3775530	0.15062255	0
3262542	0.14932708	0
3034985	0.14921014	0
3661127	0.14849901	0
3393611	0.14819181	0
2918785	0.14734352	0
2732131	0.14662164	0
2858205	0.14487778	0
3072018	0.14339516	0
3746228	0.14241508	2
2695167	0.14149426	0
3402675	0.14128605	1
1852684	0.14071584	0
3830374	0.13966693	0
503388	0.13893992	0
3718650	0.13763894	0
3031940	0.13724978	1
2938572	0.1371196	0
3361852	0.13671163	0
3463916	0.13621204	0
2931786	0.13609165	0
2703243	0.13576886	0
3637209	0.13541341	0
2856356	0.13535425	0
2228297	0.13521442	0
3250018	0.1352133	0
3198743	0.13479854	0
3870206	0.1336703	0
3171842	0.13351472	0
3198526	0.13261026	2
2644670	0.13155286	0
2582825	0.13070937	0
547901	0.13042015	0
3354872	0.1302637	0
2820022	0.1300372	0
3562182	0.12880966	0
3895824	0.12853722	0
3813060	0.12829906	0
3500071	0.12747405	0
3866722	0.12684755	0
535935	0.12649612	0
3241316	0.12628832	0
3141718	0.12624542	2
3827496	0.12563808	0
3039006	0.12561862	0
2584194	0.12525555	0
3162256	0.12512277	0
1198244	0.12428	0
3851743	0.12424158	0
2667505	0.12339759	0
3500067	0.12334547	0
3555032	0.12319859	0
3745863	0.123179406	2
3395361	0.12275872	0
3764754	0.12227607	0
3198670	0.12202429	0
3359316	0.12199045	0
2778823	0.12161497	0
3626918	0.12140218	0
1904206	0.12116156	0
3378636	0.12089928	0
3193771	0.12041806	0
2063131	0.11971836	0
3342194	0.119524404	0
3411470	0.11905729	0
3875919	0.11903078	0
3203411	0.11775916	0
2821386	0.11689401	0
3442737	0.116891794	0
3169870	0.11662003	0
2654867	0.116391346	0
2905706	0.116013	0
3516941	0.11597921	0
3408995	0.11528863	0
3773959	0.11522553	2
2921143	0.114949144	0
3749100	0.11454733	1
3093952	0.11402641	0
2386135	0.11389938	0
2824125	0.11387478	0
2886215	0.11352029	0
2700089	0.11258104	1
3723322	0.11239123	0
3376766	0.11233576	0
1574295	0.112276144	0
2886329	0.1118077	0
1459875	0.11107527	0
3636929	0.11060822	0
3874977	0.11055658	0
3750324	0.10984537	0
3350179	0.109667756	2
3683226	0.10931191	0
2788899	0.10900632	0
3253696	0.10892334	0
3180518	0.10892291	0
2820261	0.108554594	0
2877018	0.10792577	0
3407696	0.1076703	0
3040186	0.10761221	0
2840221	0.10718432	0
2875042	0.10688918	0
3479947	0.10653531	0
2844957	0.106394194	0
3052714	0.10625925	0
3129124	0.1061087	2
3139259	0.10593184	0
2881080	0.105401896	0
3616937	0.10535807	0
3005322	0.10507128	0
3250004	0.10472885	0
3295699	0.104700044	0
3356874	0.10440848	0
3523562	0.10418815	0
3038640	0.10374659	0
3358934	0.10371748	0
3746222	0.103303276	0
3434068	0.102884114	0
2818622	0.1026688	0
420464	0.10261338	0
3472188	0.10254167	0
3584060	0.1025278	0
1283094	0.10241907	0
3358252	0.1022736	0
3559868	0.10209023	0
2323541	0.10169392	0
2914024	0.101366885	0
3603053	0.101311766	0
2527784	0.100950725	2
3779421	0.10079147	0
3116839	0.10074965	0
2566555	0.100429215	0
2075484	0.10025909	0
1064854	0.100136265	0
2909497	0.10004597	0
3672687	0.09997054	0
3857291	0.09994099	0
2990903	0.09966554	0
3205776	0.09927268	0
3625569	0.09893441	2
3321662	0.098657764	0
3412238	0.098578766	0
3125002	0.09853586	0
3469390	0.09835782	0
2941260	0.09819238	0
3166801	0.098165296	0
2940748	0.09810478	0
2275726	0.097884774	0
3047980	0.09787067	0
3481032	0.097780995	0
3710947	0.09690856	0
3606595	0.09688932	0
1140938	0.09674137	2
1502130	0.096271485	0
3108690	0.09626927	1
1820598	0.0960391	0
3235715	0.096035525	0
2129146	0.09597289	0
3293012	0.09592656	0
3811697	0.09584622	2
3364667	0.09552028	0
3429077	0.095436595	0
3616128	0.09543238	0
2909929	0.095334105	0
3678013	0.094816715	0
3192333	0.09479133	0
149366	0.09452038	0
3597776	0.09448408	0
3777131	0.09401807	0
3651609	0.09362357	1
2768506	0.09351089	1
3169863	0.09307338	2
3277472	0.0929999	0
3631608	0.09272293	0
3892531	0.092547774	0
3018974	0.092382856	2
3492086	0.09222121	0
2615355	0.09191338	0
3541951	0.09191296	0
2780671	0.09161105	0
3183691	0.09133395	0
3169192	0.0910927	0
2453151	0.09101385	0
3189619	0.090493694	0
3038601	0.09037122	0
2865758	0.09035209	0
2164952	0.09031129	0
3000387	0.09004234	0
3523946	0.089975275	0
2701432	0.08983557	0
3148996	0.08978274	0
3785158	0.089753315	0
3169862	0.08971851	2
2903665	0.08952867	0
3860107	0.08925533	0
1386697	0.08918987	0
3504208	0.089036845	2
2639700	0.08887443	0
3699944	0.08886666	0
3176170	0.088767536	0
3817352	0.08854487	0
2796754	0.088100955	0
1501099	0.08802264	0
3234199	0.08793181	0
3156535	0.08783912	1
3179587	0.0878248	0
3794857	0.087814234	0
3412231	0.08735018	0
3630950	0.08731902	0
3830294	0.08730188	2
3681116	0.08711478	0
3811707	0.087013856	0
1913060	0.08688541	0
3639643	0.0868468	0
2898675	0.08669498	0
2990901	0.08657282	0
3444218	0.08648945	0
3659881	0.086450845	0
1088011	0.08642679	0
2815756	0.08641589	0
2822744	0.08639514	0
3452015	0.08609379	0
3088527	0.086077556	0
3585772	0.08592973	0
3354841	0.08588347	2
3554649	0.08576073	0
2740289	0.085714705	0
3506073	0.085556716	2
3134260	0.08540838	2
1920505	0.08537421	0
3271490	0.08522322	0
3598369	0.08520455	0
3686593	0.08516969	0
2746452	0.08496102	1
3161209	0.08478519	0
3388746	0.084700406	0
3153853	0.08449141	0
2481478	0.084443696	0
3787684	0.08432356	0
2925820	0.08426382	0
3120183	0.08415411	0
3253150	0.0840152	0
2822250	0.0839821	0
3805571	0.083935544	0
2567071	0.08373311	0
2646039	0.08367245	0
3808267	0.083640605	0
3004556	0.08362656	0
1592148	0.083438374	0
2360509	0.08334147	0
2704528	0.083314896	1
3833555	0.083263874	0
3534522	0.08319983	0
3673382	0.08317355	0
3241378	0.08314926	0
3001690	0.08295175	0
3475918	0.08293644	0
3008836	0.0829229	0
3573796	0.082798086	0
2846639	0.082793005	0
3875906	0.082772516	0
3558475	0.082721256	0
3311713	0.082353845	0
2738416	0.0823031	0
3666183	0.08211459	0
3459167	0.081885725	0
2584645	0.08140478	2
3409617	0.081243336	0
3206663	0.08123273	0
3746308	0.08112235	0
3656393	0.080995515	0
3830271	0.08084648	0
2862044	0.080825165	0
3512969	0.08069733	0
3503476	0.08066465	0
3603049	0.08052712	0
3108663	0.0804626	0
3010283	0.08044878	0
3858754	0.080289826	0
3132857	0.08028911	0
3465886	0.08005395	0
3420572	0.080027476	0
3701789	0.08001397	0
3810492	0.07972167	0
2951059	0.07960953	0
3271428	0.07952018	0
3637811	0.079491034	2
