pmcid	score	relevancy
2827106	0.27227154	0
2990464	0.2680941	0
3743594	0.25756174	0
3423774	0.25066254	0
3480015	0.24477297	0
2883201	0.23970199	0
3261608	0.23046291	0
3649091	0.22202401	0
3522349	0.22152594	0
2766900	0.22048919	1
3237218	0.22045058	0
3097685	0.21964227	0
3845259	0.21919131	0
2747439	0.21410827	0
3579993	0.21045701	0
3597858	0.20976116	0
3792541	0.2096069	0
2876708	0.2011472	0
201022	0.19939	2
3442472	0.19875042	0
3047758	0.198744	0
3460998	0.19760303	0
3590974	0.19663844	0
3324271	0.19648725	0
3539336	0.19543125	0
2292492	0.19284809	0
3162981	0.19251886	0
3260251	0.19196363	0
3522346	0.19189852	0
3557624	0.19048916	0
3606758	0.19001594	0
3835649	0.18999748	0
3475474	0.18902616	0
3512255	0.18866204	0
3275737	0.18772325	0
2918840	0.18768585	0
3858766	0.18733414	0
3678867	0.18729112	0
3282448	0.18723468	0
3259307	0.18655452	0
3889048	0.18616268	0
3725366	0.18597391	0
2893311	0.18545392	0
3074330	0.184991	0
3465873	0.18294469	0
2769329	0.18154895	0
3361206	0.18137923	0
3669560	0.18067414	0
3137831	0.1795764	0
3502833	0.17878252	0
2740295	0.17828903	0
3326998	0.17817417	0
3424852	0.17787814	0
2816851	0.17776236	0
3424676	0.17562121	0
3656556	0.17555788	1
3180182	0.17529158	0
3637413	0.17517184	0
3507065	0.17481266	1
2946729	0.17480162	0
3604817	0.17350456	0
2803888	0.17326453	0
3846101	0.1731378	0
3439789	0.17278726	0
3616064	0.17215541	0
3461274	0.17163897	0
3841696	0.17160748	0
3249271	0.17109172	0
3173907	0.17070355	0
3625881	0.17001298	0
3485908	0.16995482	0
3117760	0.16859686	0
3849969	0.16830371	0
3193814	0.16829567	0
3764732	0.16732085	0
3295547	0.16712421	0
3849794	0.16705048	0
3835648	0.16695917	0
3853387	0.16670896	0
3745931	0.16610987	0
2705726	0.16558659	0
3295978	0.16522466	0
3876596	0.16425061	0
3358599	0.16369241	0
3177428	0.16346297	0
3891388	0.16342524	0
3487864	0.16316177	0
3616260	0.16301398	1
3377544	0.16276745	0
3407444	0.16140853	0
2531110	0.1604862	0
3640245	0.15991037	0
3502108	0.1598297	0
3600273	0.15937622	0
3021894	0.15915735	0
3263546	0.15888327	0
3590332	0.15779889	0
3609961	0.15707166	0
3651929	0.157027	0
3401651	0.15694986	0
2886226	0.1569183	0
3532760	0.15673847	0
3892523	0.15635648	0
3822324	0.15613174	0
3759091	0.15611331	0
3743587	0.15610255	0
3157440	0.15596546	0
3004882	0.15542945	0
3420758	0.15522219	0
2913808	0.15518034	0
3433120	0.1551719	0
2958331	0.1544205	0
2994496	0.154187	0
3842688	0.15404676	0
3880721	0.15327698	0
3647711	0.15306129	0
3409906	0.15278423	0
3343251	0.15189202	0
3676988	0.15071249	0
2949573	0.15045547	0
3846931	0.15006033	0
2995238	0.14986	0
3440505	0.14980678	0
