pmcid	score	relevancy
3783373	0.38068223	0
3403857	0.3636578	0
3378939	0.35423985	0
3490930	0.32096016	0
3229010	0.31291488	0
3408279	0.3080104	0
3800611	0.29245535	0
3134893	0.27311862	0
3737464	0.27064243	0
3136022	0.26916155	0
3350272	0.26633564	0
3280326	0.26370567	0
3508267	0.26333997	0
3297481	0.25654805	0
3502762	0.25653702	0
3654159	0.251527	0
2770492	0.24971004	0
3151459	0.24622504	0
2773603	0.24608332	0
3475065	0.24283433	0
3445056	0.24202307	0
3833473	0.241685	0
2944142	0.24117708	0
3201889	0.2411464	0
2831203	0.23990296	0
3702522	0.238939	0
3481392	0.23833497	0
2880141	0.23640671	0
2740283	0.23319127	0
3117824	0.2321445	0
3114312	0.23195063	0
29099	0.23028927	0
3228382	0.22913496	0
3445178	0.22741608	0
3524703	0.22727686	0
3152174	0.22619753	0
2840592	0.22530654	0
3888331	0.22463132	0
2809071	0.22406548	0
2746805	0.22233106	0
3556865	0.21864563	0
3740609	0.21697141	0
481084	0.21659544	0
3438443	0.21647201	0
2630936	0.21335886	0
2868039	0.21253471	0
2999990	0.21202359	0
3019363	0.21128647	0
2740083	0.21081461	0
3701368	0.21051978	0
3813689	0.20955446	0
1869027	0.20926772	0
3088008	0.208341	0
3176909	0.20773631	0
3249314	0.20653433	0
3099599	0.20647791	0
3385398	0.20634954	0
3278935	0.20544024	0
3016754	0.20466104	0
3218168	0.20409538	0
3318096	0.20352504	0
3600275	0.20342527	0
3032252	0.2033813	0
3046346	0.2033209	0
3227238	0.2031558	0
2740203	0.20180729	0
3200050	0.20175408	0
3161953	0.2004031	0
2672291	0.20035768	0
3628464	0.19957031	0
3716027	0.19923127	0
2827708	0.19910492	0
1564177	0.1986698	0
3660491	0.19830234	0
3683414	0.19807145	0
3833481	0.19784851	0
2990839	0.19783516	0
3106393	0.19757394	0
3468804	0.19697143	0
3441877	0.1964889	0
3789896	0.19639571	0
3350058	0.19517948	0
3893488	0.19516754	0
3731672	0.19506557	0
3601985	0.19501308	0
2884462	0.19373797	0
3884585	0.19344953	0
3298221	0.19320205	0
3047867	0.19244719	0
2700595	0.19197604	2
3131249	0.19175956	0
3183693	0.1911331	0
2640105	0.19055238	0
3269350	0.18974152	0
3160387	0.18819645	0
3803125	0.18803799	0
2769272	0.1873936	0
3488505	0.18715143	0
3460160	0.18703559	0
3815000	0.18664418	2
3369968	0.1866005	0
2981764	0.1864285	0
3503657	0.18606554	0
3716954	0.18573081	0
3566748	0.18512478	0
3596397	0.18462925	0
3074312	0.18389395	0
3030031	0.18372491	0
3519078	0.18370219	0
1262688	0.18348917	0
3579052	0.18317774	0
3658250	0.1827013	0
3035020	0.18224114	0
529263	0.18150425	0
3087249	0.18146057	0
3352042	0.18112624	0
3542904	0.18110341	0
2884457	0.18104509	0
3674281	0.18097329	0
2740362	0.18095702	0
3690066	0.18063983	0
2464577	0.18045615	0
3296419	0.17988347	0
2864213	0.17898317	0
3717529	0.17885797	0
3049979	0.17850798	0
3821438	0.17834091	0
3395851	0.17830975	0
3657989	0.17774113	0
3020346	0.17735505	0
2780978	0.17708431	0
3786647	0.17701285	0
3680202	0.17693545	0
