pmcid	score	relevancy
3660934	0.33558849	0
2684510	0.31767067	0
3603048	0.31489426	2
3420105	0.30948097	0
3380548	0.30300876	0
3614336	0.29712647	1
3769411	0.29523882	0
3107955	0.2852011	0
3313757	0.27596766	0
3850435	0.2506294	0
3171844	0.2456398	0
3573452	0.2436815	0
3551415	0.24149618	0
3425758	0.24025826	2
3500066	0.23475407	0
3259560	0.23455215	0
3681107	0.23271945	0
3830296	0.22898518	2
3677931	0.22841312	0
3099514	0.22358975	0
3485864	0.2232784	2
3425768	0.22319594	2
3129130	0.22233038	0
3885443	0.22030976	0
3159139	0.21912305	0
3682695	0.21808344	0
3884776	0.21699204	0
3622109	0.2163306	0
3334052	0.21485922	0
3250009	0.2134264	0
3775530	0.21301247	0
3262542	0.21118039	0
3034985	0.211015	0
3661127	0.21000932	0
3393611	0.20957488	0
2918785	0.20837522	0
2732131	0.20735434	0
2858205	0.20488812	0
3072018	0.20279138	0
3746228	0.20140533	2
2695167	0.2001031	0
3402675	0.19980864	1
1852684	0.19900227	0
3830374	0.19751887	0
503388	0.19649072	0
3718650	0.19465084	0
3031940	0.1941005	1
2938572	0.1939164	0
3361852	0.19333945	0
3463916	0.19263291	0
2931786	0.19246265	0
2703243	0.19200617	0
3637209	0.19150348	0
2856356	0.19141981	0
2228297	0.19122207	0
3250018	0.19122049	0
3198743	0.19063392	0
3870206	0.18903835	0
3171842	0.18881832	0
3198526	0.18753922	2
2644670	0.18604384	0
2582825	0.18485098	0
547901	0.18444192	0
3354872	0.18422067	0
2820022	0.18390037	0
3562182	0.18216437	0
3895824	0.18177907	0
3813060	0.18144229	0
3500071	0.18027556	0
3866722	0.17938954	0
535935	0.17889251	0
3241316	0.17859866	0
3141718	0.17853801	2
3827496	0.17767909	0
3039006	0.17765157	0
2584194	0.1771381	0
3162256	0.1769503	0
1198244	0.17575847	0
3851743	0.17570415	0
2667505	0.17451054	0
3500067	0.17443684	0
3555032	0.17422913	0
3745863	0.174202	2
3395361	0.17360705	0
3764754	0.17292449	0
3198670	0.17256841	0
3359316	0.17252055	0
2778823	0.17198955	0
3626918	0.17168862	0
1904206	0.17134835	0
3378636	0.17097743	0
3193771	0.17029683	0
2063131	0.16930732	0
3342194	0.16903304	0
3411470	0.16837244	0
3875919	0.16833496	0
3203411	0.16653661	0
2821386	0.16531308	0
3442737	0.16530998	0
3169870	0.16492562	0
2654867	0.1646022	0
2905706	0.16406716	0
3516941	0.16401939	0
3408995	0.16304275	0
3773959	0.16295353	2
2921143	0.16256265	0
3749100	0.16199438	1
3093952	0.16125771	0
2386135	0.16107807	0
2824125	0.16104327	0
2886215	0.16054194	0
2700089	0.15921363	1
3723322	0.1589452	0
3376766	0.15886675	0
1574295	0.15878244	0
2886329	0.15811996	0
1459875	0.15708415	0
3636929	0.15642366	0
3874977	0.15635061	0
3750324	0.15534481	0
3350179	0.15509363	2
3683226	0.15459037	0
2788899	0.15415822	0
3253696	0.15404087	0
3180518	0.15404026	0
2820261	0.15351938	0
2877018	0.15263009	0
3407696	0.1522688	0
3040186	0.15218665	0
2840221	0.15158153	0
2875042	0.15116414	0
3479947	0.15066367	0
2844957	0.15046412	0
3052714	0.15027328	0
3129124	0.15006037	2
3139259	0.14981025	0
2881080	0.14906079	0
3616937	0.14899881	0
3005322	0.14859323	0
3250004	0.14810896	0
3295699	0.14806822	0
3356874	0.14765589	0
3523562	0.1473443	0
3038640	0.14671984	0
3358934	0.14667869	0
3746222	0.14609289	0
3434068	0.14550012	0
2818622	0.14519562	0
420464	0.14511724	0
3472188	0.14501582	0
3584060	0.14499621	0
1283094	0.14484245	0
3358252	0.1446367	0
3559868	0.1443774	0
2323541	0.14381693	0
2914024	0.14335443	0
3603053	0.14327647	0
2527784	0.1427659	2
3779421	0.14254066	0
3116839	0.14248152	0
2566555	0.14202835	0
2075484	0.14178775	0
1064854	0.14161406	0
2909497	0.14148638	0
3672687	0.14137971	0
3857291	0.14133792	0
2990903	0.14094837	0
3205776	0.14039278	0
3625569	0.1399144	2
3321662	0.13952313	0
3412238	0.13941145	0
3125002	0.13935076	0
3469390	0.13909896	0
2941260	0.13886498	0
3166801	0.1388267	0
2940748	0.1387411	0
2275726	0.13842998	0
3047980	0.13841003	0
3481032	0.13828322	0
3710947	0.1370494	0
3606595	0.1370222	0
1140938	0.13681296	2
1502130	0.13614845	0
3108690	0.13614531	1
1820598	0.13581981	0
3235715	0.13581476	0
2129146	0.13572617	0
3293012	0.13566065	0
3811697	0.13554703	2
3364667	0.13508609	0
3429077	0.13496774	0
3616128	0.13496178	0
2909929	0.1348228	0
3678013	0.1340911	0
3192333	0.13405518	0
149366	0.13367203	0
3597776	0.13362068	0
3777131	0.13296165	0
3651609	0.13240372	1
2768506	0.13224436	1
3169863	0.13162564	2
3277472	0.13152172	0
3631608	0.13113002	0
3892531	0.13088232	0
3018974	0.13064909	2
3492086	0.13042049	0
2615355	0.12998514	0
3541951	0.12998456	0
2780671	0.1295576	0
3183691	0.12916572	0
3169192	0.12882453	0
2453151	0.12871303	0
3189619	0.12797742	0
3038601	0.12780422	0
2865758	0.12777714	0
2164952	0.12771943	0
3000387	0.1273391	0
3523946	0.12724425	0
2701432	0.12704669	0
3148996	0.12697197	0
3785158	0.12693037	0
3169862	0.12688115	2
2903665	0.12661268	0
3860107	0.1262261	0
1386697	0.12613355	0
3504208	0.12591712	2
2639700	0.12568742	0
3699944	0.12567644	0
3176170	0.12553626	0
3817352	0.12522134	0
2796754	0.12459358	0
1501099	0.12448281	0
3234199	0.12435436	0
3156535	0.12422329	1
3179587	0.12420304	0
3794857	0.12418808	0
3412231	0.12353182	0
3630950	0.12348775	0
3830294	0.1234635	2
3681116	0.12319892	0
3811707	0.123056166	0
1913060	0.12287453	0
3639643	0.12281993	0
2898675	0.12260521	0
2990901	0.122432455	0
3444218	0.12231454	0
3659881	0.12225996	0
1088011	0.12222594	0
2815756	0.122210525	0
2822744	0.12218117	0
3452015	0.12175502	0
3088527	0.121732056	0
3585772	0.12152299	0
3354841	0.12145757	2
3554649	0.12128399	0
2740289	0.1212189	0
3506073	0.12099547	2
3134260	0.1207857	2
1920505	0.120737374	0
3271490	0.12052383	0
3598369	0.12049743	0
3686593	0.12044813	0
2746452	0.12015303	1
3161209	0.11990436	0
3388746	0.119784474	0
3153853	0.119488895	0
2481478	0.119421415	0
3787684	0.11925153	0
2925820	0.11916703	0
3120183	0.11901187	0
3253150	0.11881543	0
2822250	0.11876863	0
3805571	0.11870277	0
2567071	0.1184165	0
2646039	0.11833072	0
3808267	0.11828568	0
3004556	0.118265815	0
1592148	0.11799968	0
2360509	0.11786264	0
2704528	0.11782505	1
3833555	0.1177529	0
3534522	0.11766234	0
3673382	0.11762516	0
3241378	0.11759082	0
3001690	0.11731148	0
3475918	0.11728984	0
3008836	0.117270686	0
3573796	0.11709418	0
2846639	0.117086984	0
3875906	0.11705801	0
3558475	0.11698552	0
3311713	0.116465926	0
2738416	0.11639416	0
3666183	0.11612757	0
3459167	0.11580391	0
2584645	0.11512376	2
3409617	0.11489545	0
3206663	0.11488043	0
3746308	0.11472433	0
3656393	0.11454495	0
3830271	0.114334196	0
2862044	0.11430405	0
3512969	0.11412324	0
3503476	0.11407705	0
3603049	0.11388255	0
3108663	0.1137913	0
3010283	0.11377177	0
3858754	0.11354697	0
3132857	0.113545954	0
3465886	0.11321338	0
3420572	0.11317594	0
3701789	0.11315684	0
3810492	0.112743475	0
2951059	0.112584874	0
3271428	0.11245852	0
3637811	0.112417296	2
2959163	0.11230167	0
3816240	0.1122748	0
3185826	0.11216527	0
3607857	0.11213192	0
3079672	0.11197194	0
3726797	0.11159415	0
3659911	0.11146932	2
1592146	0.11145509	0
3507637	0.111407734	0
3107963	0.11123185	0
3355823	0.11119447	0
2764080	0.11038765	0
3478744	0.11032995	0
3355839	0.11025602	0
3113834	0.11012118	2
3832747	0.1098151	0
3843569	0.10977278	0
3292461	0.109565735	0
3154793	0.10945338	0
3650563	0.10939379	0
1570363	0.10931153	0
3090422	0.10921888	0
3354857	0.10919933	2
3830293	0.10909186	2
3342720	0.10890367	2
2898655	0.108719885	0
3847236	0.10865308	0
3197536	0.108530305	0
2827067	0.10828531	0
3418177	0.107970364	0
2771894	0.10793136	0
3828374	0.10788212	0
3184472	0.10739013	0
3282643	0.107205264	0
3579950	0.107124746	0
3746221	0.10697664	0
3107954	0.10697599	0
3415690	0.1068672	0
2721631	0.106804274	0
3133471	0.10671293	0
2106505	0.10626949	0
3869914	0.10600818	0
3641488	0.10568949	0
2740136	0.10551422	0
3533608	0.10548428	0
3599931	0.10546967	0
3494865	0.10529829	2
3815348	0.10528105	0
3430894	0.10523067	0
2848063	0.10511981	0
1318453	0.10480918	0
2799065	0.104740694	0
3892961	0.10445319	0
3263571	0.10425533	0
3239842	0.10424729	0
3443665	0.10368751	0
2799413	0.10358333	1
3439671	0.10342658	0
3610110	0.103130735	0
3746778	0.103115894	0
3339687	0.10303949	0
3833481	0.10261667	0
2990862	0.10260542	0
3010678	0.10255028	2
2730288	0.1025347	0
3807791	0.10211328	0
3786656	0.101725854	0
2766380	0.101421416	0
2671824	0.10103292	0
3721020	0.10069861	0
3461353	0.10065332	0
3121437	0.100628905	0
3439763	0.10051363	0
2900049	0.10040558	0
3697308	0.10017745	0
3392820	0.10017453	0
3022201	0.100101285	0
3245898	0.10000225	0
2856385	0.099895544	0
2630939	0.0994981	0
3626556	0.09944908	1
3537269	0.09903867	0
2763723	0.098853655	0
3637529	0.098782234	0
3397348	0.09874583	0
3744751	0.09871848	0
3151601	0.09858302	0
3805018	0.09844978	0
3392233	0.09838504	0
2615347	0.098271064	0
3129120	0.09813609	0
3603019	0.097985856	0
3061212	0.097900055	0
3332360	0.097597726	0
2697383	0.0974277	0
1852683	0.09734173	0
2989378	0.097104676	1
3230027	0.097092584	2
3274710	0.09695312	0
3704734	0.09678482	0
3539526	0.09677661	2
3055886	0.096522704	0
2611960	0.096210845	0
3040617	0.09616573	0
3806032	0.09589099	0
3691770	0.095766194	0
3546917	0.09547047	0
3760297	0.09540646	0
3199411	0.095313355	0
3806915	0.09520269	0
2632656	0.09517245	0
3404967	0.09483602	0
2222163	0.09478722	0
1934376	0.094735004	0
3114951	0.09435119	0
111192	0.09427415	0
2686727	0.094207525	0
2613589	0.094142474	0
2804009	0.094092205	0
3719335	0.09403377	0
1192793	0.09402935	0
3158073	0.09401217	0
2607302	0.093742296	0
3577440	0.093129605	0
2906431	0.09309363	0
3166607	0.09307098	0
1216327	0.0929511	0
421736	0.09292843	0
416451	0.09289167	0
3702521	0.09275551	0
3611628	0.092725635	0
3835396	0.0926952	0
3877430	0.09239487	0
2233879	0.09232015	0
3514797	0.09222581	2
3354836	0.09189727	0
3302814	0.09158585	0
3799612	0.09143074	1
2740122	0.09137254	0
2768736	0.09131316	0
3427890	0.0912418	0
2778562	0.09119756	2
3836014	0.09103232	1
2626597	0.09101968	0
3616015	0.09101895	0
2992059	0.09077449	0
3700468	0.090722695	0
3016220	0.09054625	0
3073793	0.0904642	0
2137331	0.09034137	0
3212801	0.090340294	2
2825652	0.09023921	0
3699771	0.089886464	0
3028965	0.08967476	0
2951033	0.08965939	1
3663347	0.08951289	0
2877889	0.089412935	0
3807010	0.089256585	0
3079190	0.08922288	0
3389324	0.08913663	0
3581073	0.08890853	0
3088825	0.08880865	0
3283830	0.08863121	0
3078758	0.08856722	0
3576556	0.08838796	0
3510393	0.08819435	0
3565923	0.0878872	0
3750332	0.08788571	0
3658246	0.087726295	0
3069581	0.087721705	0
2925323	0.087697186	0
2730001	0.08766413	0
2901793	0.08762942	0
2929498	0.0873314	0
3267159	0.08732154	0
2769332	0.08723435	0
3625597	0.08700029	0
2129145	0.086965665	0
3750312	0.0868703	0
3616310	0.08686496	2
3658496	0.08669078	0
1796865	0.086314715	0
2666465	0.08617916	0
3135775	0.08617641	0
3841606	0.08614921	0
3700251	0.08599178	0
2107009	0.08596788	0
2798987	0.0859589	0
3599447	0.08576594	0
3789890	0.085680604	0
3720184	0.08550097	0
3181745	0.0853701	0
3390993	0.085111536	0
3621157	0.08495628	0
3395822	0.08492499	0
3179308	0.08467803	0
2872772	0.08461981	0
1481527	0.084610276	0
3877471	0.08448871	0
2671821	0.08447514	0
3829227	0.08444392	0
2797382	0.08438033	0
2844387	0.08420381	0
2899790	0.08415106	0
3363700	0.0836312	2
2976719	0.08353203	0
3617978	0.08351178	0
3095901	0.08347517	2
2390549	0.083259396	0
2855566	0.08324852	0
3519218	0.0828428	0
2699702	0.0827865	0
3555377	0.08277426	0
3173017	0.08249854	0
3560336	0.082175076	0
3680092	0.08212315	2
2778406	0.08206242	0
3565903	0.08182409	2
3872718	0.081810325	0
3830272	0.08176904	0
3776709	0.0815997	0
1553435	0.08144476	0
3401781	0.08139212	2
3632039	0.08137342	2
3459383	0.08123946	0
3196738	0.08108785	0
1044218	0.08069973	0
3086146	0.080486424	0
2701605	0.0802942	0
1382235	0.08018377	2
3592941	0.080100335	0
3737208	0.08006784	0
3517753	0.08004973	0
2871176	0.07996331	0
3388756	0.07996239	0
3044151	0.07980334	0
2741486	0.07978098	1
3052371	0.079571806	0
3405969	0.07933289	0
3670672	0.07931622	0
3114308	0.079298325	0
1637335	0.079235904	1
3094680	0.07918292	0
3277335	0.07914248	0
3709746	0.07910361	0
3715679	0.07893115	0
3833507	0.078724965	0
2654533	0.07825167	0
3338975	0.07812912	0
2773524	0.07795617	0
3593621	0.077948086	0
2944192	0.07790292	0
3599242	0.077515826	0
3857899	0.07751435	0
137602	0.07744217	0
3551905	0.0773915	0
2995798	0.077365465	0
2606813	0.077343814	0
3677638	0.07732602	0
2904792	0.07721217	0
3177794	0.07717562	0
2113352	0.07712766	0
2644292	0.07691993	0
3485136	0.07673633	0
3633019	0.07664053	0
3445650	0.076636076	0
2002479	0.076407485	0
2799322	0.07630744	0
2892075	0.07626074	0
3255500	0.07619931	0
317472	0.07607512	0
2742518	0.07604942	0
3546804	0.07589106	0
1934901	0.0758036	0
3541269	0.0758019	0
