pmcid	title	abstract	body	relevancy
3389875	1.4235682	1.8914125	4.022866	0
2442120	1.3983227	1.7579471	2.5108938	0
3657224	1.3774042	0.2062063	0.2062063	0
3325862	1.3091974	1.6995631	2.2783217	0
3437640	1.3062474	1.7503033	2.4660268	0
3570945	1.2971231	2.4262464	3.8792496	0
3041762	1.2961831	2.407478	3.7633765	0
3141698	1.2286464	1.5914664	2.056336	0
2856382	1.1862571	1.6539465	2.5861673	0
3269978	1.1466895	1.5963882	2.557869	0
2767137	1.1329951	1.7019325	3.8263607	0
3697219	1.1304247	1.7459745	2.7014966	0
3776547	1.1193421	1.4948776	2.682915	0
3337735	1.0717392	1.4695449	3.0607634	0
3411404	1.0511769	1.3323756	2.0033062	0
3014962	1.0465871	1.4443929	2.198764	0
2895205	0.95696586	1.5690753	2.2649398	0
2827428	0.95619214	1.2766999	2.5389478	0
3664483	0.94881576	0.0980282	2.0289392	0
3707746	0.92458546	2.058658	2.812063	0
2647932	0.85960346	1.1173145	0.043150146	0
3452297	0.55936044	0.7949935	0.031081352	0
3184713	0.35322383	0.35322383	3.2606957	0
3670525	0.3350224	2.3875155	3.629694	0
3108320	0.32364193	2.221902	4.192342	0
3290187	0.3052431	0.3052431	0.3052431	0
3371531	0.29284286	0.29284286	0.29284286	0
3860035	0.28942698	0.28942698	0.28942698	0
3876013	0.28890198	0.28890198	3.4499931	0
3817756	0.28508198	0.28508198	0.28508198	0
3533459	0.28419054	0.28419054	4.860695	0
2365968	0.27968282	2.854618	3.0325205	0
2840913	0.27398974	0.27398974	0.27398974	0
2873453	0.27311617	2.2526734	2.873424	0
2792863	0.27192608	0.27192608	3.172007	0
3132932	0.27123722	0.27123722	0.27123722	0
3229059	0.26755038	1.9256316	2.8476412	0
3447652	0.26623335	0.26623335	0.26623335	0
2739158	0.26442027	2.2143862	3.3040338	0
3778789	0.25952783	0.25952783	0.25952783	0
3555380	0.2572584	0.2572584	0.2572584	0
3810558	0.25681272	0.25681272	0.25681272	0
3417860	0.25513545	0.25513545	0.25513545	0
3877581	0.25503108	0.25503108	2.702053	0
3665880	0.25399068	0.25399068	0.25399068	0
3603123	0.25383508	0.25383508	0.25383508	0
3787617	0.25040838	1.9950838	3.125934	0
3853603	0.24899086	0.24899086	0.24899086	0
3500067	0.2473565	0.2473565	0.2473565	0
3401767	0.24093571	0.24093571	4.1082935	1
3101735	0.23899527	0.23899527	4.8327913	0
3145465	0.2356049	0.2356049	0.2356049	0
2939514	0.2340195	0.2340195	1.6898333	0
2453643	0.2325541	0.2325541	0.2325541	0
3443661	0.23249349	1.6594331	2.6544597	0
2851121	0.23247375	0.23247375	0.23247375	0
3853898	0.23199153	0.23199153	0.23199153	0
2852748	0.23000258	0.23000258	3.6019497	0
3529232	0.2281357	0.2281357	0.2281357	0
2856400	0.22794512	0.22794512	0.22794512	0
2914084	0.22733663	0.22733663	0.22733663	0
3881447	0.2272882	2.2955265	3.4820144	0
3032694	0.22728638	0.22728638	0.22728638	0
3635634	0.22696373	0.22696373	2.859187	0
3596912	0.22541374	0.22541374	0.22541374	0
3581257	0.22458237	0.22458237	0.22458237	2
2906497	0.22451136	2.1033747	3.3303685	0
3830836	0.22382283	2.2917724	0.22382283	0
