pmcid	title	abstract	body	relevancy
2515291	7.2241306	3.820547	2.9567654	1
2440380	6.9411325	4.7208915	3.565923	0
3118379	6.6338735	2.9457176	2.7214406	1
3363130	6.3125396	2.6956036	2.1551158	2
3019601	6.038121	0.29132238	1.3642362	1
3723742	4.9639735	2.4237597	2.1193643	0
2990091	2.8167274	1.2787222	0.013877387	0
3521943	0.7041969	0.7041969	1.7337443	1
2732778	0.6687541	0.6687541	2.0000305	2
3363120	0.6245463	0.6245463	0.6245463	1
3699850	0.59388125	0.59388125	0.59388125	1
3763110	0.59023476	0.59023476	0.59023476	1
3288944	0.58944094	0.58944094	0.58944094	2
3288934	0.58473927	0.58473927	0.58473927	2
3286741	0.5839018	0.5839018	0.5839018	1
3003207	0.57750195	3.8038213	3.319791	1
3175197	0.56098396	0.56098396	2.018556	1
3715496	0.5455853	0.5455853	1.412039	1
3513321	0.5439986	0.5439986	2.414065	2
3196709	0.5433629	0.5433629	0.5433629	1
3695091	0.5326028	0.5326028	2.239621	1
3698429	0.52963746	0.52963746	0.52963746	1
3412677	0.51578647	3.1832056	3.4335287	2
3715530	0.5041316	3.5782087	2.4673429	1
3437999	0.50244874	3.2204442	1.4559606	1
2912863	0.5008224	0.5008224	0.5008224	1
3363119	0.49799013	0.49799013	0.49799013	1
3782666	0.4902929	0.4902929	1.952243	1
3855836	0.48978153	0.48978153	1.3083999	1
3444435	0.48930869	0.48930869	1.4208688	1
3128257	0.4878618	0.4878618	1.2446914	1
3572313	0.482789	0.482789	0.482789	1
2760710	0.47323886	0.47323886	0.47323886	0
3750659	0.47291157	0.47291157	1.9666656	1
3206464	0.46951988	0.46951988	2.3354485	0
3404172	0.46410832	0.46410832	0.46410832	1
3188476	0.45591247	0.45591247	1.3619547	1
3844264	0.45090583	0.45090583	0.45090583	1
3493301	0.44562897	0.44562897	0.44562897	2
2980629	0.4437373	0.4437373	0.4437373	1
3626175	0.44304898	3.138681	2.3306801	1
3109311	0.43592638	0.43592638	1.498104	1
3326694	0.4296242	0.4296242	0.4296242	1
3804476	0.42933413	0.42933413	0.42933413	1
3423676	0.42848754	0.42848754	1.5438781	1
3584835	0.42675358	0.42675358	1.114509	1
3600188	0.4224299	0.4224299	2.0688665	1
2910034	0.4178612	0.4178612	0.4178612	0
2772987	0.41626862	0.41626862	0.41626862	2
2627450	0.41523403	0.41523403	0.41523403	1
3630305	0.4150821	0.4150821	0.4150821	1
3687862	0.4124574	0.4124574	2.1434243	1
3662099	0.41151482	0.41151482	0.41151482	0
3746052	0.41014543	3.1026213	1.5508573	2
3141699	0.4097889	0.4097889	0.4097889	1
3513841	0.40817016	0.40817016	0.40817016	1
2920711	0.40713784	0.40713784	0.40713784	1
2852697	0.40659693	0.40659693	0.40659693	1
3797929	0.40432706	3.018005	1.8933454	0
3493738	0.4032866	0.4032866	0.4032866	1
2719082	0.40327805	0.40327805	0.40327805	1
3124030	0.40128088	0.40128088	0.40128088	1
3405341	0.399954	0.399954	0.399954	1
2903953	0.39992127	0.39992127	2.198794	1
3694451	0.39841843	2.9437408	2.1481977	1
3474461	0.3978732	0.3978732	0.3978732	1
2040155	0.39706993	0.39706993	0.39706993	1
3005213	0.39478317	0.39478317	0.39478317	2
2768446	0.39126462	0.39126462	1.1539894	1
3521933	0.39023003	0.39023003	0.39023003	1
3666221	0.38886726	0.38886726	0.38886726	2
3584831	0.3870927	0.3870927	0.3870927	2
2862176	0.38145828	4.6364994	3.337218	1
3644489	0.37998813	0.37998813	0.37998813	1
3848546	0.3791702	0.3791702	0.3791702	1
3600192	0.37815464	0.37815464	2.8160322	1
3172658	0.37538368	4.569381	3.9444876	1
3848543	0.37440625	0.37440625	0.37440625	1
3401934	0.37111053	0.37111053	1.0181683	2
280655	0.37095988	0.37095988	0.37095988	1
3628258	0.37069073	0.37069073	0.37069073	1
3302104	0.3696384	0.3696384	0.3696384	1
3026616	0.36826274	0.36826274	0.36826274	1
2762046	0.36518145	0.36518145	1.0643848	2
3533100	0.36476058	0.36476058	0.36476058	1
2837058	0.36075494	0.36075494	1.3522133	1
3572815	0.359395	0.359395	0.359395	1
3365671	0.35829794	2.8017702	2.1432893	1
1079798	0.3580421	0.3580421	0.3580421	1
3437782	0.35774228	0.35774228	0.35774228	1
3015866	0.35686442	0.35686442	2.0730467	2
3303534	0.35533443	0.35533443	0.35533443	1
3600036	0.35393432	0.35393432	0.35393432	1
3806499	0.35334575	0.35334575	0.35334575	1
2741116	0.3526144	0.3526144	1.9428458	1
2423373	0.35251278	0.35251278	0.35251278	1
3098790	0.35158733	0.35158733	1.9980484	1
3176243	0.3496478	0.3496478	0.3496478	1
2876274	0.3495583	0.3495583	3.5608923	2
3324920	0.34827983	0.34827983	0.34827983	1
3286557	0.34649903	0.34649903	1.1488919	1
3678072	0.3457177	3.7575538	2.58172	1
2771154	0.3450279	0.3450279	1.5505027	1
3353298	0.34471205	0.34471205	0.34471205	2
3015910	0.34470382	0.34470382	2.0321674	0
419354	0.34448734	0.34448734	0.34448734	2
3341484	0.3441548	0.3441548	0.3441548	1
1626073	0.34397236	3.1879208	1.5448767	1
3733694	0.34340134	0.34340134	0.34340134	1
3697959	0.34261402	0.34261402	0.34261402	0
2905323	0.3416374	0.3416374	1.2688072	1
3226355	0.34114602	0.34114602	0.34114602	1
3646699	0.33880854	0.33880854	1.2155161	0
2409350	0.33876932	0.33876932	0.33876932	1
2990396	0.33758593	0.33758593	0.33758593	2
3243860	0.33745846	0.33745846	0.33745846	0
2840014	0.3351408	0.3351408	0.3351408	2
3512482	0.33499885	0.33499885	0.33499885	0
3367154	0.33405203	0.33405203	0.33405203	2
3523539	0.33161804	0.33161804	0.33161804	1
3123829	0.32870704	0.32870704	0.32870704	0
2760573	0.3286934	0.3286934	0.8903342	1
3141693	0.32833454	0.32833454	0.32833454	0
3661963	0.32736334	0.32736334	0.32736334	2
1386670	0.32561374	0.32561374	1.7652781	0
3584840	0.32557485	0.32557485	2.308812	1
3254205	0.32486287	3.69728	2.8065515	1
3359430	0.32461074	0.32461074	1.043676	1
3319995	0.32422522	0.32422522	1.2229515	1
3395314	0.32368168	0.32368168	0.32368168	2
3015657	0.32315361	2.6993318	2.0830634	1
2817804	0.3223228	0.3223228	0.3223228	2
3101231	0.32224384	2.7950814	2.8392453	1
3214684	0.32162058	0.32162058	0.32162058	0
3544271	0.31988642	0.31988642	0.31988642	0
3030791	0.3168606	0.3168606	0.3168606	2
3337865	0.31553963	0.31553963	1.2137834	1
3432824	0.31527212	2.9253886	3.6679642	1
3630304	0.31493863	0.31493863	0.31493863	1
3425978	0.31182805	0.31182805	0.31182805	1
3048199	0.31068465	0.31068465	1.633762	1
3015883	0.30965638	2.4667566	2.3225546	1
2777911	0.30917743	0.30917743	0.30917743	2
3630306	0.30774635	0.30774635	0.30774635	1
2850516	0.3075559	0.3075559	0.8704813	1
3877609	0.30714908	0.30714908	0.30714908	1
2527302	0.30640143	2.1669452	1.4166163	1
3518095	0.30504432	1.7306595	1.3556017	1
3281354	0.30425125	0.30425125	0.30425125	1
2359923	0.2986727	0.2986727	0.2986727	1
3649181	0.29769588	0.29769588	0.29769588	1
3235582	0.29571027	0.29571027	0.29571027	1
2988858	0.2954487	0.2954487	0.2954487	1
3001711	0.29507622	0.29507622	1.0331453	1
3797560	0.2938857	0.2938857	0.2938857	1
3414059	0.29323718	0.29323718	0.29323718	2
3288909	0.29275042	0.29275042	0.29275042	1
3224925	0.29264653	0.29264653	0.29264653	2
2914265	0.2917233	0.2917233	0.80365425	1
3353167	0.2914397	0.2914397	0.2914397	2
3048090	0.2908702	0.2908702	0.2908702	2
3680425	0.2907469	3.365718	2.684289	1
3230830	0.29070127	0.29070127	1.0754348	1
3407452	0.2905509	0.2905509	1.359406	2
3123296	0.29027537	0.29027537	0.29027537	0
1619718	0.28985426	0.28985426	0.28985426	1
3649645	0.2896849	3.6745152	2.5822296	1
3625595	0.2876472	4.789433	2.1100612	1
3782725	0.28705493	0.28705493	0.28705493	1
2691665	0.2866246	0.2866246	0.2866246	2
3731471	0.2864663	0.2864663	0.2864663	1
3881926	0.2858408	0.2858408	0.2858408	1
3365666	0.28548548	0.28548548	1.5057021	1
1374667	0.28477934	0.28477934	0.28477934	0
3698887	0.2840154	0.2840154	0.2840154	1
2925815	0.283668	2.438769	1.6774224	2
3388327	0.2833706	0.2833706	0.2833706	2
2828397	0.28224328	0.28224328	0.28224328	1
3257138	0.2815025	0.2815025	0.2815025	1
3597902	0.28140786	3.5264146	2.5734007	1
2386495	0.28035083	0.28035083	0.28035083	1
2688344	0.27992037	0.27992037	0.27992037	1
3130970	0.27878726	0.27878726	2.2636147	2
3070260	0.27864102	0.27864102	1.1277187	1
2359986	0.2780007	2.632219	0.2780007	0
3782665	0.27655274	0.27655274	0.27655274	1
3880905	0.27610013	0.27610013	0.27610013	1
3700488	0.27273673	2.9566245	2.0091994	1
3056415	0.27245677	0.27245677	0.27245677	1
3299364	0.27167925	0.27167925	0.27167925	1
2981839	0.269743	0.269743	0.269743	1
2876299	0.26930127	0.26930127	0.26930127	1
3083058	0.26812696	0.26812696	0.26812696	1
3481244	0.2672788	0.2672788	1.5874624	2
2726128	0.26525542	0.26525542	1.1412493	1
1847830	0.26457298	0.26457298	2.747603	0
3423677	0.26317644	0.26317644	0.26317644	2
3234125	0.2630593	0.2630593	0.2630593	2
2837291	0.26288605	0.26288605	0.26288605	1
2670000	0.2625666	0.2625666	2.0128279	1
3734930	0.26211357	0.26211357	0.26211357	1
3288939	0.262046	0.262046	0.262046	1
3335362	0.2597326	0.2597326	0.2597326	2
3535726	0.25921747	3.430677	2.6805675	1
3580935	0.25907555	0.25907555	0.25907555	1
3469395	0.25883335	0.25883335	0.25883335	0
1853078	0.25775152	0.25775152	0.25775152	1
2687766	0.25658184	0.25658184	0.25658184	1
3572359	0.25516424	3.846111	1.4553529	1
2797493	0.2537945	0.2537945	0.2537945	0
2736982	0.25334537	0.25334537	1.7139615	1
3890483	0.2527054	0.2527054	0.2527054	1
2627155	0.25244734	0.25244734	0.25244734	1
3531940	0.25159726	0.25159726	0.25159726	1
3797946	0.25041085	0.25041085	2.0768335	1
3782668	0.24955733	3.9292812	4.2189693	1
2988711	0.24864757	0.24864757	0.24864757	1
3234123	0.24790606	0.24790606	0.24790606	1
2818151	0.2478451	0.2478451	0.2478451	1
2876297	0.24664089	0.24664089	0.24664089	1
3288921	0.24635166	0.24635166	0.24635166	2
3666422	0.2460634	0.2460634	1.4193423	2
3201938	0.24571382	0.24571382	0.24571382	1
3304081	0.24489665	0.24489665	0.24489665	1
3180600	0.24437207	0.24437207	0.24437207	2
3095252	0.24359436	0.24359436	0.24359436	1
3746151	0.24321982	0.24321982	0.24321982	0
3623842	0.24305332	0.24305332	0.24305332	1
3223940	0.24285533	0.24285533	0.8314497	2
2324103	0.24251926	0.24251926	0.24251926	1
3371901	0.23976666	0.23976666	0.23976666	1
2394323	0.23864047	0.23864047	0.23864047	1
3515435	0.23584355	0.23584355	0.23584355	2
2259331	0.23443113	0.23443113	0.23443113	1
3731514	0.23360398	0.23360398	0.23360398	1
3475687	0.23311874	0.23311874	2.1347952	1
3011290	0.23257242	0.23257242	0.23257242	1
3056219	0.23253745	0.23253745	1.7438086	1
2791478	0.23237598	0.23237598	0.23237598	2
3417875	0.23215514	0.23215514	0.23215514	1
