pmcid	title	abstract	body	relevancy
3159367	4.152	0.19262783	2.0331655	0
3129533	3.560265	2.747977	1.8835347	0
3276782	3.5488672	1.9388251	1.8013664	0
3109763	3.4787586	2.4664927	0.21777153	0
3628477	3.4646785	0.19975075	1.7790068	0
3097618	3.464515	2.4749053	1.7255212	0
3152527	3.428681	1.8616368	1.4974214	2
2987954	3.4255767	2.1644719	1.494027	0
2981784	3.3741424	2.1829894	1.7372396	1
3042228	3.2445996	0.17087124	2.0212839	0
3806430	3.2391202	2.085708	1.5860355	0
1852545	3.1046553	1.3853409	1.423618	1
3485486	3.075861	2.215503	1.5297927	0
2790738	3.0446613	0.14171465	1.495648	0
2740151	2.8337195	2.1885219	1.387222	0
3123852	2.8025107	0.111655146	1.409563	0
2831875	2.4725022	1.2306426	1.1823217	0
3113281	2.3300164	0.13560452	1.4502987	0
3125363	2.1313777	1.551826	1.3175098	0
2791744	0.34242353	0.363414	0.37069148	0
3555597	0.32195833	0.34695584	2.245775	0
3796931	0.31472942	0.33790696	2.2964907	0
2850849	0.3047998	0.32724613	0.33339244	0
3485910	0.30089957	0.32426205	0.33026737	2
3619691	0.2938994	0.31671837	0.32258397	0
2672240	0.2884485	0.30613032	0.31226066	1
3859214	0.28402597	0.3014367	0.30747306	0
1852908	0.2830923	0.30394	1.931073	0
3243071	0.2797918	0.30039644	0.30603847	0
2820289	0.27923226	0.29979572	0.30542648	0
2329636	0.26855084	0.28832766	0.29374304	0
3487217	0.26511738	0.281369	0.2870035	0
3445230	0.26110902	0.2803378	0.2856031	0
2946039	0.2594408	0.27534443	2.0133576	0
1940253	0.25754645	0.2765129	0.28170636	0
3746454	0.25743985	2.183532	1.5133691	0
3751031	0.25331074	0.27196527	0.2770733	0
2637899	0.25178802	0.2703304	1.7310958	0
3698898	0.25155428	0.27030873	0.275085	0
2995798	0.25127593	3.0494916	1.7301272	0
3030029	0.2512419	2.8349588	1.9987059	1
3221195	0.24917519	0.26755998	0.27269232	0
2908659	0.24772342	0.26290876	0.2681736	0
2823742	0.2462061	0.2645618	0.26923653	0
3629350	0.24575093	0.26407272	0.2687388	0
3844222	0.24475442	0.2597578	0.2649595	0
3504246	0.24203552	0.2608277	1.775352	0
3498317	0.24152969	0.2602826	2.06357	2
3111561	0.24013981	0.25804326	1.842037	0
2572041	0.24004878	0.25476366	1.7305105	0
2739423	0.23987052	2.8220718	1.9855766	0
3482437	0.23943867	0.25710505	1.8865288	0
2630300	0.23875374	0.2563362	1.8952128	0
3276810	0.23862128	0.2564115	0.26094222	0
3180257	0.23681185	1.713043	1.883485	0
2823151	0.23442666	0.25169054	0.25641775	0
2994520	0.23373745	0.2509832	1.62614	0
1906743	0.23373488	2.681716	1.8894002	0
3015350	0.23368676	0.2508961	0.25560844	0
2672274	0.23351501	0.25164562	1.8434118	0
3872045	0.23350556	0.24781936	0.25278205	0
3504258	0.23305054	3.2158284	0.25579628	0
3542899	0.23303972	0.25023398	0.255034	0
1434765	0.23143584	2.8338587	1.9658211	0
2938427	0.23140663	0.2484804	0.25324675	0
2654868	0.23112543	2.614549	2.194223	0
3849315	0.23055737	2.1969686	1.6994302	0
3665183	0.23050952	2.2574296	2.0037816	0
3062131	0.23004332	0.24790439	0.25249556	0
3657909	0.22977257	0.24385756	0.2487409	0
2572045	0.22859168	0.24542582	0.2500354	0
1373644	0.22834401	0.24515991	0.24976449	0
3730144	0.22811012	0.24582109	0.25037366	0
3322183	0.22782667	2.9016314	2.0552783	0
3475120	0.22675513	0.2443609	0.24888644	0
2868875	0.22670572	2.0453198	1.6609906	0
3419694	0.22635381	0.24305479	0.24771708	0
3517480	0.22527422	0.24206936	0.24634665	0
3568877	0.22511981	0.23891959	0.24370404	0
2279110	0.22488622	0.24144751	1.7000358	0
3311450	0.22455911	0.24109626	2.0856304	0
3836946	0.22388566	0.24037321	0.2448879	0
3755437	0.2230755	0.2395034	0.24400173	0
3609955	0.22246525	0.23610228	1.5401753	0
1253520	0.22108904	0.23464172	0.23934048	0
2908830	0.22091416	0.23738421	0.24157873	0
3728482	0.22065976	0.23694062	0.24148563	0
2900082	0.2206285	0.23775858	0.24216186	0
2365945	0.2193178	1.9772749	1.7836572	0
2771992	0.21901307	0.23517244	2.070405	0
1618845	0.21901208	0.23517138	0.23968242	0
3364015	0.21887864	0.23502807	1.8627048	0
2780663	0.2188428	0.23515846	0.23931363	0
3424184	0.21856555	2.5630577	2.0189407	0
2588582	0.21796194	0.23404373	0.23853315	1
3843570	0.21776	2.0351415	0.23812953	0
3483330	0.21643119	0.22969836	0.23429815	0
3885791	0.21638466	0.23231983	1.8693062	0
3764963	0.21631631	0.22957645	1.8638519	0
3289218	0.21618019	0.23213051	0.23658323	0
2726542	0.21555017	2.2403502	1.8134665	0
2827156	0.21548177	2.4194984	1.8587687	0
