pmcid	title	abstract	body	relevancy
2440380	0.9571287	0.13847105	0.062418733	0
2515291	0.9062981	0.30361626	0.22225147	1
3019601	0.7902386	0.19744025	0.22805285	1
3363130	0.7658089	0.19550605	0.14402527	2
3118379	0.715771	0.16095315	0.09826398	1
3723742	0.54638016	0.08326171	0.046283733	0
3521943	0.44607136	0.47923768	0.53049	1
2990091	0.4238653	0.053759277	0.009665775	0
2732778	0.42362025	0.4551173	0.5083961	2
3363120	0.39358482	0.42416087	0.43500432	1
3699850	0.37638173	0.40249592	0.4132983	1
3763110	0.37388238	0.40168133	0.41155088	1
3288944	0.37356758	0.39948654	0.41020817	2
3286741	0.3700571	0.3957325	0.40635335	1
3288934	0.36656636	0.39723304	0.40685922	2
3003207	0.3658168	0.5039508	0.43712234	1
3175197	0.35485506	0.38037273	0.42616442	1
3196709	0.34419155	0.36978292	0.3788687	1
3715496	0.34382412	0.37053445	0.41510838	1
3513321	0.34282422	0.3694569	0.41340822	2
3695091	0.3373756	0.3624602	0.40425038	1
3698429	0.33202368	0.35980046	0.36851957	1
3412677	0.32334062	0.4522672	0.39293805	2
3715530	0.3177003	0.44883767	0.38377923	1
2912863	0.31724444	0.34083223	0.34920666	1
3437999	0.31663978	0.44763455	0.38254538	1
3363119	0.3156092	0.33750686	0.34656504	1
3128257	0.30903456	0.33201194	0.3709167	1
3782666	0.3089792	0.3329826	0.37392333	1
3855836	0.308657	0.3326353	0.3745	1
3444435	0.306742	0.3324038	0.37349144	1
3572313	0.3026549	0.32797477	0.33592263	1
2760710	0.29992267	0.32073197	0.32933992	0
3750659	0.2964629	0.3212647	0.36144856	1
3206464	0.29588827	0.31887463	0.35865086	0
3404172	0.29413605	0.31454387	0.32298574	1
3188476	0.28731295	0.30963314	0.3486466	1
3844264	0.28415778	0.30623287	0.31406158	1
3493301	0.2822823	0.30327058	0.31072208	2
3626175	0.28078935	0.39383036	0.3465818	1
2980629	0.2796402	0.30136433	0.3090686	1
3109311	0.27327725	0.2961394	0.33042562	1
3804476	0.27196038	0.29218122	0.29936028	1
3326694	0.27176237	0.2913049	0.29898474	1
3584835	0.27046186	0.28922713	0.32651955	1
3423676	0.27002993	0.2910075	0.33214965	1
3600188	0.26481643	0.28697076	0.32540882	1
2627450	0.26302874	0.28258547	0.28952876	1
3630305	0.26256365	0.28144464	0.28886455	1
2772987	0.26232967	0.282709	0.28993636	2
2910034	0.2619524	0.2838671	0.29074612	0
3687862	0.26140147	0.2795381	0.3206493	1
3141699	0.25971025	0.27772954	0.28518337	1
3513841	0.25868437	0.27663246	0.28405687	1
3662099	0.25797394	0.27955583	0.28633034	0
3746052	0.25711548	0.3697749	0.31900358	2
3797929	0.25611976	0.366257	0.3140304	0
3493738	0.2555893	0.27332267	0.28065825	1
2920711	0.25523007	0.2765824	0.28328484	1
2852697	0.25489098	0.27621493	0.2829085	1
3405341	0.25347722	0.271064	0.27833897	1
2903953	0.25297353	0.2711649	0.31135267	1
2719082	0.25281042	0.2739603	0.2805992	1
3694451	0.25250402	0.36503726	0.30713478	1
3474461	0.25215846	0.2696538	0.2768909	1
2040155	0.25164938	0.2691094	0.2763319	1
3124030	0.2515584	0.27260354	0.2792096	1
3005213	0.25020012	0.2675596	0.27474046	2
2768446	0.2474977	0.2652953	0.30229446	1
3521933	0.24731448	0.26447374	0.2715718	1
3666221	0.24506152	0.26409936	0.27085096	2
3584831	0.24485874	0.26246655	0.26938614	2
2862176	0.24163358	0.36019978	0.29190692	1
3848546	0.24030514	0.2569781	0.26387498	1
3600192	0.23831047	0.25682387	0.29495767	1
3644489	0.23821022	0.2581387	0.2643942	1
3172658	0.23778562	0.34873623	0.2894099	1
3628258	0.23493114	0.25123122	0.25797388	1
3401934	0.23474905	0.2516299	0.27838194	2
3848543	0.23471099	0.25434673	0.26051033	1
280655	0.23377639	0.25193754	0.2583782	1
3302104	0.23294361	0.25104007	0.25745782	1
3026616	0.2308597	0.2501732	0.2562357	1
3533100	0.23073234	0.24732435	0.25384474	1
2762046	0.23013486	0.24801312	0.28046998	2
2837058	0.2273453	0.24500687	0.27870658	1
3572815	0.22648828	0.24408324	0.25032312	1
3437782	0.22629283	0.24256562	0.24896054	1
3365671	0.22579694	0.32132643	0.27539352	1
1079798	0.22563568	0.24316444	0.24938083	1
3303534	0.22476977	0.240933	0.24728486	1
3600036	0.2238841	0.23998365	0.2463105	1
3015866	0.22371422	0.24242994	0.2764761	2
3806499	0.2235118	0.2395846	0.24590091	1
2741116	0.22336249	0.23996995	0.2725998	1
3098790	0.22156794	0.23878068	0.2754793	1
2423373	0.22098622	0.23947375	0.24527696	1
3176243	0.22034566	0.23746343	0.24353409	1
3324920	0.21948355	0.23653439	0.24258126	1
3286557	0.21918085	0.23494218	0.26680467	1
2876274	0.21913409	0.23746666	0.2828091	2
2771154	0.21866693	0.23383853	0.26751116	1
3353298	0.21805046	0.23373051	0.23989251	2
3733694	0.21752654	0.23370007	0.23944224	1
3015910	0.21723	0.23410574	0.27014598	0
3678072	0.21672645	0.34235993	0.26807392	1
2905323	0.21651813	0.23154067	0.2649732	1
3226355	0.21620671	0.23120764	0.23741288	1
419354	0.21595517	0.23402181	0.23969288	2
3697959	0.21591303	0.23268645	0.23863499	0
3341484	0.21574673	0.23379591	0.23946153	1
1626073	0.21563233	0.32548997	0.26678807	1
2409350	0.21429136	0.22970109	0.23575684	1
3243860	0.21266402	0.22918504	0.23504408	0
3646699	0.21239519	0.23016399	0.26298377	0
3512482	0.21231085	0.22704147	0.23313491	0
2840014	0.21229392	0.22807844	0.23368244	2
3367154	0.21171078	0.22639973	0.23247597	2
2990396	0.21162875	0.22933342	0.23489092	2
3523539	0.20898344	0.22521852	0.23097613	1
3123829	0.20792636	0.2228784	0.22875431	0
3141693	0.20769073	0.22262582	0.22849506	0
3661963	0.2070764	0.22196731	0.22781919	2
1386670	0.2063629	0.22068082	0.2564351	0
3584840	0.2062344	0.22156833	0.24918619	1
2760573	0.20605414	0.22329244	0.25553167	1
3254205	0.205887	0.31207016	0.2527461	1
3359430	0.20572722	0.22000106	0.25080746	1
3395314	0.20513842	0.21937138	0.22525898	2
3319995	0.20432451	0.22019768	0.25182912	1
2817804	0.20417437	0.21935518	0.22474486	2
3101231	0.20383802	0.31362388	0.25078195	1
3214684	0.20383218	0.21797453	0.22382464	0
3544271	0.20273313	0.2167992	0.22261776	0
3015657	0.2025813	0.31328237	0.25762838	1
3030791	0.20081544	0.21474847	0.220512	2
3630304	0.19959739	0.2134459	0.21917446	1
3337865	0.19885094	0.21429887	0.2454434	1
3432824	0.19868234	0.30267045	0.2483652	1
3048199	0.19579135	0.21100159	0.24498661	1
2777911	0.19557275	0.20963642	0.21516322	2
3425978	0.19548143	0.21183522	0.21696867	1
3015883	0.19514336	0.28838593	0.24962181	1
2850516	0.19491845	0.20844235	0.23824036	1
3877609	0.19428971	0.20826112	0.21375166	1
2527302	0.19408907	0.27806103	0.24152067	1
3630306	0.19292267	0.20906241	0.21412866	1
3281354	0.19282408	0.20620264	0.21173681	1
3518095	0.1912288	0.2583311	0.23138197	1
2359923	0.18892789	0.20251374	0.20785274	1
3235582	0.18731678	0.20124416	0.20618883	1
3001711	0.18700926	0.19998437	0.23107995	1
3649181	0.18662214	0.20223479	0.20713559	1
3797560	0.18625477	0.19917753	0.20452316	1
3414059	0.1857502	0.19956113	0.20446447	2
3288909	0.18544185	0.19922982	0.204125	1
2988858	0.1852134	0.2007082	0.205572	1
3224925	0.185116	0.19842772	0.20365901	2
2914265	0.184532	0.19780174	0.22514994	1
3230830	0.18414384	0.19783533	0.22690976	1
3680425	0.1839144	0.2797837	0.22790132	1
3353167	0.18270022	0.19798476	0.20278256	2
3649645	0.18255745	0.30890435	0.23505071	1
3048090	0.1823432	0.19759788	0.20238629	2
3625595	0.18230098	0.33879113	0.22854745	1
3407452	0.182143	0.19738095	0.22753058	2
3123296	0.18197031	0.19719379	0.20197242	0
3782725	0.18192564	0.19454806	0.19976944	1
1619718	0.18170632	0.19690773	0.20167944	1
3881926	0.18115617	0.1937252	0.19892448	1
3365666	0.18058622	0.19357221	0.2237729	1
2691665	0.17968169	0.19471371	0.19943224	2
3731471	0.17958243	0.19460614	0.19932206	1
1374667	0.179466	0.19340798	0.19835238	0
3388327	0.17924844	0.19213822	0.19720371	2
3698887	0.17898457	0.19288914	0.19782028	1
2828397	0.17887616	0.19128703	0.19642088	1
2925815	0.17876564	0.2693782	0.22764938	2
3257138	0.17740095	0.19118252	0.19607003	1
3597902	0.17734131	0.2746086	0.22040264	1
2386495	0.17733826	0.19009069	0.19510219	1
2688344	0.1773147	0.19049841	0.19517906	1
3130970	0.17634921	0.18903051	0.2188007	2
3070260	0.17625669	0.18893132	0.21333183	1
2359986	0.17618738	0.2801231	0.19346835	0
3782665	0.17518148	0.1882066	0.19283092	1
3880905	0.17464943	0.18720849	0.192144	1
3056415	0.17258689	0.1854191	0.18997493	1
3299364	0.17218107	0.18412738	0.18906908	1
3700488	0.17097554	0.27059442	0.21426162	1
2981839	0.17062818	0.18289807	0.18771994	1
2876299	0.17034876	0.18259858	0.18741255	1
3481244	0.16843727	0.1815225	0.20990549	2
2726128	0.16810983	0.17977369	0.20872967	1
3083058	0.16808572	0.18214764	0.18656164	1
3423677	0.16679227	0.1783647	0.18315172	2
1847830	0.16673209	0.17968485	0.20814176	0
3234125	0.16671802	0.1782853	0.18307021	2
2670000	0.16632202	0.17868839	0.20611049	1
2837291	0.16629076	0.17824875	0.18294805	1
3734930	0.16611867	0.17764437	0.18241207	1
3288939	0.16427365	0.17801663	0.18233053	1
3535726	0.16397016	0.2799915	0.21370777	1
3469395	0.16395721	0.17614776	0.18047582	0
3580935	0.16388041	0.17566507	0.18029626	1
1853078	0.16335413	0.174688	0.17937636	1
3335362	0.16282341	0.17644507	0.1807209	2
2687766	0.162303	0.17397423	0.17856082	1
3572359	0.1617144	0.2823877	0.20129383	1
2797493	0.16076535	0.17271858	0.17696238	0
2736982	0.16056167	0.17170179	0.19484437	1
2627155	0.15999252	0.17109315	0.17568505	1
3890483	0.15925322	0.17162497	0.17601247	1
3531940	0.15914996	0.17059445	0.17509195	1
3797946	0.15839946	0.16978998	0.20366262	1
3782668	0.15785958	0.26144	0.1972223	1
2988711	0.15758437	0.16851793	0.17304069	1
3234123	0.15703532	0.16871125	0.17285655	1
2876297	0.1562339	0.16785023	0.17197439	1
