pmcid	score	relevancy
2975006	0.5376085	0
3340973	0.53016	1
2740076	0.51133025	0
3846936	0.48931137	0
2740296	0.4887395	0
2546371	0.4855812	1
2783113	0.41878337	0
3431046	0.4173599	0
2365938	0.39849386	1
2546372	0.39516848	1
3295586	0.38807493	0
3542900	0.38262498	0
3888003	0.3801125	0
3110133	0.36496076	0
3789895	0.36262167	0
3738361	0.3625392	0
3015692	0.3618361	1
3310715	0.36085516	0
3596056	0.35661808	0
2644320	0.3555122	1
3015409	0.35261878	0
3113158	0.35020047	0
3676979	0.34557167	0
3319783	0.34207195	0
2467416	0.3387363	1
3649614	0.33555052	0
3551405	0.3310273	0
3555578	0.3286996	0
3639699	0.32624894	0
3277335	0.3250993	0
3073784	0.32416642	0
3445186	0.32359606	0
3267065	0.31811872	0
3072212	0.316854	0
3735569	0.31676686	0
3205519	0.31633517	0
2908659	0.31202334	0
3770034	0.31184456	0
2782170	0.3107079	0
3777195	0.31056595	0
2245959	0.31015027	1
3418028	0.3074354	0
3857979	0.30571765	0
3148888	0.30541226	0
3015475	0.30504495	0
3649187	0.2999807	0
2556668	0.29872602	0
3015416	0.2969025	0
3860047	0.2941142	0
2943109	0.29331747	0
3512262	0.2908415	0
2740171	0.28636718	1
3015710	0.28396103	0
3326831	0.28073728	0
3043579	0.27989933	0
2769404	0.27890366	0
2672280	0.27786273	0
1887519	0.27697435	0
2700233	0.27679124	0
3854998	0.27590194	0
2740088	0.27325326	0
2584009	0.27313298	0
2882051	0.27295476	0
3073785	0.27291912	0
3638532	0.27258292	0
3136068	0.27247036	0
3047846	0.27211106	0
3600265	0.2713975	0
3214511	0.2697387	0
3172631	0.2692961	0
2442045	0.26798472	1
2575197	0.26723468	1
3433555	0.26702896	0
2860420	0.2666059	0
3183543	0.2651814	1
2659845	0.26516703	1
3663309	0.2642749	0
3015652	0.2632721	0
3349988	0.26325247	0
1634861	0.26286557	0
3754418	0.26258716	0
3240924	0.261511	0
2784782	0.26063013	0
2980725	0.25996533	0
2878678	0.25965297	0
3096026	0.25941846	0
3043439	0.25917804	0
2311322	0.2587823	0
3515935	0.25795346	0
3629171	0.25722653	0
2478665	0.25654063	1
3817753	0.25635165	0
3711740	0.25620824	0
3409660	0.25436044	0
3681112	0.2543075	0
3524486	0.25420925	0
2766912	0.2539783	0
3234147	0.25323522	0
3299191	0.25313112	0
3830137	0.25216526	0
2992668	0.25170833	0
3539461	0.24948639	0
3420562	0.24867408	0
3845338	0.2480566	0
3649506	0.24768296	0
2726470	0.24729438	1
555568	0.2470563	0
2820289	0.24638481	0
3649153	0.24539763	0
3340971	0.24456485	0
2244600	0.2444285	0
2803886	0.24347872	0
3015535	0.24335204	2
3016127	0.2428911	0
3613818	0.24269497	0
