pmcid	score	relevancy
3766208	0.29258573	0
2891813	0.28514257	2
3665683	0.25441894	0
3224336	0.23434773	2
3281795	0.22862458	0
2892520	0.22157843	0
3481657	0.21830359	0
3656774	0.21732107	0
3395692	0.21726987	2
2799431	0.21624127	0
2823607	0.2143868	0
3579948	0.20776103	2
3593478	0.20563273	0
2865502	0.20220575	0
3826618	0.20065896	0
2082038	0.19911182	0
149387	0.19529757	0
3507524	0.19394387	0
2375955	0.1938348	0
2621393	0.19312781	2
3120733	0.19110565	0
3626683	0.19052799	0
3265282	0.19008367	0
516443	0.18914856	0
3830506	0.18822965	0
3271049	0.18658803	0
2589588	0.18599835	0
3848704	0.18583344	0
3849531	0.18564674	0
3120730	0.18541315	0
3618938	0.18480423	0
3161917	0.1843718	0
2684118	0.1840134	0
3183005	0.1836445	0
3123601	0.18334979	2
3751878	0.1815347	0
3849150	0.18151799	0
3776740	0.18143287	2
3272855	0.1813421	0
3342920	0.18134014	0
3118382	0.17962474	0
3381416	0.1794198	0
3375742	0.17873275	0
3710253	0.17826478	0
2653942	0.17792448	0
3026688	0.17791125	0
3002144	0.17770071	2
3702401	0.17735408	0
2949771	0.17699906	0
3161358	0.17650339	0
3558335	0.17609707	0
3877868	0.17594396	0
3117262	0.17584792	0
3748521	0.17535716	0
2604870	0.17448139	0
3439710	0.17378236	0
3175476	0.17373306	0
3453493	0.17244118	2
3435125	0.17242706	0
2671445	0.17208757	0
3517748	0.17204219	0
2671450	0.17178433	2
3346948	0.17167705	2
2702348	0.17139418	0
2982829	0.17130399	0
2799428	0.17098373	0
3375727	0.17083004	0
3372330	0.1707446	0
3503789	0.17044564	0
3874601	0.1691036	2
3730184	0.1690861	0
2570831	0.16868909	0
3056796	0.1685254	0
2781026	0.16844991	0
3140529	0.16827273	0
3659284	0.16817248	2
2600192	0.16812167	0
3323316	0.16805965	0
2988037	0.16804905	0
3216579	0.16801801	0
3552837	0.16771019	0
3642015	0.1668658	0
1533839	0.16636682	2
2806379	0.16588807	0
3511849	0.16537933	0
3810122	0.16515036	2
183856	0.16470449	0
3687872	0.16464163	0
3583333	0.16462599	0
1193983	0.16441692	0
3893441	0.16392656	0
2020466	0.16222492	2
2779263	0.16126463	0
3358243	0.16115767	0
3836463	0.16099785	0
3810741	0.1609176	0
3585968	0.16047865	0
3246692	0.16001207	0
3350381	0.1599592	0
3675062	0.15951096	0
3734097	0.15950955	0
2774292	0.15932742	0
3018393	0.15916675	0
2972306	0.15896526	0
3306380	0.15863754	0
2873527	0.15844448	0
2216010	0.15832682	0
1890276	0.15830882	0
2891814	0.15813878	0
3265291	0.15743251	0
2774335	0.1570817	0
2664785	0.1569892	0
3184285	0.15695646	0
3348951	0.15673524	2
3719243	0.15660156	2
3502175	0.15657365	0
1190209	0.15641667	2
2000886	0.1563461	0
2888569	0.1560745	0
2267805	0.15602997	0
3602177	0.15556733	0
2169253	0.15466556	2
2140183	0.15448141	0
1851625	0.15445486	0
2744702	0.15421663	0
3848715	0.15388218	0
2453297	0.15384673	0
3235890	0.15347688	0
2728505	0.15347372	0
3435346	0.15328386	0
3346987	0.15306406	0
1821033	0.15302701	0
2600369	0.15297115	0
3314185	0.15294331	0
1804270	0.15281719	0
3294539	0.1523396	2
3338396	0.15172109	0
1891728	0.15167043	0
2248176	0.15148424	0
2604876	0.1511304	0
3160431	0.15101571	0
3530431	0.15101379	0
3765867	0.15077159	2
3071276	0.15068121	2
535531	0.15019453	0
3649728	0.15004936	0
3415055	0.14973658	0
3329060	0.14959735	0
2662423	0.14949605	2
3375659	0.14934301	0
3816780	0.14902088	0
3723080	0.14898472	0
166171	0.14895745	0
2600164	0.1487105	0
1553454	0.1485797	0
3865641	0.14853066	0
1187919	0.14807934	0
3068910	0.14793538	0
3296639	0.14793003	0
2675534	0.14783686	0
2707618	0.14769962	0
3407697	0.14764924	0
1805504	0.14731728	2
2374889	0.14724715	0
3750723	0.14684254	0
1308854	0.1463337	2
3684522	0.14614946	0
3489857	0.14606814	0
3617122	0.14538494	0
3464154	0.14510177	0
3126754	0.14417084	0
3146439	0.14402366	0
1617124	0.14343375	0
2845865	0.14333345	0
2621421	0.14293607	2
3252260	0.1429328	0
3379929	0.14287467	0
1871595	0.14279763	0
2228308	0.14276809	0
3573078	0.14214699	0
3268102	0.14209506	2
3188497	0.14192545	0
3519522	0.14180006	0
3623624	0.14178832	0
3544600	0.14162283	0
3850502	0.14160924	0
1087872	0.14127792	0
549582	0.14086224	0
3322088	0.14075385	0
2442721	0.14061072	2
3161113	0.14050333	2
3499992	0.14023902	2
2835703	0.13994949	0
1373639	0.1397997	0
1434477	0.1396203	0
2277457	0.13884196	2
2829034	0.13881561	0
3612321	0.1387828	0
1592150	0.13864341	0
3108318	0.13849673	2
2989931	0.13838848	0
2910681	0.13822758	0
3849196	0.13811342	0
3877878	0.13796753	2
3878095	0.13783564	0
3291437	0.13767299	0
3275842	0.13690358	0
3328760	0.13690016	0
1851722	0.1367062	0
2268704	0.13635227	0
3306765	0.13613726	0
2633011	0.13611643	0
2699345	0.13603216	0
2671417	0.13602984	0
1941736	0.13558216	2
3578867	0.135558	0
3172227	0.1354168	0
3101166	0.1352952	0
2674465	0.13494198	0
2944152	0.13482764	0
3313928	0.13469528	0
2671419	0.13460334	0
3615808	0.13456453	0
3329036	0.13442306	2
3119932	0.1343983	0
3118160	0.13402681	0
270697	0.1338155	0
3520734	0.1335888	0
3519599	0.13338111	0
2723755	0.13276437	0
3032548	0.13267037	0
3024263	0.13247833	0
3426259	0.1324741	0
3878108	0.13243008	2
3848815	0.13228613	0
3392746	0.13207603	0
3438072	0.13189037	0
1949846	0.13176432	0
2500040	0.13172513	2
3445823	0.13143569	0
3708858	0.13036843	0
1891273	0.13018674	0
2971745	0.13017407	0
2254426	0.13016462	0
2567329	0.1299745	0
2062481	0.12986532	0
2589577	0.12954985	0
3636121	0.12947308	0
3852732	0.12936436	0
3673823	0.12924878	2
3340989	0.12911458	0
3141593	0.12878042	0
2821757	0.12855397	0
2837674	0.12852052	0
2759986	0.12850651	0
2048661	0.12819178	2
1851720	0.12807408	0
3199907	0.12790272	0
3308704	0.12786354	2
3695962	0.12758529	2
1240068	0.12744232	0
2607535	0.12737393	0
2604877	0.12710899	0
3581554	0.1271026	2
3364913	0.1271014	0
3032544	0.12664524	0
1950208	0.12656705	0
3031276	0.12626565	0
3391050	0.12622684	0
3570914	0.12526944	2
2515332	0.12525253	0
3071332	0.12512368	0
2851511	0.12498238	0
1182388	0.12498056	0
2771031	0.12496789	2
3472241	0.12492076	0
2821918	0.124774374	2
1277932	0.124629945	0
2917368	0.124397196	0
3468384	0.12427372	0
2630996	0.12393579	0
2646744	0.12393186	0
3850882	0.12370481	0
3035590	0.12370121	0
3206709	0.123435125	0
3598754	0.12332606	0
3404114	0.12317687	0
545196	0.123062685	2
2998527	0.12300861	0
3893378	0.12300407	0
3665546	0.12277464	0
3506506	0.12276841	0
3850681	0.12275346	0
2781133	0.12271208	0
3080380	0.12262877	0
3196926	0.12262635	0
2959067	0.12260269	0
3405476	0.12249378	0
3044847	0.12235806	0
3429466	0.121891804	0
3430652	0.12182775	0
2782321	0.121687636	0
3548719	0.12164455	0
1892136	0.12098119	0
3671406	0.11968313	0
2268701	0.11951452	0
1079879	0.11951056	0
3294930	0.119473554	2
2729312	0.11936351	0
2817784	0.119360924	0
3273905	0.11906685	0
3064892	0.118969426	2
3023723	0.118951745	0
2896902	0.1186765	0
1208942	0.118019655	0
3307479	0.11800882	0
3599886	0.11708169	0
3296698	0.11706481	0
3010999	0.11703842	2
3372351	0.11693109	0
3750572	0.116824985	0
3135563	0.116820075	0
