pmcid	score	relevancy
3880091	0.39039713	1
3708448	0.3682389	1
2811980	0.34235093	2
3570033	0.31965923	0
3262750	0.3088286	0
3639671	0.30112064	0
2811103	0.29893914	0
3487850	0.28970882	0
3575072	0.28027648	0
3266198	0.26775104	0
3527175	0.265932	2
3830061	0.26200858	0
3108084	0.2589965	0
3139154	0.25755006	0
3726751	0.2574734	0
3629863	0.25658664	0
3868168	0.25098833	1
3087163	0.25050062	1
2638813	0.25002226	2
3049671	0.24905752	0
3407125	0.24729179	0
2909944	0.24508971	0
3760049	0.24167943	0
3446186	0.24167284	0
2987916	0.24072127	0
2686868	0.23595588	2
2547099	0.2356015	2
3733895	0.23507106	0
3311149	0.23477115	1
3430626	0.23280212	1
3098999	0.23210533	0
2686928	0.22877058	1
3706610	0.22737426	0
2981767	0.22638488	0
3173907	0.22595657	0
2801848	0.22583635	0
2799634	0.2246504	0
3618043	0.22277759	0
3590346	0.22267841	0
3614464	0.22164617	0
3243642	0.22105242	0
3590348	0.22044972	0
3212896	0.2204134	0
3759024	0.22035354	0
2854356	0.2191664	2
3328441	0.21842712	0
3580793	0.21817467	0
2771986	0.21757196	0
2668559	0.21662886	2
3806272	0.21659555	0
3677000	0.21652012	0
3177789	0.21557978	1
3807715	0.21482049	1
3612492	0.21435334	0
2771270	0.21426655	0
2944799	0.2125329	1
2672188	0.2121876	2
2844408	0.21217406	1
3776212	0.20987292	0
3102242	0.20927125	0
3664367	0.20914887	2
3556847	0.20734581	0
3657200	0.207276	0
3551421	0.2062547	0
3689257	0.20572037	0
3531933	0.20544	0
3100676	0.20498186	1
3389871	0.2034133	1
3844859	0.20289436	0
3777834	0.20261116	1
2525487	0.20179564	0
3818844	0.20175105	1
3026935	0.20169918	2
3236994	0.2016832	0
2693862	0.201384	0
3400645	0.20122032	0
3853870	0.20111331	0
3851542	0.20071985	0
3340570	0.20020735	2
3308023	0.20004487	1
3317060	0.20004308	0
3506042	0.19920905	0
3682128	0.19916648	0
3597581	0.19903952	0
3326948	0.19879256	0
2914366	0.19856949	0
3359427	0.19843863	1
3622466	0.19750871	0
3170346	0.19711255	0
3562549	0.19673888	0
3777684	0.19614777	0
3403799	0.19603142	0
3315403	0.1950033	0
3569969	0.194529	0
3690350	0.19427408	1
2740332	0.19393651	0
3178148	0.19297083	1
3778266	0.19291714	0
3621765	0.19291422	0
3865260	0.19287166	0
3733998	0.1925303	0
3181851	0.1923529	0
3748791	0.19222426	0
3893443	0.19151214	0
3820572	0.1913181	0
3885624	0.19124645	0
3140201	0.19067962	0
3352852	0.19041385	0
3414089	0.19027972	1
3661458	0.18968876	0
3492760	0.18910882	0
3565772	0.18885547	0
3246471	0.18856639	0
3860463	0.18838392	0
