pmcid	title	abstract	body	relevancy
2700233	4.727867	0.19009867	0.19789	0
2467416	4.6533318	0.27602917	0.2880113	1
3681112	4.4721293	3.45078	2.9461372	0
3624641	3.6286714	0.12650138	2.4555604	0
2857854	3.5458574	2.6567144	2.616143	0
3543215	3.5253644	3.0802183	2.86837	0
2994118	3.5141358	3.423657	2.5811148	0
3600265	3.376935	4.070788	3.1902938	0
2662842	2.439595	2.4260225	2.2549431	0
2783065	2.4038305	2.290008	1.9610847	0
2855071	1.7664646	1.9704441	0.020981874	0
2975006	0.3951061	0.4245852	4.453918	0
2740076	0.39366636	4.766502	3.9946978	0
2740296	0.3856661	4.6574736	3.6366396	0
2365938	0.37506044	0.40298957	0.4193612	1
2546371	0.37265	4.9633446	4.1830764	1
3340973	0.36946023	3.9783142	3.9359329	1
3888003	0.3597159	0.3812116	0.3972083	0
3295586	0.35872516	0.38548985	0.40285316	0
3015692	0.3477305	0.36668795	0.38171688	1
3789895	0.34382182	0.3643677	0.3796576	0
3738361	0.34304735	0.36354697	0.37880248	0
3110133	0.3373537	0.36252382	0.37885273	0
3596056	0.33597413	0.36099267	0.37565815	0
2644320	0.33573735	0.36073825	0.37539345	1
3015409	0.3348317	0.3548404	0.36973053	0
2783113	0.3289368	0.35347894	3.3907368	0
3846936	0.32778603	0.34737366	3.2493765	0
3676979	0.3219091	0.3474603	0.3625432	0
3319783	0.31969565	0.34507114	0.3600503	0
3649614	0.31795302	0.33695307	0.35109258	0
3555578	0.3138327	0.33094215	0.34450603	0
3639699	0.31340903	0.33049542	0.34404093	0
3073784	0.31120914	0.32817557	0.34162602	0
3551405	0.3074866	0.33189297	0.3463001	0
3267065	0.30570894	0.3223755	0.33558825	0
3072212	0.3034546	0.31999826	0.3331136	0
3277335	0.30326253	0.3273337	0.3415429	0
3445186	0.29990438	0.32228035	0.33679658	0
3735569	0.29985046	0.31776878	0.33110324	0
3431046	0.29945645	4.2783313	3.963847	0
2546372	0.2975583	4.57556	3.620541	1
2908659	0.29712367	0.3133222	0.32616392	0
3205519	0.2960399	0.31953776	0.33340856	0
3770034	0.29598057	0.31366763	0.32683	0
2782170	0.29466277	0.31660503	0.32946727	0
3857979	0.29124433	0.30712232	0.31970993	0
3777195	0.29088923	0.31397822	0.3276077	0
3418028	0.28810406	0.31097198	0.32447097	0
2245959	0.28706923	0.3084876	0.32238257	1
3148888	0.28695247	0.30832058	0.32084623	0
3015475	0.28485274	0.3074626	0.32080925	0
3015416	0.28129238	0.29810166	0.31061086	0
3860047	0.28125006	0.29658318	0.30873883	0
3113158	0.2802928	0.30116504	3.3095994	0
3649187	0.27750516	0.29820994	0.31164202	0
2556668	0.27649796	0.29844466	0.31139982	0
2740171	0.2741695	0.28911662	0.30096623	1
3512262	0.271856	0.29343426	0.30617192	0
2943109	0.2707376	0.29093748	0.30404195	0
3542900	0.27012256	4.5254774	3.4992335	0
3310715	0.2696034	3.8142412	3.5649743	0
3015710	0.26767406	0.2876066	0.29929075	0
2672280	0.26459897	0.2790243	0.29046026	0
1887519	0.26240084	0.2780812	0.2897503	0
3326831	0.25937498	0.27872708	0.29128158	0
3136068	0.25897506	0.2730938	0.2842867	0
2882051	0.2574384	0.27787226	0.28993443	0
3214511	0.25724122	0.27126542	0.2823834	0
3854998	0.25710633	0.27751386	0.28956047	0
2740088	0.2557431	0.27604243	0.28802514	0
3638532	0.25460652	0.27481562	0.28674507	0
3047846	0.254111	0.2742808	0.28618705	0
3433555	0.2525947	0.2676891	0.27892208	0
3073785	0.2523461	0.27117378	0.28338805	0
2584009	0.2522928	0.2711165	0.2833282	0
3663309	0.25184855	0.2668984	0.2780982	0
2442045	0.25178778	0.27177313	0.28357053	1
1634861	0.25159037	0.2653065	0.27618027	0
3172631	0.25134984	0.27130044	0.28307733	0
3349988	0.25126332	0.26496163	0.27582124	0
3183543	0.2511238	0.2698239	0.28078562	1
2860420	0.25003478	0.269881	0.28159627	0
3015652	0.24959438	0.2681806	0.27907556	0
3754418	0.24928771	0.2641845	0.27527043	0
2784782	0.24897122	0.26254457	0.27330512	0
2575197	0.2479595	0.26645988	0.27846184	1
3043439	0.24732523	0.26080883	0.27149823	0
3629171	0.24623588	0.2596601	0.2703024	0
2980725	0.24562787	0.26030594	0.27122915	0
2659845	0.24558583	0.2639091	0.27579618	1
3711740	0.24393044	0.25722897	0.26777166	0
3096026	0.24322549	0.26253125	0.27392745	0
3524486	0.2420394	0.25650305	0.26726666	0
2478665	0.24083027	0.2599459	0.2712299	1
2878678	0.2403894	0.25832498	0.26996052	0
3409660	0.24007872	0.25795636	0.26843596	0
3830137	0.23820662	0.25594485	0.26634273	0
3420562	0.23800622	0.25098178	0.2612684	0
3539461	0.23718773	0.25136146	0.2619093	0
3817753	0.23687193	0.25454506	0.26601034	0
3649506	0.23465261	0.24867482	0.25910994	0
2766912	0.2345554	0.25205567	0.26340884	0
3234147	0.23430093	0.2517822	0.26312307	0
3299191	0.23416157	0.2516325	0.2629666	0
555568	0.23363608	0.24759758	0.2579875	0
3845338	0.23357126	0.25096428	0.26115984	0
2992668	0.23285472	0.25022814	0.261499	0
3340971	0.23209858	0.24596818	0.2562897	0
3649153	0.23111592	0.24832611	0.25841448	0
2726470	0.23005587	0.24831629	0.25909546	1
3879997	0.22994529	0.2424814	0.25241965	0
3613818	0.22950022	0.24771653	0.25846964	0
3350196	0.2293632	0.24306935	0.25326926	0
2820289	0.22844484	0.24657738	0.25728106	0
2803886	0.22831509	0.24643734	0.2571349	0
2906982	0.22772285	0.24013779	0.24997999	0
2244600	0.2266488	0.24463879	0.2552583	0
3015535	0.22583331	0.24268286	0.25361386	2
3113179	0.22484313	0.23710105	0.24681878	1
3016127	0.22428216	0.24101597	0.25187188	0
3711731	0.22368795	0.24034502	0.25010917	0
2966576	0.22338471	0.2411156	0.25158218	0
3840837	0.22336744	0.23671529	0.24664854	0
3094313	0.22289604	0.23952642	0.25031525	0
3711723	0.2220738	0.23534437	0.24522007	0
3160386	0.22111581	0.23432912	0.24416223	0
3796724	0.22101897	0.23750931	0.24820727	1
1948008	0.21783364	0.22970942	0.23912422	0
3825978	0.21751863	0.23051697	0.24019012	0
3715331	0.21692525	0.22875153	0.23812704	0
3016484	0.2160561	0.23214486	0.24157585	1
3617620	0.21583687	0.23296867	0.2430816	0
2988923	0.21562743	0.22738296	0.23670238	0
3200132	0.21544637	0.22832088	0.2379019	0
2894825	0.21530452	0.22817056	0.23774526	0
1618827	0.21515505	0.22688483	0.23618384	0
3521816	0.21472426	0.23074493	0.2411382	0
