pmcid	title	abstract	body	relevancy
3389875	7.3559723	3.9065475	2.581318	0
3437640	7.002908	3.6235056	2.259206	0
3657224	6.8159633	0.20730737	0.20730737	0
3570945	6.736708	3.8156648	2.391133	0
2856382	6.367991	3.4218278	2.0719688	0
2442120	6.3121457	3.5542598	2.294229	0
3325862	6.286648	3.5094528	2.2355306	0
3697219	6.2046385	3.4336157	2.1646354	0
3041762	6.0915494	3.6252484	2.3046098	0
2767137	5.8395157	3.3428102	2.270874	0
3141698	5.7584767	3.2548425	2.0841315	0
3269978	5.668391	3.324907	2.0413551	0
3776547	5.595747	2.9932628	1.9730653	0
3337735	5.522754	3.0292048	1.9385909	0
3411404	5.501203	2.8012533	1.8363343	0
3014962	5.4930496	2.9995008	1.8326408	0
2895205	5.19644	3.160668	1.8823817	0
3707746	5.013459	3.1684732	1.9160813	0
3664483	4.902439	0.09731809	1.6706755	0
2827428	4.865232	2.643038	1.6817678	0
2647932	4.2149253	2.2497346	0.044579685	0
3452297	3.0309281	1.6787766	0.03194353	0
3184713	0.36117357	0.36117357	2.7331898	0
3670525	0.3357628	4.581573	2.9318986	0
3108320	0.32617965	4.2492137	2.808824	0
3290187	0.31235963	0.31235963	0.31235963	0
3371531	0.29982588	0.29982588	0.29982588	0
3876013	0.29315796	0.29315796	2.7910972	0
3533459	0.29019082	0.29019082	2.918702	0
3860035	0.290177	0.290177	0.290177	0
3817756	0.28756124	0.28756124	0.28756124	0
2365968	0.28075394	4.3750825	2.6289785	0
2840913	0.2784106	0.2784106	0.2784106	0
2873453	0.27671194	4.3911405	2.7901978	0
3132932	0.27579042	0.27579042	0.27579042	0
3229059	0.2731717	3.8330147	2.4068525	0
2792863	0.2717191	0.2717191	2.6356032	0
3447652	0.2661975	0.2661975	0.2661975	0
2739158	0.265935	4.462899	2.777435	0
3778789	0.26331395	0.26331395	0.26331395	0
3555380	0.26118967	0.26118967	0.26118967	0
3417860	0.25762567	0.25762567	0.25762567	0
3665880	0.2568842	0.2568842	0.2568842	0
3810558	0.25679132	0.25679132	0.25679132	0
3877581	0.25586462	0.25586462	2.7343094	0
3787617	0.25396335	3.9264035	2.4678774	0
3853603	0.25222805	0.25222805	0.25222805	0
3603123	0.252151	0.252151	0.252151	0
3500067	0.25092906	0.25092906	0.25092906	0
3401767	0.2402642	0.2402642	2.9188852	1
2939514	0.23868427	0.23868427	2.7606332	0
3101735	0.23801816	0.23801816	2.7550135	0
3145465	0.23656902	0.23656902	0.23656902	0
3443661	0.23656553	3.3236556	2.2121692	0
3853898	0.23587388	0.23587388	0.23587388	0
3529232	0.23571488	0.23571488	0.23571488	0
2851121	0.2351714	0.2351714	0.2351714	0
2852748	0.23423104	0.23423104	2.676849	0
2453643	0.23374051	0.23374051	0.23374051	0
3635634	0.23352359	0.23352359	2.2052662	0
3032694	0.2295467	0.2295467	0.2295467	0
2856400	0.22929484	0.22929484	0.22929484	0
2906497	0.22863734	4.2874103	2.7752323	0
3881447	0.22725968	4.4573402	2.9032905	0
3108543	0.2269513	0.2269513	0.2269513	0
3294399	0.22585163	0.22585163	2.6933331	0
3481419	0.22578579	3.7213044	2.3775074	0
3109836	0.22499286	0.22499286	0.22499286	0
3878479	0.2240135	0.2240135	2.6604187	0
3524676	0.22393358	4.02094	2.4922504	0
3596912	0.2232221	0.2232221	0.2232221	0
3665879	0.22282737	0.22282737	0.22282737	0
3830836	0.22282188	4.452533	0.22282188	0
3581257	0.22212107	0.22212107	0.22212107	2
2847699	0.22182213	0.22182213	0.22182213	0
2914084	0.2217029	0.2217029	0.2217029	0
3783730	0.22149266	0.22149266	0.22149266	0
3320538	0.22019349	0.22019349	0.22019349	0
2829622	0.21977907	0.21977907	2.7285206	0
2933896	0.21952641	0.21952641	0.21952641	0
3889310	0.21899867	3.9118738	2.745713	0
3248587	0.21861018	3.8778403	2.3477552	0
3752477	0.21836902	0.21836902	2.6909215	0
3199417	0.21771577	0.21771577	0.21771577	0
3679696	0.21764787	3.827234	2.5003333	0
3700494	0.21722168	3.974315	2.3595624	0
2740090	0.21717934	0.21717934	2.347538	0
3821110	0.2170724	0.2170724	2.727192	0
3097544	0.21683685	0.21683685	0.21683685	0
3191848	0.21576077	0.21576077	0.21576077	0
3296298	0.21558493	0.21558493	0.21558493	0
3696247	0.21466619	0.21466619	0.21466619	0
3299326	0.21384369	3.6639013	0.21384369	0
3479950	0.2124476	0.2124476	0.2124476	0
3514192	0.21023141	3.9277005	2.553122	0
3420376	0.21011029	4.0828757	2.4756563	0
3419122	0.21001993	3.3482156	1.971324	0
3371528	0.2090171	0.2090171	0.2090171	0
2929622	0.20863613	0.20863613	0.20863613	0
2763732	0.20709614	0.20709614	0.20709614	0
3227237	0.2052447	0.2052447	2.3558996	0
2775875	0.20520905	0.20520905	0.20520905	0
2697592	0.20492725	0.20492725	0.20492725	0
3401135	0.20480597	3.4682746	2.1974964	0
3519250	0.20392936	0.20392936	0.20392936	0
2700617	0.2036201	0.2036201	0.2036201	0
3789905	0.20271567	0.20271567	2.191673	0
3047986	0.20257257	0.20257257	0.20257257	1
2840896	0.20252371	0.20252371	0.20252371	0
3684080	0.20241079	3.8281157	2.3432705	0
3830833	0.20078377	0.20078377	0.20078377	0
3253404	0.20075163	0.20075163	0.20075163	0
2834752	0.20021075	0.20021075	0.20021075	0
2782212	0.19833474	0.19833474	0.19833474	0
2919991	0.19828916	0.19828916	0.19828916	0
2784587	0.19813299	0.19813299	0.19813299	0
3770039	0.19726993	0.19726993	0.19726993	0
2733971	0.19702758	0.19702758	0.19702758	0
3505767	0.1938322	0.1938322	2.3519046	0
3094681	0.1933907	3.9093294	2.5748925	0
3267056	0.1929358	0.1929358	0.1929358	0
3390118	0.19149108	0.19149108	2.2976828	0
3382416	0.191381	0.191381	0.191381	0
3699953	0.19081411	0.19081411	2.4017744	0
3749113	0.19058552	0.19058552	0.19058552	0
2561009	0.19019707	0.19019707	2.507823	0
3745119	0.18989414	0.18989414	0.18989414	0
2729302	0.18961556	0.18961556	0.18961556	0
3749590	0.18950787	0.18950787	0.18950787	0
3375150	0.18895638	0.18895638	0.18895638	0
3152183	0.18848757	0.18848757	0.18848757	1
3326847	0.18841387	3.7705295	0.18841387	0
3679987	0.18793587	3.8779871	2.5934696	0
3443649	0.18775521	2.9849925	1.9713948	0
3509389	0.18750739	3.6244826	2.2654994	0
1586213	0.18746005	0.18746005	0.18746005	0
3503277	0.18706834	0.18706834	0.18706834	0
3713307	0.186305	0.186305	2.493709	0
3555379	0.18620148	0.18620148	0.18620148	0
2740183	0.18610552	0.18610552	0.18610552	0
3046560	0.18571973	0.18571973	2.4526007	0
2412891	0.18571708	0.18571708	0.18571708	0
3760298	0.18541789	0.18541789	2.122966	0
3818773	0.18437035	0.18437035	0.18437035	0
3665244	0.18359953	0.18359953	2.3225782	0
2740182	0.18278559	0.18278559	0.18278559	0
3324737	0.182688	0.182688	0.182688	0
3447825	0.18267164	0.18267164	0.18267164	0
3012837	0.18176416	0.18176416	0.18176416	0
3560943	0.18144268	0.18144268	0.18144268	0
3696248	0.18123825	0.18123825	2.5616353	0
3607930	0.18078068	0.18078068	0.18078068	0
2859477	0.18003893	0.18003893	0.18003893	0
3713321	0.17994621	3.694635	2.4409778	0
3499307	0.17969808	3.7301939	2.4200325	0
2740343	0.1795366	3.2602904	2.0895796	1
3759774	0.17938125	0.17938125	2.1692467	0
3657222	0.17934476	0.17934476	0.17934476	0
3839833	0.17871478	0.17871478	0.17871478	0
2827062	0.17845276	3.6929922	2.4725869	0
3730144	0.1775864	0.1775864	0.1775864	0
3329004	0.1768703	0.1768703	0.1768703	0
3385316	0.17661674	0.17661674	0.17661674	0
3459610	0.17651874	0.17651874	0.17651874	0
3199427	0.17519335	0.17519335	0.17519335	0
3834720	0.17497894	0.17497894	0.17497894	0
2923782	0.17464426	0.17464426	0.17464426	0
2442424	0.17435548	0.17435548	0.17435548	0
3276783	0.1739893	0.1739893	0.1739893	0
1959239	0.17356561	0.17356561	0.17356561	0
3052714	0.1734533	0.1734533	0.1734533	2
3479949	0.17296606	0.17296606	2.4556105	0
3051127	0.17279908	0.17279908	0.17279908	0
3808107	0.17190771	0.17190771	0.17190771	0
3394864	0.17181203	3.3481207	2.1078484	0
3030027	0.17160374	3.7535477	2.4669137	0
2838226	0.17145488	0.17145488	0.17145488	0
2596792	0.17039998	0.17039998	0.17039998	0
2999614	0.16967097	3.6833322	2.3167686	0
3611060	0.16943967	0.16943967	0.16943967	0
2994881	0.1693066	0.1693066	2.2215667	0
2329656	0.16925114	3.3994439	0.16925114	0
3778233	0.16906543	0.16906543	2.677518	0
2767145	0.168738	0.168738	0.168738	0
3665865	0.16856724	0.16856724	0.16856724	1
3632172	0.16839403	0.16839403	1.8118486	1
3573796	0.16787826	3.7479403	2.4098532	0
3147088	0.1677636	0.1677636	0.1677636	0
2248288	0.16775192	0.16775192	0.16775192	0
3752475	0.1675021	0.1675021	0.1675021	0
3495385	0.16749248	0.16749248	0.16749248	0
3884177	0.16735868	0.16735868	2.490705	0
3411405	0.16731557	0.16731557	0.16731557	0
3236134	0.16724238	0.16724238	0.16724238	0
3520703	0.16715778	0.16715778	0.16715778	0
3225573	0.16711202	3.7527564	2.3416111	0
3541700	0.16705549	3.817141	2.4089482	0
3298220	0.1666236	0.1666236	0.1666236	0
3522317	0.16636372	0.16636372	2.5919585	0
3056362	0.16630243	0.16630243	0.16630243	0
3806357	0.1660745	0.1660745	0.1660745	1
2992207	0.16607347	0.16607347	2.0497518	0
3663388	0.16603775	0.16603775	0.16603775	0
3378935	0.16557634	0.16557634	0.16557634	0
2800872	0.16533065	0.16533065	0.16533065	0
3724890	0.16481623	0.16481623	0.16481623	0
3662920	0.16468278	3.3401992	2.2072816	0
