pmcid	score	relevancy
2975006	0.38014656	0
3340973	0.37487972	1
2740076	0.36156505	0
3846936	0.34599534	0
2740296	0.345591	0
2546371	0.34335774	1
2783113	0.29612452	0
3431046	0.295118	0
2365938	0.2817777	1
2546372	0.27942634	1
3295586	0.27441043	0
3542900	0.27055672	0
3888003	0.2687801	0
3110133	0.2580662	0
3789895	0.25641224	0
3738361	0.2563539	0
3015692	0.25585678	1
3310715	0.2551631	0
3596056	0.25216708	0
2644320	0.2513851	1
3015409	0.2493391	0
3113158	0.24762914	0
3676979	0.24435607	0
3319783	0.24188139	0
2467416	0.23952273	1
3649614	0.23727006	0
3551405	0.23407164	0
3555578	0.23242572	0
3639699	0.23069285	0
3277335	0.22987992	0
3073784	0.22922027	0
3445186	0.22881696	0
3267065	0.2249439	0
3072212	0.22404963	0
3735569	0.22398797	0
3205519	0.22368276	0
2908659	0.22063382	0
3770034	0.22050738	0
2782170	0.21970366	0
3777195	0.21960327	0
2245959	0.21930934	1
3418028	0.21738964	0
3857979	0.216175	0
3148888	0.21595909	0
3015475	0.21569934	0
3649187	0.21211837	0
2556668	0.21123117	0
3015416	0.20994177	0
3860047	0.20797016	0
2943109	0.20740673	0
3512262	0.20565599	0
2740171	0.20249218	1
3015710	0.20079076	0
3326831	0.19851121	0
3043579	0.1979187	0
2769404	0.19721466	0
2672280	0.1964786	0
1887519	0.19585043	0
2700233	0.19572096	0
3854998	0.19509214	0
2740088	0.19321921	0
2584009	0.19313417	0
2882051	0.19300815	0
3073785	0.19298294	0
3638532	0.19274521	0
3136068	0.19266567	0
3047846	0.19241157	0
3600265	0.19190702	0
3214511	0.19073404	0
3172631	0.19042109	0
2442045	0.1894938	1
2575197	0.18896346	1
3433555	0.18881798	0
2860420	0.18851885	0
3183543	0.18751158	1
2659845	0.1875014	1
3663309	0.18687056	0
3015652	0.18616152	0
3349988	0.1861476	0
1634861	0.18587403	0
3754418	0.18567714	0
3240924	0.18491617	0
2784782	0.18429333	0
2980725	0.18382323	0
2878678	0.18360236	0
3096026	0.18343654	0
3043439	0.18326657	0
2311322	0.1829867	0
3515935	0.18240063	0
3629171	0.18188663	0
2478665	0.18140161	1
3817753	0.18126798	0
3711740	0.18116656	0
3409660	0.17986	0
3681112	0.17982258	0
3524486	0.17975308	0
2766912	0.17958976	0
3234147	0.17906433	0
3299191	0.17899072	0
3830137	0.17830777	0
2992668	0.17798464	0
3539461	0.1764135	0
3420562	0.17583913	0
3845338	0.1754025	0
3649506	0.17513828	0
2726470	0.17486352	1
555568	0.17469516	0
2820289	0.17422037	0
3649153	0.17352235	0
3340971	0.17293344	0
2244600	0.17283705	0
2803886	0.17216545	0
3015535	0.17207587	2
3016127	0.17174993	0
3613818	0.17161125	0
3350196	0.1715785	0
3094313	0.17028926	0
3745864	0.1701581	0
2906982	0.17003585	0
3879997	0.16923657	0
3796724	0.16885383	1
2966576	0.16877513	0
3711731	0.16708937	0
3113179	0.16593578	1
3840837	0.16590777	0
3555203	0.16512306	0
3711723	0.1647056	0
3521816	0.16459136	0
3617620	0.16412997	0
2170446	0.16406493	0
3160386	0.16367997	0
3825978	0.16170762	0
3016484	0.16140826	1
1948008	0.16140056	0
3200132	0.16128947	0
2894825	0.16085134	0
3715331	0.16068709	0
2277416	0.16050458	0
2292492	0.15987323	0
3113180	0.159588	0
3573785	0.15937881	0
3468117	0.15918352	0
1618827	0.15914375	0
2988923	0.15880054	0
2857854	0.15877782	0
3771803	0.15874384	0
3307215	0.1580366	0
3418018	0.15802881	0
2687673	0.15770502	0
2736155	0.15761401	1
3015397	0.15600212	0
3015684	0.15553342	1
3073806	0.15550302	0
3529464	0.15460002	0
3101356	0.15436408	0
3543215	0.15411201	0
3015265	0.15393256	0
3015379	0.15389219	0
3841536	0.1537432	0
3649157	0.15340404	0
3177411	0.15320037	0
3819678	0.15298702	0
3711736	0.15279299	0
2834661	0.15267669	0
2605737	0.15254773	0
1526710	0.15184624	0
3218128	0.15111265	0
3047773	0.15072928	0
2809463	0.15071392	0
3560724	0.150492	0
3023755	0.15048632	0
2804735	0.15007955	0
3307086	0.15005885	0
3542894	0.15004967	0
3635469	0.14998502	0
3214684	0.14992318	0
3381485	0.1497184	0
2783087	0.14834285	0
3575664	0.14801715	0
3484318	0.14800638	0
3261406	0.1479962	2
3874942	0.14794965	0
3630710	0.14762254	2
2769450	0.14757545	0
3016797	0.14753744	0
3890398	0.14724444	0
2702963	0.14594705	0
2769446	0.14497803	0
3512256	0.14496133	0
2994118	0.14464253	0
3658221	0.14460222	0
3649509	0.14442028	0
2630321	0.14418182	0
3729991	0.14417885	2
3410771	0.14377195	0
3725448	0.1427537	0
2820006	0.14270757	0
2116997	0.14202611	0
2779295	0.1416963	0
3693109	0.14142768	0
3015668	0.14117031	2
3016819	0.14084157	0
3809370	0.14054908	0
3465003	0.1401247	0
3363056	0.1400246	0
2556666	0.13936463	0
3480933	0.13922304	0
3492044	0.13888992	0
2615010	0.13852707	0
3015288	0.13849749	0
3600218	0.13798499	0
2936677	0.13751101	0
3635130	0.13703388	0
2926877	0.13688219	0
3038627	0.13667093	0
3259020	0.13658388	0
3731624	0.13602583	0
1925058	0.13600448	0
3336915	0.13470721	0
3714045	0.13453835	0
3015275	0.13427292	2
3206858	0.13427147	0
3213015	0.13421561	0
2821651	0.13399853	2
149382	0.13363105	0
3273785	0.13294992	0
3158108	0.13291226	0
3032707	0.13230726	0
3432358	0.13214548	0
3712003	0.13211459	0
3015161	0.13157265	0
3876522	0.13128532	0
3855073	0.13085838	0
3015501	0.13078831	0
3503734	0.12938732	0
3015272	0.12900674	1
2799961	0.12880766	0
3469333	0.1286372	0
3204677	0.12797695	0
3852808	0.12784635	0
2634770	0.12778157	0
2702911	0.12691575	0
3852632	0.12689619	0
3259374	0.12639393	0
3268705	0.12626094	0
3015685	0.12603137	0
3870869	0.12549806	2
3713330	0.12534583	0
2778945	0.12449546	0
3411373	0.12413488	0
3085233	0.12402482	0
3355033	0.12153018	0
3624641	0.121350795	0
3054432	0.12040075	0
3659885	0.12007329	0
3469372	0.120016366	0
3180666	0.11992954	0
3539107	0.11983356	0
2831897	0.11976701	0
2820011	0.11943952	0
3662749	0.119166106	0
3398111	0.11897168	0
3225467	0.11869631	0
3444896	0.11860968	0
3673574	0.1177638	2
2637256	0.117514305	0
3016128	0.117465	0
3097618	0.11739566	0
3015953	0.11725104	0
1904453	0.117006734	0
3015465	0.11688769	0
3663692	0.116298266	0
2803824	0.1157404	0
2784516	0.11567664	0
3783786	0.11563754	2
3542893	0.115155935	0
3806710	0.114921495	0
3816040	0.1148708	0
2827045	0.11416246	0
2533016	0.11374157	0
2526417	0.11337749	0
3295377	0.11331403	0
2628084	0.112674184	0
3312202	0.11241891	0
3134680	0.11216969	0
3198695	0.11201065	0
3516949	0.112005115	0
3639802	0.11192178	0
3433556	0.111697614	0
3227160	0.11123253	0
3016022	0.11112131	0
3625558	0.11087835	2
3259112	0.110838726	0
2850845	0.11062514	0
2909170	0.1101027	0
3015359	0.11008255	2
2709968	0.10992135	0
3872586	0.10989759	0
2967700	0.10986548	0
3627155	0.10981947	2
2174501	0.109678626	0
2684974	0.10941136	0
2908657	0.10910554	0
2726540	0.10881054	0
2804729	0.1085576	0
3601004	0.10850594	0
3043404	0.10813741	0
3409885	0.10773335	0
3599969	0.10747117	0
2700229	0.106828816	0
3789899	0.10671608	0
3073917	0.10584537	0
2910374	0.105511464	0
2562359	0.10537837	1
2783137	0.105293386	0
3576789	0.10529001	0
3145881	0.10513828	0
3335596	0.10463061	0
3657428	0.10453986	0
3433566	0.10436446	0
2475515	0.10424889	0
2662842	0.10395733	0
1940304	0.10367164	0
3418007	0.10266596	0
2533303	0.10248321	0
3146002	0.10238027	0
2964038	0.10199572	0
2978453	0.101857156	0
3891987	0.101733826	2
3389664	0.101676725	0
3368113	0.10153517	0
2719756	0.10137951	0
3352193	0.10119318	0
3122099	0.10080083	0
3522331	0.09994783	0
2893317	0.099247456	0
3030794	0.09902662	2
1581458	0.09866485	0
2702939	0.098530054	0
3350059	0.09844897	0
3015967	0.09825511	1
3679720	0.097904734	0
3113206	0.097878054	0
2503992	0.097534485	0
3585698	0.09734607	0
2765939	0.09685126	0
2778823	0.096600756	0
3887995	0.096478164	0
3015230	0.096271135	0
3860072	0.09594336	0
3341635	0.09580518	0
3760701	0.0951385	0
2640347	0.09480993	0
2806879	0.09477736	0
3015500	0.094722174	0
3855217	0.094692044	0
2740316	0.09450191	0
2672256	0.09442334	0
3339102	0.09419669	0
3565923	0.09408617	0
3016825	0.09406304	2
3209998	0.093874	0
3304263	0.09382736	0
3711739	0.0936732	0
3180599	0.09348441	0
3031281	0.09319627	0
3389942	0.09306459	0
3259399	0.09302199	0
2726496	0.092938155	0
2117014	0.092606954	0
2396178	0.09238761	0
3128041	0.09228078	0
3031185	0.09222784	0
3556879	0.09146181	0
3015595	0.09113693	0
3829784	0.09097293	0
2702819	0.09047198	0
3198609	0.09045425	0
2967696	0.09044929	0
2702886	0.08926617	0
3819693	0.08908785	0
3642644	0.088779435	0
2117004	0.08875235	0
3191386	0.08834703	2
2912801	0.088222384	0
3172722	0.088194765	0
3764364	0.08805093	0
2572606	0.08794628	0
2988864	0.08771122	0
3349817	0.087232694	0
3854545	0.08691494	0
3704406	0.086883925	0
3215995	0.08647895	0
3552364	0.0862299	0
3418006	0.08576533	0
2569193	0.08515404	0
3318885	0.08481226	0
3713290	0.08476634	0
3878531	0.08466516	0
3075172	0.084563464	0
3376344	0.08433971	0
3590547	0.084174484	0
3666183	0.08404316	0
2972760	0.083462454	0
3791356	0.083180465	0
3618055	0.08296672	0
3560560	0.08289975	0
3891414	0.082566544	0
2588582	0.08255099	0
2998004	0.08237541	2
2886876	0.08175429	0
2784508	0.08151062	0
3032221	0.081446424	0
3160575	0.08116735	0
3016470	0.080880955	2
2796990	0.08056682	0
3015229	0.08051145	1
3336885	0.08047929	0
3113191	0.080408484	0
3629350	0.08032003	0
3551488	0.08027225	0
3016836	0.08018245	0
3314562	0.08003248	0
3229021	0.079996504	0
3502286	0.0797508	0
2992067	0.07970882	0
2783065	0.07966766	0
3729989	0.07924124	2
3161456	0.0786801	0
2803950	0.07865578	0
2627994	0.078546524	0
2438318	0.078378804	0
3151403	0.07836657	0
2576766	0.07835926	0
2479080	0.07835926	0
3017973	0.07822691	2
1964782	0.07813695	0
3003213	0.07799781	0
3152915	0.077484585	0
2740321	0.07742207	0
2799065	0.076501995	0
3163221	0.07620565	0
3437809	0.07613968	0
3046008	0.07575245	0
3083058	0.0757341	0
3015534	0.0755101	0
2998026	0.075418964	2
3711721	0.07537619	0
3460151	0.07529843	0
2769453	0.07517177	0
2687910	0.07505087	0
2876857	0.07496997	0
3800710	0.07466007	0
3657920	0.074483275	0
3493829	0.07430516	0
2699222	0.074090846	0
3500067	0.07402828	0
3533144	0.073827915	0
2843129	0.07378319	0
1894807	0.073719576	0
3129103	0.07364828	0
2718204	0.073539674	0
2323012	0.0735129	0
2940929	0.073283575	0
3015604	0.07287095	0
3423063	0.0727929	0
1403776	0.07271815	0
2412892	0.072630465	0
2627183	0.07245423	0
2613894	0.07214424	0
2635350	0.072083525	0
3236146	0.071984574	0
1459264	0.07193613	0
3877957	0.07075859	0
2615009	0.070660815	0
3485110	0.070281625	0
3337867	0.070235424	0
2794249	0.06994729	0
3480841	0.06983921	0
2584083	0.06963277	0
3577455	0.06955824	0
3651279	0.069398746	0
3409899	0.06890198	0
3003224	0.068674825	0
2234421	0.06865287	0
3285058	0.06805518	0
2531081	0.06793548	0
115203	0.06776719	0
2596112	0.067696124	0
3488033	0.06670292	0
2740323	0.066664144	0
3524367	0.0666593	0
3545734	0.066574104	0
1242259	0.06627549	0
2276505	0.06606387	0
3757910	0.065736055	0
3133514	0.065482646	0
3298780	0.06543839	0
3015564	0.065399304	0
2687602	0.065215245	0
2795859	0.06515417	0
3437059	0.0648279	0
2816793	0.06478667	0
3714051	0.06470601	0
2642515	0.0645484	0
2803845	0.064375564	0
3015793	0.06435298	2
3388350	0.06415008	0
3485276	0.0639595	0
1322224	0.06361678	0
3299162	0.06355026	0
2769305	0.06340242	0
2702983	0.063350104	0
2954310	0.06296489	0
3015968	0.06289354	0
3695790	0.062364165	0
2905518	0.062137526	0
3809165	0.06124407	0
3036636	0.061184723	0
3004409	0.061179385	0
3851743	0.06112597	0
