rank, pmcid, score
1, 3728525, 0.5610357
2, 3833481, 0.5436366
3, 2929428, 0.51297486
4, 3201001, 0.5010882
5, 3716027, 0.48873168
6, 2927734, 0.461312
7, 3660277, 0.44371727
8, 3144462, 0.4388709
9, 3630944, 0.43073392
10, 3552828, 0.43006712
11, 2769310, 0.41751552
12, 2639567, 0.4141911
13, 2711054, 0.41234034
14, 3185253, 0.41232616
15, 3546181, 0.39688465
16, 2687594, 0.3853446
17, 3851743, 0.37799963
18, 2630042, 0.3728091
19, 3309207, 0.37277755
20, 3277043, 0.36949354
21, 2740017, 0.36909756
22, 3853387, 0.3673501
23, 3298200, 0.3599755
24, 3473978, 0.3594811
25, 2604469, 0.35808936
26, 2825516, 0.35760862
27, 2507716, 0.35496578
28, 2829571, 0.35088176
29, 3098861, 0.34371367
30, 3133010, 0.34235066
31, 3265240, 0.33673933
32, 2546416, 0.33423737
33, 3825950, 0.3334526
34, 3866701, 0.32841167
35, 3715368, 0.32730585
36, 3043403, 0.326279
37, 3438429, 0.32508558
38, 2040141, 0.32407343
39, 3166818, 0.31999505
40, 3563473, 0.31941316
41, 3144482, 0.31920743
42, 1513152, 0.31682187
43, 3850722, 0.31628478
44, 3829227, 0.31432196
45, 3591023, 0.31183648
46, 1440852, 0.30899408
47, 2915602, 0.30770656
48, 3398906, 0.30504683
49, 57816, 0.30490556
50, 3389030, 0.30473667
51, 2756566, 0.3024132
52, 3086328, 0.30175197
53, 3075199, 0.30169028
54, 3134382, 0.3007504
55, 3158109, 0.3001312
56, 3087163, 0.29896227
57, 3040585, 0.29784402
58, 2575197, 0.2965042
59, 3843011, 0.29544896
60, 2855448, 0.29431388
61, 3260746, 0.29377013
62, 3670442, 0.29307628
63, 3309209, 0.29264507
64, 3648814, 0.29253438
65, 3507127, 0.29178008
66, 2630044, 0.29134157
67, 3730149, 0.29118374
68, 3792504, 0.29046556
69, 2799065, 0.29024255
70, 3868095, 0.2901813
71, 3015473, 0.28982076
72, 2865605, 0.2897446
73, 2780610, 0.2896245
74, 3715978, 0.28882203
75, 3438093, 0.28836948
76, 3555757, 0.28594604
77, 3833581, 0.2851856
78, 3440124, 0.2851662
79, 3074312, 0.28489223
80, 2599784, 0.28462976
81, 2996186, 0.28462183
82, 3371554, 0.28455904
83, 3424874, 0.2833418
84, 1257651, 0.28230265
85, 113753, 0.2819712
86, 2769473, 0.2807538
87, 3459787, 0.28056043
88, 2867996, 0.2804827
89, 3264052, 0.28022912
90, 3171154, 0.27932718
91, 3253728, 0.27898428
92, 3713288, 0.27821687
93, 2702887, 0.2777783
94, 3833552, 0.27758124
95, 3713306, 0.27734816
96, 3388350, 0.27732214
97, 3705694, 0.2771897
98, 3217610, 0.27679396
99, 2629480, 0.2758109
100, 2706419, 0.2755677
