rank, pmcid, score
1, 3502786, 0.74118406
2, 3493829, 0.72089463
3, 2791738, 0.66666853
4, 2693868, 0.6609013
5, 3480933, 0.6181972
6, 3430087, 0.55885726
7, 3097809, 0.5417121
8, 3424659, 0.52735007
9, 3205779, 0.5258572
10, 2938513, 0.5175096
11, 3873172, 0.5114752
12, 3350117, 0.50598365
13, 3821232, 0.5034239
14, 2908657, 0.49618477
15, 2809077, 0.48424357
16, 3866077, 0.4812505
17, 3713583, 0.48026922
18, 3539596, 0.47931936
19, 3261489, 0.47161207
20, 2737761, 0.46539786
21, 3575620, 0.46382114
22, 2941598, 0.46224096
23, 3047835, 0.45763883
24, 3676995, 0.45426378
25, 3016127, 0.45349845
26, 3027107, 0.44579402
27, 3163653, 0.4408723
28, 3760260, 0.42999902
29, 3796410, 0.42812175
30, 3236393, 0.42808262
31, 2779315, 0.42180187
32, 3148597, 0.41908082
33, 3629711, 0.41404745
34, 3679720, 0.41023543
35, 3600218, 0.40798828
36, 2799065, 0.4071776
37, 3348525, 0.40707022
38, 3589611, 0.40598202
39, 2931379, 0.4058802
40, 2873451, 0.4052843
41, 2615036, 0.4012431
42, 3411373, 0.39939758
43, 2967696, 0.3986053
44, 2782204, 0.39675164
45, 3651717, 0.3959537
46, 3003679, 0.39549
47, 3551405, 0.39503992
48, 3304256, 0.39427218
49, 3573030, 0.39328617
50, 2672301, 0.39242628
51, 3655492, 0.3890928
52, 3662738, 0.38765118
53, 3719271, 0.38690862
54, 3236407, 0.3856525
55, 3874942, 0.38545275
56, 3514368, 0.384522
57, 3019596, 0.38255346
58, 2098769, 0.38132262
59, 3493842, 0.3792917
60, 3407432, 0.37920594
61, 3016819, 0.3770101
62, 3859019, 0.37650308
63, 3888003, 0.37513945
64, 3205541, 0.37473714
65, 3015230, 0.37300003
66, 3085068, 0.3725249
67, 3424655, 0.37163213
68, 3377126, 0.3683435
69, 3614378, 0.36794162
70, 3628469, 0.36736605
71, 3785158, 0.3657569
72, 3639707, 0.36537194
73, 3389893, 0.36430007
74, 3285529, 0.36319536
75, 3283058, 0.36218378
76, 3097768, 0.36051866
77, 3376497, 0.3593319
78, 2850845, 0.3589785
79, 3784138, 0.35681906
80, 2794498, 0.35586074
81, 3073784, 0.35435966
82, 2821393, 0.3507825
83, 3711740, 0.34952423
84, 3853387, 0.34907505
85, 2596792, 0.34818766
86, 3102012, 0.34660205
87, 3195536, 0.3458531
88, 3135046, 0.3453182
89, 2890912, 0.34240466
90, 3335664, 0.34235218
91, 3603023, 0.341745
92, 3432328, 0.34168863
93, 3618104, 0.34094778
94, 3400924, 0.34075734
95, 2672283, 0.340215
96, 3046009, 0.33825442
97, 3102586, 0.33444363
98, 2262910, 0.33424422
99, 3015819, 0.33406264
100, 3809346, 0.3323377
