rank, pmcid, score
1, 2929215, 0.6215708
2, 3555032, 0.59274334
3, 3276006, 0.5741496
4, 3785150, 0.54291254
5, 3785158, 0.5301159
6, 3700249, 0.50680274
7, 2766835, 0.43822393
8, 2721728, 0.42005244
9, 2605606, 0.4149488
10, 3258682, 0.40738484
11, 3500688, 0.4026367
12, 3693610, 0.3837347
13, 3438813, 0.37222344
14, 3677008, 0.37177354
15, 3567117, 0.36640894
16, 2682451, 0.3605593
17, 3401754, 0.3599883
18, 2685263, 0.35922462
19, 3549483, 0.35855126
20, 3371951, 0.35285705
21, 3258717, 0.34631163
22, 3138408, 0.34539375
23, 2248794, 0.3402606
24, 555556, 0.3397372
25, 3258815, 0.3396242
26, 3644205, 0.3278901
27, 3853474, 0.32639763
28, 3471409, 0.3243428
29, 3596848, 0.32379022
30, 2700075, 0.323711
31, 3663438, 0.32022315
32, 2669865, 0.31755373
33, 3603256, 0.3146099
34, 3437962, 0.31396872
35, 3849144, 0.31378186
36, 3537269, 0.31334284
37, 2633203, 0.3119148
38, 3155346, 0.3087151
39, 2974929, 0.30694112
40, 2001222, 0.2951728
41, 1388220, 0.29476395
42, 2777212, 0.29346952
43, 3488989, 0.2929168
44, 3765577, 0.29271263
45, 3814528, 0.28903344
46, 2998805, 0.28874257
47, 3507610, 0.28798017
48, 2797382, 0.28763565
49, 2909081, 0.28239673
50, 3131127, 0.2809981
51, 2762178, 0.2800591
52, 3229620, 0.2787648
53, 3425152, 0.27858207
54, 3531417, 0.278581
55, 3026135, 0.2784091
56, 3785394, 0.27781248
57, 3122509, 0.27778697
58, 2957171, 0.27721325
59, 2705820, 0.27648404
60, 2801491, 0.27283466
61, 3433777, 0.2726285
62, 3263750, 0.27226764
63, 3663165, 0.27138764
64, 2685230, 0.26980177
65, 3687478, 0.2663252
66, 2931762, 0.2654049
67, 3671015, 0.26447883
68, 1971401, 0.26436195
69, 2964488, 0.26399264
70, 3739750, 0.2636119
71, 2592808, 0.26335466
72, 3272835, 0.26326734
73, 3001730, 0.26256466
74, 2797384, 0.2620201
75, 3331829, 0.2601523
76, 2797985, 0.25968003
77, 3463995, 0.25915
78, 3135263, 0.256736
79, 3136198, 0.25555065
80, 2758596, 0.25552917
81, 3011326, 0.25502038
82, 3349544, 0.2523855
83, 3657072, 0.24963477
84, 3888623, 0.24944553
85, 1924518, 0.24932681
86, 3796667, 0.24889067
87, 2682397, 0.24817714
88, 2951124, 0.2479495
89, 2686338, 0.24772319
90, 3215648, 0.24686156
91, 3833586, 0.24632886
92, 3796212, 0.2455399
93, 1592148, 0.24550863
94, 3853387, 0.2454495
95, 3124316, 0.24531057
96, 1784082, 0.24418443
97, 3552988, 0.24410883
98, 3258779, 0.24180675
99, 3169776, 0.24083537
100, 3632158, 0.2407056
