rank, pmcid, score
1, 3789898, 0.4859404
2, 3658867, 0.3834379
3, 3572695, 0.37303728
4, 3833587, 0.37273294
5, 3521621, 0.37218964
6, 3619046, 0.37136972
7, 3780548, 0.36959872
8, 3209594, 0.36247706
9, 2740235, 0.36187357
10, 3434906, 0.34813082
11, 2631494, 0.34608197
12, 2710973, 0.33628696
13, 3133999, 0.32726952
14, 3346266, 0.3260567
15, 3086328, 0.32237983
16, 2045103, 0.3198494
17, 2906497, 0.31563953
18, 3160001, 0.31007776
19, 3108775, 0.3065081
20, 3599449, 0.3047909
21, 3065056, 0.2984859
22, 3373975, 0.29320374
23, 3641938, 0.28641647
24, 3888922, 0.2864033
25, 3678691, 0.28536236
26, 3566391, 0.28524762
27, 2892692, 0.2819276
28, 2691651, 0.2763921
29, 3336249, 0.27361488
30, 2706419, 0.27344263
31, 3587677, 0.2724724
32, 3575960, 0.2703554
33, 3851743, 0.26800114
34, 2895179, 0.2640521
35, 3542889, 0.26188147
36, 2911602, 0.25480518
37, 3598820, 0.25454557
38, 3150839, 0.25365788
39, 3420585, 0.25263056
40, 3437617, 0.25244883
41, 3253728, 0.25131837
42, 2726558, 0.2504177
43, 2621382, 0.24871407
44, 3658657, 0.2469474
45, 2737801, 0.24536386
46, 2737755, 0.24458887
47, 3495893, 0.24432327
48, 2740237, 0.24427018
49, 1824728, 0.24407831
50, 2914369, 0.24378496
51, 3309242, 0.24036185
52, 3836946, 0.24018575
53, 2694293, 0.23971629
54, 2629964, 0.23871101
55, 3806682, 0.23817469
56, 3590500, 0.2380514
57, 3327834, 0.2361524
58, 2769473, 0.23521969
59, 3011101, 0.2344728
60, 2891799, 0.2336634
61, 2888329, 0.2336573
62, 2769345, 0.23280269
63, 3170356, 0.23261255
64, 3556421, 0.23257984
65, 3833581, 0.23010212
66, 3471248, 0.22998513
67, 3328892, 0.22897138
68, 3277481, 0.22870716
69, 3345222, 0.22826748
70, 1373644, 0.22750394
71, 2908657, 0.22578351
72, 3097588, 0.2256276
73, 419368, 0.22517708
74, 3423408, 0.22504725
75, 3359437, 0.22437143
76, 1994028, 0.22376464
77, 3542899, 0.22248955
78, 3087163, 0.22227025
79, 3411184, 0.22187193
80, 3833481, 0.22029667
81, 3002912, 0.21980964
82, 2988895, 0.21947351
83, 3057263, 0.21824811
84, 2790126, 0.21787633
85, 3400884, 0.21734849
86, 2899024, 0.21682797
87, 3298200, 0.2167626
88, 3587675, 0.21674374
89, 2769310, 0.21642475
90, 2799065, 0.21604063
91, 2733972, 0.21602087
92, 3830293, 0.21595693
93, 2776374, 0.21588908
94, 3600221, 0.21581584
95, 2412892, 0.21530098
96, 3515923, 0.21512432
97, 2850870, 0.2150393
98, 3401160, 0.21497549
99, 2630300, 0.2148904
100, 3141696, 0.2143112
