rank, pmcid, score
1, 2964467, 0.004554477
2, 3829971, 0.004102562
3, 3388299, 0.00354906
4, 3385662, 0.0034787853
5, 2763853, 0.0033979372
6, 3799519, 0.0033865576
7, 2790707, 0.0033855168
8, 3544181, 0.0033166367
9, 2766835, 0.0032171386
10, 2099293, 0.00308696
11, 2408577, 0.0030004242
12, 2918562, 0.0028928446
13, 1281267, 0.002755169
14, 3823346, 0.0027296166
15, 2837145, 0.0026809261
16, 3208374, 0.0026109335
17, 3584982, 0.0026070205
18, 2669560, 0.0025754157
19, 2719731, 0.002571206
20, 3620522, 0.0025554302
21, 3485663, 0.002484172
22, 3671552, 0.0024751937
23, 3696047, 0.0024747772
24, 2867784, 0.0024459711
25, 3694466, 0.0024026914
26, 2989165, 0.0024001908
27, 2694321, 0.002379814
28, 3297654, 0.0023633318
29, 3173190, 0.0023627752
30, 3657148, 0.0023569018
31, 2633362, 0.0023551765
32, 3432386, 0.0023551744
33, 2582819, 0.0023414334
34, 3544685, 0.0023337489
35, 3866255, 0.002311734
36, 1940096, 0.002269911
37, 3202015, 0.002262337
38, 3279691, 0.0022546202
39, 2910676, 0.0022457796
40, 2777846, 0.0022399337
41, 2819788, 0.0022396427
42, 2791917, 0.0022064652
43, 2222163, 0.0021923133
44, 3283058, 0.0021911534
45, 3230406, 0.0021900458
46, 3773973, 0.002179543
47, 3118104, 0.0021751006
48, 3785158, 0.0021489079
49, 3178816, 0.0021460508
50, 2928104, 0.0021135379
51, 1832137, 0.0020934166
52, 3788037, 0.0020933496
53, 3345936, 0.002087578
54, 3745841, 0.0020813097
55, 3091340, 0.0020628576
56, 113745, 0.0020472792
57, 1920553, 0.002028875
58, 1810242, 0.0020286608
59, 2490678, 0.002028613
60, 2760554, 0.0020176696
61, 3507610, 0.0020120584
62, 2861844, 0.002004326
63, 3293728, 0.001985429
64, 2860488, 0.0019837492
65, 3500052, 0.0019801266
66, 1884144, 0.0019791955
67, 3548737, 0.0019716797
68, 3049145, 0.0019665863
69, 2396464, 0.0019636587
70, 2596503, 0.001959041
71, 2845572, 0.0019454993
72, 2940890, 0.0019440823
73, 3549474, 0.0019369503
74, 3776934, 0.0019367847
75, 2898054, 0.0019271788
76, 3826869, 0.0019270421
77, 3346733, 0.0019234215
78, 3488388, 0.0019211113
79, 3151451, 0.0019080648
80, 3055965, 0.0019075512
81, 3470993, 0.0019033417
82, 3599371, 0.0019025139
83, 3037316, 0.0018943866
84, 3458291, 0.0018892179
85, 2975997, 0.0018864542
86, 3577432, 0.0018863339
87, 2918849, 0.0018850252
88, 3449181, 0.0018840939
89, 3784275, 0.001873825
90, 2329860, 0.0018735543
91, 2703756, 0.0018693913
92, 2915811, 0.0018680246
93, 2911590, 0.0018632576
94, 3526536, 0.0018581208
95, 1524741, 0.0018466393
96, 2089066, 0.0018355877
97, 3265006, 0.0018315451
98, 3132720, 0.0018271942
99, 3674915, 0.0018175349
100, 1851707, 0.0018170798
