rank, pmcid, score
1, 3233529, 0.01270665
2, 2902403, 0.012389202
3, 1277833, 0.012025576
4, 3481653, 0.011568617
5, 2464582, 0.011526439
6, 3223928, 0.011514816
7, 2989328, 0.011404119
8, 1413549, 0.011211148
9, 3123219, 0.011037777
10, 3526528, 0.010686818
11, 2774533, 0.0106319515
12, 3600016, 0.010479208
13, 2760496, 0.010161569
14, 2974995, 0.00967366
15, 3429028, 0.0096704895
16, 2740255, 0.009629371
17, 3172202, 0.0092509985
18, 3437733, 0.008945006
19, 3415124, 0.008868952
20, 2600145, 0.008613173
21, 3022524, 0.008396092
22, 2438314, 0.008384282
23, 3549367, 0.008120175
24, 3468608, 0.008096117
25, 3687464, 0.008056265
26, 3422815, 0.008006038
27, 3004409, 0.00796981
28, 3609679, 0.007953059
29, 3853387, 0.007867862
30, 2644295, 0.0077178082
31, 3598875, 0.007560923
32, 3233373, 0.0075313766
33, 3030745, 0.007522531
34, 3274450, 0.00751745
35, 3238226, 0.0074822158
36, 3125360, 0.007457979
37, 1781074, 0.0074195717
38, 3883462, 0.007260424
39, 3044552, 0.007185383
40, 3847001, 0.0070833457
41, 3687509, 0.007064678
42, 3505333, 0.0070479675
43, 2702053, 0.0070200735
44, 2365966, 0.0070104105
45, 3607993, 0.0069923415
46, 3345261, 0.0069508227
47, 3838836, 0.006840939
48, 3370327, 0.006812788
49, 3488388, 0.006779124
50, 2822332, 0.006639292
51, 3700969, 0.0066169747
52, 3114546, 0.0065578497
53, 2855950, 0.0065528764
54, 3702368, 0.006496094
55, 3782346, 0.006461244
56, 2829597, 0.0064140493
57, 3562643, 0.0063130166
58, 3818025, 0.006247735
59, 3373100, 0.00621843
60, 549073, 0.006213578
61, 3282647, 0.0061978996
62, 2740155, 0.0061610243
63, 3324503, 0.006133052
64, 2276236, 0.006042516
65, 3513310, 0.006033975
66, 3436637, 0.006021587
67, 3700029, 0.0060143447
68, 3819262, 0.006009473
69, 2946727, 0.0060049645
70, 2845142, 0.005990127
71, 2628089, 0.005947968
72, 3381374, 0.00594288
73, 3819683, 0.0058918674
74, 3358078, 0.0058889366
75, 3177917, 0.0058465847
76, 3884711, 0.0058292462
77, 3296738, 0.0058099194
78, 3347326, 0.0057942225
79, 3141809, 0.005793249
80, 2918564, 0.0057928786
81, 3502087, 0.0057875616
82, 2989655, 0.0057768477
83, 3552941, 0.0057386677
84, 3876596, 0.0057167136
85, 2988734, 0.005709498
86, 3477652, 0.0056788507
87, 3559119, 0.0056708143
88, 2995025, 0.00563536
89, 3176741, 0.0056125578
90, 3322929, 0.005608752
91, 3835507, 0.005608724
92, 2938342, 0.005590291
93, 3046491, 0.005580273
94, 3766238, 0.0055587236
95, 3748528, 0.0055051814
96, 2835718, 0.0054998593
97, 3767022, 0.005497122
98, 2602002, 0.0054543423
99, 3827992, 0.0054441746
100, 3378931, 0.005437975
