rank, pmcid, score
1, 1868722, 0.004951324
2, 3170266, 0.0046935407
3, 3533948, 0.004607554
4, 3112530, 0.004531773
5, 3275521, 0.0045205005
6, 2829006, 0.004479044
7, 3014869, 0.0043649296
8, 3364900, 0.004345017
9, 2718082, 0.0043222704
10, 3548737, 0.004274839
11, 3177741, 0.0042633987
12, 3052209, 0.0042260354
13, 1513298, 0.004213723
14, 3371894, 0.0042063696
15, 3526536, 0.004172168
16, 3003655, 0.0041650753
17, 2018720, 0.0041619893
18, 2713688, 0.004072535
19, 2965868, 0.0040604696
20, 2474580, 0.0040543866
21, 2667113, 0.0040333346
22, 1636038, 0.0040272605
23, 3258815, 0.0039910553
24, 2374954, 0.00395051
25, 2700686, 0.0039293612
26, 3736460, 0.0039138454
27, 3725438, 0.0038977477
28, 3406034, 0.0038896217
29, 3189878, 0.0038844415
30, 3719340, 0.0038787927
31, 2361371, 0.003856579
32, 2557542, 0.0038493075
33, 2486358, 0.0038322068
34, 3487103, 0.0038074802
35, 3406983, 0.0038035223
36, 3137416, 0.0037931222
37, 2949787, 0.0037779165
38, 3541146, 0.0037440998
39, 2920889, 0.003742133
40, 3354406, 0.0037204148
41, 3574170, 0.0037190365
42, 1968840, 0.0037181824
43, 3596751, 0.0037140585
44, 3325166, 0.0036947348
45, 2850886, 0.0036941774
46, 3262600, 0.0036898972
47, 2921487, 0.0036793968
48, 3407018, 0.0036698866
49, 1779609, 0.003669878
50, 3148201, 0.0036570355
51, 2685379, 0.0036403926
52, 3248861, 0.0036091367
53, 3614647, 0.003591417
54, 3511886, 0.0035709362
55, 3613391, 0.0035698812
56, 3561108, 0.0035451676
57, 3574651, 0.0035354136
58, 2982827, 0.0035323047
59, 2701409, 0.0035296867
60, 3785158, 0.0035271964
61, 3793357, 0.0035251633
62, 3553019, 0.0035168198
63, 3754979, 0.0035133474
64, 3018890, 0.003508134
65, 3893383, 0.0035070537
66, 3483507, 0.0035066835
67, 3184168, 0.0034994248
68, 3138408, 0.0034989521
69, 3490781, 0.0034940348
70, 3061916, 0.0034933763
71, 2275741, 0.0034859094
72, 3143525, 0.0034783378
73, 3579869, 0.0034688038
74, 3384649, 0.0034668886
75, 2873947, 0.003466168
76, 3698180, 0.0034653372
77, 3399859, 0.0034632932
78, 3272221, 0.0034621705
79, 3765123, 0.0034591674
80, 3686715, 0.0034587032
81, 3528187, 0.0034508966
82, 2361329, 0.0034500968
83, 165593, 0.0034494956
84, 2682397, 0.003440901
85, 2928104, 0.003421969
86, 3349581, 0.0034211872
87, 3262607, 0.0034116728
88, 2655355, 0.003403309
89, 2772023, 0.0034022287
90, 3607892, 0.003394537
91, 3004407, 0.003379492
92, 3342149, 0.0033761149
93, 3479037, 0.0033748492
94, 3535835, 0.0033693868
95, 1976609, 0.0033630088
96, 3665016, 0.0033599252
97, 3248029, 0.0033547604
98, 3842809, 0.00335268
99, 2089066, 0.0033481256
100, 3644740, 0.0033317304
