rank, pmcid, score
1, 3649302, 0.57146555
2, 3215995, 0.5640017
3, 3097148, 0.54150903
4, 3748403, 0.5291113
5, 2397013, 0.51388204
6, 3877598, 0.4913037
7, 3195765, 0.46354043
8, 3866073, 0.45950264
9, 3876309, 0.4326654
10, 3248865, 0.4281957
11, 2689852, 0.4275905
12, 3423661, 0.42667145
13, 3521404, 0.42539617
14, 3018996, 0.41164148
15, 3037981, 0.40909517
16, 3307080, 0.40565404
17, 3654137, 0.403212
18, 2994458, 0.40296692
19, 3178469, 0.40246823
20, 2726547, 0.3973023
21, 3806701, 0.39441574
22, 3338082, 0.39101622
23, 3199939, 0.39035916
24, 3504246, 0.38974336
25, 3030803, 0.3874556
26, 2702950, 0.3867177
27, 3838988, 0.3814443
28, 3411373, 0.3776773
29, 3015484, 0.37437037
30, 3500025, 0.37036708
31, 3843570, 0.3686053
32, 2769322, 0.36718434
33, 2702879, 0.36620077
34, 3502832, 0.3652892
35, 2907361, 0.36320892
36, 2423720, 0.36203152
37, 3355033, 0.36116853
38, 2823150, 0.35958064
39, 1891108, 0.3591318
40, 3389893, 0.35842758
41, 3398579, 0.3576314
42, 138801, 0.3554613
43, 3813746, 0.35402954
44, 3725171, 0.3478661
45, 3544608, 0.3471579
46, 3503948, 0.34709334
47, 2938513, 0.34625548
48, 2989130, 0.345924
49, 2705345, 0.34498042
50, 2222677, 0.34426355
51, 3079085, 0.34308407
52, 3350117, 0.34004456
53, 2988895, 0.33771047
54, 3663309, 0.33762115
55, 3551405, 0.3360364
56, 2820011, 0.3354263
57, 3851743, 0.32832858
58, 2809462, 0.32812893
59, 3785339, 0.32769278
60, 3711735, 0.32724923
61, 2769297, 0.32625932
62, 3502264, 0.32569578
63, 1352359, 0.3247221
64, 1550411, 0.32412845
65, 3214384, 0.32391346
66, 3681292, 0.32347953
67, 3016124, 0.32237586
68, 3765128, 0.3222221
69, 3534209, 0.32051393
70, 3015425, 0.31861025
71, 2673472, 0.31654793
72, 3762010, 0.31635714
73, 3711740, 0.3162296
74, 3529420, 0.31510487
75, 2394531, 0.31498948
76, 3236146, 0.31459817
77, 2628877, 0.3132626
78, 3891070, 0.31178212
79, 3523803, 0.3104294
80, 3350193, 0.3090985
81, 3500075, 0.30901945
82, 2984407, 0.30763748
83, 3221908, 0.30567253
84, 2788451, 0.30501294
85, 3336885, 0.304924
86, 2889853, 0.30479994
87, 2821393, 0.30262402
88, 3391837, 0.30217487
89, 3339080, 0.3000526
90, 3285529, 0.29949662
91, 2805600, 0.29833204
92, 3406613, 0.29807872
93, 2740116, 0.29734764
94, 549541, 0.29726225
95, 3012456, 0.2966311
96, 3566390, 0.29648405
97, 3763677, 0.29637146
98, 1936994, 0.29597586
99, 2840592, 0.29505703
100, 2740203, 0.2949316
