rank, pmcid, score
1, 3177940, 0.36097732
2, 3743798, 0.346815
3, 3473978, 0.3447972
4, 2546416, 0.34260583
5, 3144462, 0.32637155
6, 2687594, 0.32412377
7, 2929428, 0.30852187
8, 3848991, 0.30606294
9, 3059761, 0.30559635
10, 2924548, 0.30257848
11, 3728525, 0.3010183
12, 2365965, 0.29877448
13, 2048948, 0.2987464
14, 3343169, 0.29540697
15, 3672507, 0.29068795
16, 3765337, 0.28897405
17, 3216364, 0.28807282
18, 3358163, 0.287877
19, 3720280, 0.28662246
20, 2780610, 0.28616673
21, 2891758, 0.28297082
22, 2699708, 0.28292844
23, 3660277, 0.28287742
24, 3383136, 0.2759667
25, 3825950, 0.275602
26, 3477099, 0.27392843
27, 3090349, 0.27362216
28, 3833481, 0.2734939
29, 3191723, 0.27088937
30, 3075199, 0.27045187
31, 3043403, 0.26858586
32, 3850722, 0.26704898
33, 3829227, 0.2667856
34, 3704905, 0.26431882
35, 3194729, 0.26266378
36, 3201001, 0.261616
37, 2676264, 0.25993472
38, 3763609, 0.2591785
39, 2430546, 0.25845185
40, 2872341, 0.2575068
41, 2639567, 0.2544678
42, 3339515, 0.25281018
43, 3035611, 0.25274995
44, 2972439, 0.25154927
45, 3887505, 0.25148445
46, 3552828, 0.2508161
47, 3852767, 0.24641222
48, 2847967, 0.24607752
49, 2789727, 0.24515513
50, 2483449, 0.24496669
51, 2390549, 0.24410518
52, 3765937, 0.2428128
53, 3715978, 0.24021311
54, 2755149, 0.23747736
55, 2740017, 0.23681118
56, 3431052, 0.23582911
57, 3695890, 0.23579153
58, 2767149, 0.234769
59, 1277866, 0.23438954
60, 3648814, 0.23408245
61, 3646776, 0.2319658
62, 3138028, 0.23138802
63, 1253712, 0.23088735
64, 3567202, 0.23057263
65, 3698779, 0.23056985
66, 3664344, 0.23044482
67, 113745, 0.2302845
68, 3350176, 0.23002814
69, 3610358, 0.2297203
70, 3853113, 0.22693184
71, 3499212, 0.22646752
72, 3774437, 0.22626613
73, 2721845, 0.22565097
74, 2834631, 0.225115
75, 3030997, 0.22496818
76, 2726930, 0.22398815
77, 3853387, 0.22351883
78, 3328251, 0.22338381
79, 2763853, 0.22334975
80, 3015473, 0.22269726
81, 2756566, 0.2222389
82, 3556404, 0.22201118
83, 3009646, 0.22189897
84, 3432824, 0.22146624
85, 2852784, 0.2207434
86, 2259431, 0.21970044
87, 3539550, 0.21908736
88, 2867999, 0.21894498
89, 3407017, 0.21840875
90, 3409883, 0.21622768
91, 3297654, 0.21465154
92, 3306405, 0.21340623
93, 3764657, 0.21334381
94, 1160579, 0.21303037
95, 2621382, 0.21196546
96, 3717101, 0.21190616
97, 1475844, 0.21126768
98, 2263060, 0.21110174
99, 2800073, 0.2103358
100, 3553533, 0.21032101
