rank, pmcid, score
1, 2790183, 0.59336245
2, 3856285, 0.4554599
3, 2572041, 0.45465955
4, 3366320, 0.43229914
5, 2850870, 0.42429912
6, 3368748, 0.41144943
7, 3328892, 0.4109687
8, 2726500, 0.4108454
9, 3451906, 0.40234837
10, 2700440, 0.394972
11, 3809224, 0.3894217
12, 2896582, 0.3828745
13, 3760668, 0.38042647
14, 3174928, 0.3779573
15, 3884871, 0.3681886
16, 1824728, 0.36419517
17, 2827053, 0.36372894
18, 3037981, 0.36169782
19, 3445096, 0.3551389
20, 3391847, 0.35373762
21, 2794850, 0.3481264
22, 3500825, 0.34365547
23, 2917397, 0.3417919
24, 2556664, 0.337007
25, 2253520, 0.3362431
26, 2929215, 0.3354752
27, 3236151, 0.3338891
28, 3451760, 0.33244038
29, 3085068, 0.32741815
30, 3440507, 0.3256083
31, 1824747, 0.3241868
32, 2827076, 0.3238965
33, 3785158, 0.32135898
34, 2983030, 0.3210072
35, 2988895, 0.3208751
36, 2490681, 0.3196563
37, 2769286, 0.31829965
38, 3876310, 0.31729487
39, 3263185, 0.31424376
40, 3785394, 0.31202275
41, 2941056, 0.31184605
42, 3785339, 0.31117165
43, 3851743, 0.30738327
44, 2857502, 0.30712503
45, 3520181, 0.30459785
46, 3023898, 0.30459204
47, 3214384, 0.30363536
48, 3266527, 0.30359593
49, 2997507, 0.3035949
50, 3345222, 0.30356425
51, 3864880, 0.30183524
52, 2915811, 0.300895
53, 2048958, 0.30056366
54, 3666332, 0.2998836
55, 2909175, 0.29870516
56, 3152170, 0.2969924
57, 3324678, 0.29658425
58, 3375193, 0.29629242
59, 1180830, 0.2962083
60, 3784135, 0.2962025
61, 3853387, 0.29614833
62, 3277903, 0.29541314
63, 3478746, 0.29538766
64, 2129146, 0.2944061
65, 3744738, 0.29429835
66, 3398075, 0.288888
67, 2806544, 0.28659704
68, 3724317, 0.28641966
69, 3318207, 0.28638828
70, 3335656, 0.2851978
71, 3064452, 0.28518063
72, 3875015, 0.28512597
73, 2827159, 0.28463036
74, 3042808, 0.28333727
75, 3599449, 0.28262675
76, 3655106, 0.2812673
77, 3248865, 0.2808372
78, 3258019, 0.28011274
79, 2687617, 0.27981585
80, 3483324, 0.27953365
81, 3843570, 0.27837536
82, 3821109, 0.2783629
83, 3644842, 0.27815935
84, 3665183, 0.27512556
85, 3505700, 0.2746159
86, 2852041, 0.27434966
87, 3857978, 0.27354023
88, 3354470, 0.27207732
89, 1891107, 0.27205792
90, 515311, 0.2716567
91, 3611104, 0.27118832
92, 2522257, 0.2706877
93, 3279691, 0.2702908
94, 3391179, 0.27012962
95, 3395246, 0.2699034
96, 3002374, 0.2689865
97, 3521621, 0.26884562
98, 3658340, 0.26877877
99, 3054235, 0.26791143
100, 3423408, 0.26749676
