rank, pmcid, score
1, 2915602, 0.67801064
2, 3322929, 0.61845917
3, 3074312, 0.5933727
4, 2974995, 0.5916049
5, 3851743, 0.5819108
6, 1440850, 0.57876503
7, 3740609, 0.568326
8, 3868095, 0.5669428
9, 3246148, 0.56654596
10, 3401160, 0.56503475
11, 2831203, 0.55755645
12, 2944142, 0.55567116
13, 3233373, 0.5410529
14, 2868039, 0.53739136
15, 3425248, 0.5357104
16, 2604469, 0.534603
17, 2825516, 0.5321062
18, 150573, 0.52834713
19, 1257651, 0.52586293
20, 3195765, 0.5234692
21, 3700969, 0.5233976
22, 3757613, 0.51979494
23, 3542889, 0.51974374
24, 3635690, 0.51951337
25, 3506153, 0.51733375
26, 3716954, 0.51601326
27, 2862150, 0.5124915
28, 2840962, 0.511796
29, 3866701, 0.51163924
30, 3670442, 0.5089483
31, 3833481, 0.50880134
32, 3687640, 0.5064965
33, 3277062, 0.5055329
34, 3294406, 0.504123
35, 3237131, 0.5018388
36, 3177917, 0.5015274
37, 3523803, 0.49975967
38, 3765128, 0.49855465
39, 3630944, 0.49819374
40, 3253728, 0.49614465
41, 2783053, 0.49571744
42, 3310640, 0.49570313
43, 3866073, 0.49548826
44, 3693903, 0.49336806
45, 3174929, 0.48920396
46, 3298383, 0.4877978
47, 3298200, 0.48754084
48, 3616103, 0.4871198
49, 3221188, 0.48519912
50, 2630042, 0.48248678
51, 3819262, 0.48221567
52, 2769286, 0.48202083
53, 3371471, 0.4812693
54, 3884116, 0.48084068
55, 3851625, 0.48036715
56, 3371554, 0.47981656
57, 2738362, 0.47851467
58, 2932949, 0.4775463
59, 2938989, 0.47746494
60, 3170355, 0.47688472
61, 3858701, 0.47684917
62, 3150839, 0.47648978
63, 2845142, 0.47637555
64, 3433141, 0.475329
65, 2257948, 0.4744054
66, 3728975, 0.4738146
67, 3195860, 0.47224495
68, 3716027, 0.46990716
69, 3264052, 0.46955624
70, 3489389, 0.46828812
71, 3542555, 0.46812323
72, 2884460, 0.46585128
73, 2914369, 0.46583143
74, 3299071, 0.46562877
75, 3075199, 0.465106
76, 3097148, 0.46501076
77, 2330057, 0.46467572
78, 3012456, 0.4638378
79, 3559119, 0.4638102
80, 2993722, 0.4634926
81, 2772218, 0.46299717
82, 3750721, 0.46245307
83, 3323283, 0.46108103
84, 2801527, 0.4607
85, 2912929, 0.45978844
86, 3702368, 0.4577694
87, 3171154, 0.4569769
88, 2783145, 0.45687246
89, 3086328, 0.45682606
90, 3711906, 0.4557529
91, 3752432, 0.45484427
92, 3671230, 0.45476955
93, 2998525, 0.45468235
94, 3853387, 0.4546387
95, 3336925, 0.45391276
96, 3532417, 0.4524311
97, 2881079, 0.45226216
98, 1869027, 0.45222273
99, 2938625, 0.45215696
100, 3524466, 0.4513363
