rank, pmcid, score
1, 2766835, 0.5733612
2, 3603023, 0.56052846
3, 3785158, 0.5570499
4, 3603620, 0.5208427
5, 2929215, 0.48630002
6, 2827053, 0.48597258
7, 3833471, 0.48474592
8, 3129533, 0.48406658
9, 3853474, 0.4825492
10, 2652467, 0.4808661
11, 3719271, 0.47936818
12, 2778448, 0.47774997
13, 3665200, 0.4772379
14, 3354875, 0.47613868
15, 3336229, 0.4756085
16, 3375193, 0.4741098
17, 3663438, 0.4695003
18, 3221187, 0.46737507
19, 3015425, 0.46699762
20, 3224772, 0.466262
21, 3312196, 0.46601245
22, 2496696, 0.46408015
23, 3011326, 0.459833
24, 2845554, 0.4569889
25, 2390549, 0.4555882
26, 3372338, 0.45429745
27, 1318453, 0.4536223
28, 2612655, 0.45329756
29, 2626575, 0.4499005
30, 3785339, 0.44878647
31, 2756566, 0.4485372
32, 61035, 0.44833496
33, 3573581, 0.44623634
34, 3806705, 0.4449949
35, 1281267, 0.44482815
36, 400670, 0.44398716
37, 2868875, 0.4430739
38, 3833587, 0.44263232
39, 3210844, 0.44261622
40, 150573, 0.4412603
41, 2974929, 0.44073948
42, 3154169, 0.44021916
43, 3383148, 0.44019276
44, 3665183, 0.43844298
45, 3506064, 0.43449384
46, 2790183, 0.43376434
47, 3833481, 0.43195307
48, 3600286, 0.42941028
49, 2683864, 0.42913544
50, 3683415, 0.4290538
51, 3276006, 0.42739487
52, 3579466, 0.42713133
53, 3287463, 0.42701513
54, 1388220, 0.42696247
55, 3420706, 0.42650467
56, 2669865, 0.42619008
57, 1523371, 0.42499256
58, 3785150, 0.4249287
59, 3609679, 0.4248871
60, 3146942, 0.42416313
61, 3095901, 0.42359307
62, 3135094, 0.42281914
63, 2918849, 0.42032647
64, 3249212, 0.41867897
65, 3649619, 0.4185864
66, 2769306, 0.418478
67, 1892029, 0.41754648
68, 2257948, 0.4174056
69, 3521621, 0.4164004
70, 2329860, 0.4162906
71, 2824987, 0.41580126
72, 3195106, 0.41573718
73, 3415045, 0.41526157
74, 3507127, 0.41258252
75, 3880707, 0.41228217
76, 3628492, 0.4121918
77, 3184057, 0.410612
78, 3335656, 0.4102676
79, 2222163, 0.41003442
80, 3760298, 0.40928
81, 2802381, 0.4091628
82, 3292982, 0.40877816
83, 523836, 0.40759918
84, 2783065, 0.40702742
85, 3625585, 0.40655306
86, 3401781, 0.40652952
87, 3343686, 0.40647793
88, 3073782, 0.40626055
89, 1698139, 0.4061091
90, 3102812, 0.40592223
91, 2776583, 0.40573522
92, 3789905, 0.40546587
93, 3350051, 0.4036118
94, 2924548, 0.4019339
95, 2916111, 0.40032077
96, 3114546, 0.39983398
97, 3403093, 0.39951155
98, 3709644, 0.39871973
99, 3674534, 0.3985731
100, 3214682, 0.39766032
