rank, pmcid, score
1, 3853387, 0.52746695
2, 3322929, 0.5119629
3, 3378931, 0.5101681
4, 3700969, 0.45665735
5, 3702368, 0.44583696
6, 3177592, 0.41216207
7, 2783053, 0.39852315
8, 2827098, 0.39236385
9, 1257651, 0.3923262
10, 3851743, 0.3849498
11, 1892149, 0.3769685
12, 3587910, 0.37483743
13, 2828091, 0.37133393
14, 3162766, 0.3708717
15, 3436637, 0.37041554
16, 3233373, 0.36933216
17, 3619046, 0.36231184
18, 3163220, 0.35963708
19, 2628156, 0.35792905
20, 3670442, 0.35744017
21, 3133999, 0.35603973
22, 3415813, 0.3510768
23, 2741488, 0.349097
24, 3866926, 0.34677798
25, 3323283, 0.3457379
26, 3632018, 0.34486642
27, 3649302, 0.3430016
28, 3876310, 0.340431
29, 2993722, 0.33942664
30, 3527895, 0.33734584
31, 3294406, 0.32816803
32, 2769286, 0.32765606
33, 3364479, 0.32765564
34, 3457597, 0.325679
35, 3109347, 0.32322153
36, 3110132, 0.3207708
37, 3610459, 0.31992796
38, 3826012, 0.31951782
39, 2974995, 0.31934673
40, 3792541, 0.31872478
41, 3386665, 0.3187017
42, 3087163, 0.3182181
43, 3015586, 0.31818748
44, 3354864, 0.31801265
45, 3023754, 0.31791565
46, 3065056, 0.31767535
47, 3633019, 0.31754693
48, 2604469, 0.31649646
49, 3141718, 0.31597826
50, 2988180, 0.31368098
51, 3487885, 0.31096584
52, 150573, 0.30916187
53, 3630944, 0.3090153
54, 3598820, 0.3070318
55, 3539550, 0.30655453
56, 2628089, 0.3063648
57, 3780548, 0.30627087
58, 2644295, 0.30586067
59, 2687928, 0.30518076
60, 1277866, 0.30481014
61, 3580369, 0.30476505
62, 2860341, 0.30428216
63, 2740244, 0.303347
64, 3466862, 0.3031535
65, 2257948, 0.3029699
66, 3085223, 0.30220386
67, 3649078, 0.3018304
68, 2876698, 0.3010807
69, 2851150, 0.2995583
70, 3542889, 0.29929945
71, 2630042, 0.29759666
72, 2840603, 0.29724193
73, 3884116, 0.29722404
74, 3715368, 0.2959463
75, 3714072, 0.29573402
76, 3162827, 0.29456884
77, 3154170, 0.29452366
78, 2259431, 0.29447535
79, 3868095, 0.29439688
80, 2776156, 0.2922366
81, 3884627, 0.29208142
82, 3718247, 0.29185295
83, 2827171, 0.29065415
84, 3838836, 0.290355
85, 3336229, 0.29009336
86, 2900079, 0.28991494
87, 2918823, 0.28928798
88, 3086328, 0.28816482
89, 2941604, 0.28792962
90, 3833481, 0.2869447
91, 3866701, 0.28646156
92, 3309207, 0.28597122
93, 2769394, 0.28532258
94, 3830293, 0.2841577
95, 3062014, 0.2839335
96, 1276800, 0.2833939
97, 2740308, 0.28307268
98, 3543206, 0.2824008
99, 2586017, 0.28231665
100, 3814076, 0.28221104
