rank, pmcid, score
1, 3663309, 0.29307038
2, 2938513, 0.2764543
3, 3018996, 0.26962253
4, 3632018, 0.26039183
5, 3097148, 0.25779542
6, 3285529, 0.25618744
7, 3628469, 0.2554203
8, 3502786, 0.2546198
9, 3725171, 0.24768536
10, 3094313, 0.24541733
11, 2769376, 0.24520205
12, 3433556, 0.24453978
13, 3410093, 0.24437404
14, 2911400, 0.24313006
15, 3813776, 0.24311401
16, 2941255, 0.24309653
17, 3350117, 0.24294735
18, 3250653, 0.24175642
19, 3779396, 0.23995021
20, 2769297, 0.23858108
21, 3411373, 0.23815721
22, 2810601, 0.23653874
23, 2925354, 0.23626156
24, 2974991, 0.23541078
25, 2803799, 0.23355275
26, 3838988, 0.23344979
27, 3853387, 0.2334418
28, 2769305, 0.23308092
29, 3480933, 0.23307472
30, 3030803, 0.23255558
31, 3544608, 0.23243397
32, 3122097, 0.22888592
33, 2253550, 0.2287884
34, 3760260, 0.22842646
35, 2820011, 0.22755668
36, 2933122, 0.22705464
37, 1936994, 0.22695184
38, 3268705, 0.22621912
39, 2740156, 0.22551046
40, 2726498, 0.2251028
41, 3539596, 0.22500426
42, 3215995, 0.22378689
43, 3376497, 0.22252856
44, 3065056, 0.22208735
45, 3335664, 0.2214708
46, 3711740, 0.22113104
47, 2908657, 0.22050896
48, 2279110, 0.21927404
49, 3214511, 0.21764904
50, 2892693, 0.21678632
51, 3867925, 0.21660897
52, 2397013, 0.21484418
53, 3745864, 0.21457459
54, 3351958, 0.21376078
55, 2732080, 0.21367492
56, 2705345, 0.21293433
57, 3123852, 0.21254365
58, 3551405, 0.21235158
59, 3814044, 0.21203475
60, 3681262, 0.2117314
61, 2799007, 0.21151112
62, 3598820, 0.21030244
63, 3878513, 0.20979185
64, 2702950, 0.20867005
65, 3726238, 0.2083603
66, 3016752, 0.20830186
67, 3195765, 0.20737725
68, 1770937, 0.20637289
69, 2828091, 0.20550321
70, 3015425, 0.20536652
71, 2984297, 0.2052257
72, 3572695, 0.204648
73, 2809077, 0.20455737
74, 3336915, 0.2041533
75, 3003679, 0.2041336
76, 2683798, 0.20400886
77, 3853607, 0.20391953
78, 3355033, 0.20369177
79, 1925057, 0.20365775
80, 3398082, 0.20341536
81, 3515935, 0.20297225
82, 3389893, 0.20262915
83, 3748403, 0.20227285
84, 3475026, 0.20194192
85, 2799065, 0.20179135
86, 3746057, 0.20101151
87, 3133999, 0.20038977
88, 3574659, 0.19974639
89, 3467437, 0.19892539
90, 3662733, 0.19723903
91, 3846936, 0.19700254
92, 3806164, 0.19679186
93, 3015484, 0.19666493
94, 3530760, 0.19652727
95, 1891108, 0.1962015
96, 2798987, 0.19598949
97, 2783137, 0.19547848
98, 3813746, 0.1950891
99, 2881437, 0.194822
100, 3500025, 0.19467516
