rank, pmcid, score
1, 3639671, 0.43149364
2, 3087163, 0.38720277
3, 2690857, 0.3689974
4, 3570033, 0.35823715
5, 3853870, 0.34926692
6, 2811980, 0.3437546
7, 2706419, 0.33337387
8, 3548374, 0.3275236
9, 2547099, 0.32415754
10, 3487850, 0.3199628
11, 3517946, 0.30874443
12, 3690350, 0.3030479
13, 2366049, 0.2996137
14, 3503704, 0.29883984
15, 3320215, 0.29326153
16, 3792983, 0.29278916
17, 3618463, 0.2915406
18, 3501808, 0.2892852
19, 2909944, 0.2881659
20, 2854938, 0.28749412
21, 3634962, 0.2857736
22, 2668559, 0.28546336
23, 3482604, 0.2779414
24, 3345605, 0.27776936
25, 2864151, 0.2769206
26, 2941760, 0.27633414
27, 3631142, 0.2761361
28, 3552988, 0.27470356
29, 2080348, 0.27425176
30, 2442427, 0.26790679
31, 3317060, 0.26444358
32, 3178148, 0.26436868
33, 3228338, 0.26274553
34, 3285745, 0.26264584
35, 2799065, 0.26081827
36, 3336236, 0.2602602
37, 3356348, 0.2583283
38, 3307071, 0.25703183
39, 3200034, 0.25663742
40, 3627448, 0.25557664
41, 2778773, 0.2548791
42, 3398387, 0.25316378
43, 2639208, 0.25258777
44, 3389871, 0.25165197
45, 3457973, 0.2516329
46, 3422757, 0.25037405
47, 3747049, 0.24752109
48, 3062610, 0.24642548
49, 3151599, 0.24552941
50, 3492014, 0.2450233
51, 3087473, 0.2448665
52, 3475097, 0.24441688
53, 3108084, 0.24309558
54, 3800847, 0.24136482
55, 3513310, 0.24073245
56, 3570061, 0.2403919
57, 3548361, 0.23953393
58, 3870310, 0.23927443
59, 3266198, 0.23872717
60, 3152170, 0.2384315
61, 3591420, 0.23810638
62, 3724895, 0.23793247
63, 3157093, 0.23747844
64, 3093208, 0.23721832
65, 3068520, 0.23662794
66, 3657696, 0.23634677
67, 3573064, 0.2361146
68, 3544335, 0.23609985
69, 3757727, 0.2359018
70, 2632376, 0.2352721
71, 3080596, 0.23513602
72, 3735339, 0.234857
73, 3263463, 0.23392943
74, 2877903, 0.23381229
75, 2859594, 0.2322604
76, 3348055, 0.2316815
77, 3157359, 0.23080182
78, 2795853, 0.23066212
79, 3212896, 0.22978602
80, 2661898, 0.2297856
81, 3422616, 0.22958486
82, 3141473, 0.22917366
83, 2580021, 0.22870901
84, 3639184, 0.2284794
85, 2366074, 0.22846588
86, 1459868, 0.22784132
87, 2944799, 0.22772783
88, 2781151, 0.22661139
89, 3753463, 0.22603288
90, 3666998, 0.22577037
91, 3872237, 0.22468077
92, 2756566, 0.22453293
93, 3679720, 0.22450662
94, 3089911, 0.22449887
95, 3086151, 0.22340953
96, 3049671, 0.22157954
97, 3806272, 0.22153766
98, 3481957, 0.22111297
99, 3181779, 0.22083345
100, 3782057, 0.22012132
