rank, pmcid, score
1, 3562643, 0.68286556
2, 3853387, 0.6695529
3, 2245957, 0.62134165
4, 2987954, 0.5690922
5, 3542949, 0.5611327
6, 3420763, 0.5541459
7, 3833587, 0.5366133
8, 3784075, 0.5279411
9, 3415813, 0.5218624
10, 2706800, 0.5200161
11, 3090107, 0.5189696
12, 3291424, 0.50751674
13, 3336229, 0.50339216
14, 2615763, 0.50320566
15, 2700440, 0.50040185
16, 3480933, 0.49967325
17, 2769322, 0.49357796
18, 3177592, 0.49219978
19, 3629711, 0.48625833
20, 2828091, 0.4784899
21, 2605761, 0.47692737
22, 2629964, 0.47475195
23, 3619046, 0.47389284
24, 3622346, 0.4729792
25, 2526070, 0.47127768
26, 3378931, 0.47078007
27, 2829621, 0.4694086
28, 3445145, 0.4685634
29, 2732080, 0.46829596
30, 2769286, 0.46803963
31, 3877581, 0.46769056
32, 3628469, 0.46508926
33, 2672442, 0.4637879
34, 3632018, 0.46055752
35, 3849794, 0.45928353
36, 3878531, 0.45789078
37, 2988808, 0.4576854
38, 3488388, 0.4571012
39, 3618104, 0.4567378
40, 3445096, 0.4551116
41, 3700969, 0.45421413
42, 3327834, 0.45263946
43, 3174928, 0.4521357
44, 3133999, 0.4492706
45, 3698053, 0.4490588
46, 3518712, 0.4489277
47, 2827159, 0.44560254
48, 3420620, 0.4447834
49, 2737789, 0.44454664
50, 3683440, 0.44263276
51, 2917397, 0.44044742
52, 3542887, 0.43996912
53, 2740255, 0.43900654
54, 2868875, 0.43715617
55, 3190518, 0.4333711
56, 1824744, 0.43221685
57, 3248865, 0.42813867
58, 3598820, 0.42743346
59, 3487024, 0.427197
60, 3198627, 0.4249786
61, 3134683, 0.42480397
62, 3876309, 0.4243561
63, 239964, 0.4240493
64, 3459797, 0.42326176
65, 3759689, 0.4182734
66, 2714572, 0.41711578
67, 3199939, 0.41665038
68, 2799065, 0.41612068
69, 2967696, 0.41400704
70, 3151403, 0.41291285
71, 3015473, 0.41217798
72, 2881009, 0.412048
73, 3665183, 0.41182715
74, 2211302, 0.41070202
75, 3015819, 0.4081871
76, 3502875, 0.40752488
77, 3268705, 0.40667874
78, 3328892, 0.4063056
79, 3502786, 0.40490657
80, 3420078, 0.40447113
81, 3163220, 0.4044103
82, 2957620, 0.40431055
83, 3335656, 0.40373468
84, 3411373, 0.40352136
85, 3398075, 0.40232357
86, 3424654, 0.4013873
87, 2967681, 0.40069005
88, 3405157, 0.40046433
89, 3701786, 0.39987168
90, 3117630, 0.3991441
91, 3506075, 0.39862671
92, 3469364, 0.3984527
93, 2700484, 0.39831504
94, 3574659, 0.3978941
95, 3350152, 0.3974252
96, 3782346, 0.3961841
97, 2741488, 0.3956193
98, 2259431, 0.39559478
99, 3726238, 0.3945294
100, 3342739, 0.39336115
