rank, pmcid, score
1, 2784587, 0.77307135
2, 3052291, 0.5760818
3, 3663347, 0.55554855
4, 3229062, 0.53522605
5, 3146984, 0.53502184
6, 3125660, 0.53027
7, 2800872, 0.5269735
8, 3853602, 0.5147674
9, 2267455, 0.50768363
10, 3162264, 0.5015433
11, 3853895, 0.49903977
12, 2647911, 0.4928779
13, 3853919, 0.49135885
14, 3505290, 0.48980787
15, 3806709, 0.48878348
16, 3725021, 0.4880649
17, 3662141, 0.48666066
18, 3696247, 0.48027226
19, 3504288, 0.47896665
20, 3505429, 0.46988085
21, 3303530, 0.46757132
22, 3757639, 0.46547797
23, 3483004, 0.46377292
24, 2921145, 0.45931667
25, 3220081, 0.45708504
26, 3793571, 0.45670176
27, 3727118, 0.45540604
28, 2526433, 0.4517492
29, 3728874, 0.4506855
30, 3295535, 0.4505107
31, 3819794, 0.4485307
32, 3649173, 0.44148254
33, 3414006, 0.44030207
34, 3212602, 0.44027528
35, 3114232, 0.43947968
36, 3590733, 0.43869802
37, 3483580, 0.43624052
38, 3778812, 0.43548954
39, 3469903, 0.43525076
40, 2628001, 0.43501914
41, 3728612, 0.43383282
42, 3635634, 0.43189093
43, 2889671, 0.4316089
44, 3600192, 0.426691
45, 2820011, 0.42648926
46, 3618252, 0.42497173
47, 2797754, 0.42468312
48, 3132916, 0.4238982
49, 3391786, 0.42216173
50, 3657259, 0.4184256
51, 3354788, 0.4155341
52, 3556406, 0.41397017
53, 2838912, 0.41322878
54, 3147087, 0.41319028
55, 3457043, 0.4131785
56, 3004207, 0.41034883
57, 3189472, 0.40904215
58, 2687681, 0.40880063
59, 2887901, 0.4084911
60, 2702726, 0.40658212
61, 2830981, 0.40460756
62, 3335646, 0.40408468
63, 3103180, 0.40298665
64, 3876007, 0.4025676
65, 3707327, 0.40192538
66, 3835140, 0.40123257
67, 3229083, 0.40031633
68, 3500067, 0.39980668
69, 3359956, 0.399261
70, 3401651, 0.3991545
71, 3738359, 0.3987044
72, 3294399, 0.39752996
73, 3778800, 0.3963839
74, 3018580, 0.39538985
75, 3630315, 0.39377993
76, 394338, 0.3928995
77, 3726887, 0.3927533
78, 2815824, 0.39099
79, 3811708, 0.38985744
80, 3335480, 0.38763112
81, 3579993, 0.38754237
82, 1609104, 0.3863602
83, 3424656, 0.3847101
84, 3651929, 0.38465092
85, 3299744, 0.38442582
86, 2994429, 0.3838504
87, 3051082, 0.3829853
88, 3519210, 0.3819518
89, 3853387, 0.38107312
90, 3540340, 0.38092694
91, 3019597, 0.38046858
92, 2686880, 0.37955174
93, 3699949, 0.37902853
94, 3461290, 0.3779939
95, 3248587, 0.37726602
96, 2014766, 0.3771884
97, 3017876, 0.375921
98, 3424953, 0.37559676
99, 3667329, 0.37298584
100, 2906497, 0.37144515
