rank, pmcid, score
1, 2691651, 0.8108671
2, 3572695, 0.7456056
3, 3047687, 0.6561148
4, 2687574, 0.63623464
5, 3434906, 0.6138887
6, 2651898, 0.60381114
7, 3634261, 0.600544
8, 3141696, 0.5852458
9, 3844841, 0.55540043
10, 2740144, 0.5505007
11, 3170356, 0.5439103
12, 3333466, 0.53733784
13, 3101789, 0.5350179
14, 3466864, 0.53421944
15, 2726538, 0.52597636
16, 3550423, 0.5188499
17, 3562163, 0.51524585
18, 3277481, 0.5115044
19, 3599449, 0.5091958
20, 3327834, 0.5066316
21, 3510780, 0.5065363
22, 3518717, 0.501741
23, 2777240, 0.49746776
24, 3205365, 0.4968915
25, 2896577, 0.49673423
26, 3248587, 0.4966066
27, 2637837, 0.4949372
28, 3649218, 0.49288917
29, 2868875, 0.49178404
30, 3623784, 0.49141705
31, 2245957, 0.489817
32, 3521621, 0.48968163
33, 3587677, 0.48865196
34, 3118206, 0.4879719
35, 2955573, 0.48247024
36, 3548361, 0.479881
37, 3789620, 0.47935072
38, 3130464, 0.4772981
39, 3437617, 0.4720191
40, 3833587, 0.46382415
41, 3400884, 0.46202952
42, 3619046, 0.46056855
43, 3646487, 0.45953262
44, 3044554, 0.45798123
45, 2823045, 0.45774567
46, 3521823, 0.45759442
47, 3083816, 0.4570293
48, 3652182, 0.45588663
49, 3649080, 0.45561054
50, 3510933, 0.45312324
51, 3249600, 0.4523062
52, 3205498, 0.44560722
53, 2917397, 0.4449212
54, 3150839, 0.44463325
55, 2744771, 0.44349438
56, 2906497, 0.44335437
57, 3347841, 0.44083634
58, 3675312, 0.44061598
59, 2782168, 0.43861318
60, 3725358, 0.43853763
61, 3405157, 0.43808794
62, 2827076, 0.4364938
63, 3625882, 0.4362915
64, 3639082, 0.43575135
65, 2905585, 0.4331134
66, 3309217, 0.43264055
67, 3701400, 0.43129492
68, 1087206, 0.4302643
69, 3515923, 0.4300237
70, 2988808, 0.42964977
71, 3102586, 0.4295245
72, 3143959, 0.4290145
73, 2931410, 0.42826882
74, 3420585, 0.42721832
75, 3023754, 0.426741
76, 2329636, 0.42668223
77, 2854936, 0.42665398
78, 3614750, 0.42568108
79, 3214863, 0.4245587
80, 3575960, 0.42413282
81, 3607977, 0.42349574
82, 3291453, 0.42276594
83, 3342739, 0.42057583
84, 2572041, 0.42017013
85, 3054235, 0.41749537
86, 2045103, 0.41733187
87, 3242027, 0.414162
88, 1824747, 0.4134742
89, 3495893, 0.41285932
90, 3451750, 0.4111682
91, 3682897, 0.4096399
92, 3295713, 0.4089147
93, 3608039, 0.40822798
94, 3270925, 0.40793428
95, 2783065, 0.4063524
96, 1434765, 0.40633622
97, 3390080, 0.40570697
98, 3003678, 0.40445483
99, 3504246, 0.4041706
100, 3021290, 0.40388367
