rank, pmcid, score
1, 2740076, 0.8088663
2, 3676979, 0.71998584
3, 3596056, 0.6762678
4, 3433555, 0.6618909
5, 2467416, 0.6569176
6, 2546372, 0.6541888
7, 3480933, 0.6520792
8, 3267065, 0.61952895
9, 3268705, 0.6158458
10, 2687673, 0.6133864
11, 3073784, 0.6101642
12, 3016819, 0.60116893
13, 2908657, 0.5970442
14, 3551405, 0.5852613
15, 2672271, 0.58250076
16, 3745864, 0.5793271
17, 3340971, 0.5732426
18, 3151403, 0.5697534
19, 2850845, 0.5641917
20, 2803824, 0.5583947
21, 3649157, 0.55150795
22, 2799961, 0.53573656
23, 3575664, 0.53284967
24, 3304262, 0.532454
25, 3123852, 0.5302707
26, 3016127, 0.52784884
27, 2967696, 0.525368
28, 2783065, 0.518771
29, 3846936, 0.51507086
30, 3355033, 0.5150316
31, 3259020, 0.51355255
32, 3628473, 0.5129426
33, 2827146, 0.50953394
34, 3888003, 0.5040832
35, 3125360, 0.49342713
36, 3030803, 0.49067605
37, 3407625, 0.48648313
38, 3600218, 0.4838066
39, 3649187, 0.4799348
40, 3663309, 0.47373587
41, 3015230, 0.47369927
42, 3350117, 0.47202602
43, 2810606, 0.47167152
44, 3445081, 0.47036606
45, 3600251, 0.46872404
46, 2887901, 0.46750933
47, 2827435, 0.46573767
48, 2896582, 0.46403995
49, 3636968, 0.46385762
50, 3726238, 0.46345833
51, 3629711, 0.4632171
52, 3016752, 0.46115467
53, 2828091, 0.45984986
54, 3363056, 0.45963442
55, 3533164, 0.45945397
56, 3855073, 0.45897484
57, 3874942, 0.45762795
58, 2878678, 0.45433834
59, 3785339, 0.45380622
60, 2014766, 0.4513479
61, 3548361, 0.45059353
62, 3083728, 0.44941378
63, 3015819, 0.44919232
64, 3833587, 0.44766188
65, 2881437, 0.4456875
66, 3134683, 0.44534647
67, 3418018, 0.44520473
68, 2615036, 0.44330397
69, 2943109, 0.44272617
70, 3666183, 0.4406535
71, 3015397, 0.43914396
72, 2442045, 0.43882683
73, 2844848, 0.43603632
74, 2808324, 0.4357997
75, 3075144, 0.4357709
76, 3611104, 0.43559477
77, 1523371, 0.435283
78, 2740067, 0.43484926
79, 3838988, 0.43300146
80, 3214682, 0.43274793
81, 3003679, 0.4323592
82, 1936994, 0.43208364
83, 3349988, 0.43167374
84, 2737761, 0.43121466
85, 3502786, 0.42795286
86, 2726498, 0.42700538
87, 3002374, 0.42634088
88, 3342549, 0.42621246
89, 3350059, 0.42543134
90, 3651279, 0.42432424
91, 3383148, 0.4236727
92, 3738361, 0.4234439
93, 3015382, 0.42200872
94, 3526876, 0.42097375
95, 2279110, 0.42006817
96, 3433566, 0.41876897
97, 2809077, 0.4168758
98, 3335664, 0.4166772
99, 2803837, 0.41620156
100, 3866077, 0.41516834
