rank, pmcid, score
1, 2892692, 0.36718947
2, 3172061, 0.3482451
3, 2631494, 0.3458357
4, 2769473, 0.33982143
5, 3209594, 0.31397456
6, 3133999, 0.3080705
7, 2914369, 0.29704422
8, 3150839, 0.29137456
9, 2045103, 0.28956074
10, 3789898, 0.28866267
11, 3836946, 0.2882183
12, 3277481, 0.28731897
13, 3086328, 0.28601876
14, 3160001, 0.28226858
15, 3833481, 0.28182036
16, 3336249, 0.28068286
17, 3327834, 0.28066745
18, 3521621, 0.2798023
19, 1087206, 0.2776213
20, 2941787, 0.2774014
21, 2706419, 0.27695617
22, 3087163, 0.27469635
23, 1373644, 0.2740206
24, 2293961, 0.2734579
25, 3483653, 0.27323633
26, 3670442, 0.27048153
27, 3124316, 0.26994273
28, 3457597, 0.26885903
29, 3152174, 0.26647592
30, 1824728, 0.26630813
31, 3833581, 0.2657538
32, 2915602, 0.26533726
33, 3888922, 0.26500204
34, 3890740, 0.26451585
35, 3298200, 0.26236218
36, 2412892, 0.26215947
37, 3780548, 0.2609889
38, 3808860, 0.25967747
39, 3191848, 0.25799754
40, 3884537, 0.2579173
41, 416478, 0.25237936
42, 3174929, 0.25214383
43, 3658867, 0.25205994
44, 3520695, 0.2515586
45, 3232573, 0.25129718
46, 2726558, 0.25037807
47, 3546438, 0.24964087
48, 2481241, 0.24903683
49, 2740235, 0.24839689
50, 2783048, 0.24811621
51, 3359437, 0.24768563
52, 2803826, 0.24736364
53, 2988180, 0.24577521
54, 3483324, 0.24519293
55, 3119438, 0.24437335
56, 2687607, 0.24379891
57, 3482077, 0.24368933
58, 3296488, 0.2430119
59, 2687928, 0.24188182
60, 3619046, 0.24165368
61, 2827171, 0.241576
62, 3806682, 0.24110262
63, 2293966, 0.24079897
64, 3036638, 0.2400016
65, 2582806, 0.23992436
66, 3833587, 0.23976709
67, 3410081, 0.23974918
68, 3141718, 0.23946336
69, 2933488, 0.23853484
70, 3891393, 0.23802523
71, 2884218, 0.23799807
72, 3413342, 0.23766151
73, 3356946, 0.23741226
74, 3711906, 0.237389
75, 3350298, 0.23716144
76, 3872697, 0.23709361
77, 3655301, 0.23695683
78, 3853387, 0.23682627
79, 2572041, 0.23646414
80, 3011101, 0.23633772
81, 3266527, 0.23620518
82, 3122596, 0.23584475
83, 3434906, 0.23583227
84, 2740237, 0.23579817
85, 3587677, 0.23554343
86, 3015473, 0.23521124
87, 3848892, 0.23468821
88, 3065056, 0.23398511
89, 3451906, 0.23379007
90, 3851743, 0.23331016
91, 2799065, 0.23233508
92, 3572695, 0.23204686
93, 2776374, 0.23196281
94, 3656690, 0.23172745
95, 3555596, 0.23149784
96, 3537269, 0.2312779
97, 150573, 0.23036118
98, 3834874, 0.2302687
99, 3354864, 0.23024361
100, 2906497, 0.22950646
