rank, pmcid, score
1, 3639671, 0.2939706
2, 3087163, 0.26174816
3, 2690857, 0.2490031
4, 3570033, 0.24752207
5, 2811980, 0.23839836
6, 2706419, 0.23666596
7, 3548374, 0.23173647
8, 3853870, 0.22940172
9, 2547099, 0.22123504
10, 3487850, 0.21743786
11, 3503704, 0.21073185
12, 3690350, 0.20812576
13, 2854938, 0.2066562
14, 2668559, 0.20438056
15, 3517946, 0.20187312
16, 3792983, 0.20003268
17, 3320215, 0.19958174
18, 3618463, 0.19945824
19, 2366049, 0.19941425
20, 2080348, 0.19862981
21, 2909944, 0.19703318
22, 3501808, 0.19541916
23, 2864151, 0.19293658
24, 3317060, 0.18992414
25, 3482604, 0.18921566
26, 2941760, 0.18785948
27, 3634962, 0.18655929
28, 3552988, 0.18632063
29, 2442427, 0.1841308
30, 3345605, 0.18300463
31, 3228338, 0.1826981
32, 3285745, 0.18132165
33, 3631142, 0.18004929
34, 3178148, 0.17904717
35, 3356348, 0.17875011
36, 3389871, 0.17610821
37, 3108084, 0.17547703
38, 2639208, 0.17521442
39, 2799065, 0.1749327
40, 3266198, 0.17420803
41, 3307071, 0.17403159
42, 3492014, 0.17388129
43, 3336236, 0.169877
44, 3422757, 0.16966505
45, 3457973, 0.16893166
46, 3627448, 0.16869047
47, 3157093, 0.16861995
48, 3151599, 0.16805786
49, 3200034, 0.16789873
50, 2778773, 0.16777468
51, 3724895, 0.16750617
52, 3398387, 0.1673975
53, 3747049, 0.16703092
54, 3062610, 0.16676924
55, 3548361, 0.1654177
56, 3087473, 0.16374557
57, 3735339, 0.16363898
58, 3591420, 0.16265437
59, 3475097, 0.16246715
60, 3570061, 0.16236384
61, 3657696, 0.16173969
62, 3800847, 0.16172712
63, 3049671, 0.16133852
64, 1459868, 0.16099952
65, 3152170, 0.16083524
66, 3870310, 0.16053627
67, 2859594, 0.15998876
68, 2795853, 0.15981947
69, 3068520, 0.15928853
70, 3513310, 0.15882145
71, 3544335, 0.15868348
72, 3141473, 0.15836722
73, 3080596, 0.15797278
74, 2944799, 0.15767378
75, 2877903, 0.15729003
76, 3757727, 0.15707216
77, 2632376, 0.15704852
78, 3573064, 0.15682718
79, 3263463, 0.1566872
80, 3348055, 0.15644456
81, 3422616, 0.15622878
82, 2661898, 0.15590267
83, 3639184, 0.15587501
84, 3212896, 0.15571995
85, 3093208, 0.15456153
86, 3806272, 0.15430994
87, 3629863, 0.1535918
88, 3145996, 0.15335795
89, 3666998, 0.15293474
90, 3679720, 0.15282111
91, 3783717, 0.15279642
92, 3481957, 0.15274866
93, 3157359, 0.1522377
94, 2366074, 0.1514298
95, 3714092, 0.15140347
96, 2756566, 0.15096462
97, 3089911, 0.15095897
98, 3820831, 0.15052658
99, 3753463, 0.1500675
100, 2580021, 0.14914249
