rank, pmcid, score
1, 3764714, 0.5084911
2, 3132331, 0.4780985
3, 3403367, 0.46911094
4, 3132663, 0.45202136
5, 416478, 0.39165586
6, 3573492, 0.38446137
7, 3119438, 0.37764624
8, 2827065, 0.3662056
9, 3656690, 0.36588246
10, 2816905, 0.35377768
11, 3831868, 0.3458873
12, 2481241, 0.34325078
13, 3465905, 0.33320183
14, 3687640, 0.32732403
15, 2672301, 0.32722536
16, 3505950, 0.32343292
17, 3077507, 0.32140985
18, 3616184, 0.32086325
19, 3482084, 0.319234
20, 3891422, 0.3141776
21, 3420763, 0.31201652
22, 3214856, 0.30589226
23, 2861177, 0.3044109
24, 3263067, 0.30421108
25, 2783145, 0.29849237
26, 3741979, 0.29545516
27, 3556627, 0.29448077
28, 3371476, 0.2929371
29, 2919553, 0.29187557
30, 1664556, 0.286383
31, 3852513, 0.2853887
32, 2799065, 0.2839851
33, 2939444, 0.28367606
34, 3459526, 0.28223842
35, 3354864, 0.281607
36, 2931142, 0.28033128
37, 3884116, 0.2788366
38, 3398309, 0.27811247
39, 2693867, 0.2778349
40, 3546438, 0.27632234
41, 3821143, 0.2758952
42, 3857503, 0.27547947
43, 3095547, 0.27499563
44, 3322929, 0.27325472
45, 2694470, 0.27277076
46, 2931126, 0.27238262
47, 3177917, 0.27133197
48, 3174929, 0.270478
49, 3145300, 0.26984578
50, 3005216, 0.2694507
51, 3317255, 0.2694496
52, 3318881, 0.26942536
53, 3425271, 0.2667677
54, 2990053, 0.26351666
55, 3019596, 0.2632148
56, 2771959, 0.26320377
57, 2630042, 0.2631031
58, 3544070, 0.2621966
59, 3153717, 0.2605078
60, 3109782, 0.26010823
61, 3844236, 0.25950015
62, 3072537, 0.25924003
63, 2576186, 0.25849178
64, 3557149, 0.25813743
65, 3132697, 0.25735047
66, 1896172, 0.25667676
67, 2892669, 0.25594103
68, 3488028, 0.25452316
69, 3245397, 0.25350958
70, 3574827, 0.25169405
71, 3711906, 0.250242
72, 3625010, 0.24915197
73, 2740116, 0.24903105
74, 3305386, 0.24881211
75, 3096431, 0.24873027
76, 3162827, 0.24844444
77, 3114559, 0.24818796
78, 3046013, 0.24785303
79, 2396176, 0.2475363
80, 2912929, 0.24680603
81, 3702368, 0.24654241
82, 3549447, 0.24649934
83, 2810372, 0.2463286
84, 3806160, 0.24517721
85, 3495354, 0.24493735
86, 2694628, 0.24444248
87, 3654137, 0.24411304
88, 2438311, 0.24249086
89, 3229794, 0.24055964
90, 3317086, 0.24027647
91, 3271560, 0.23998296
92, 2721575, 0.2399207
93, 2941255, 0.2394155
94, 2799007, 0.23929548
95, 3041493, 0.2379077
96, 3263074, 0.23768286
97, 3214474, 0.23712637
98, 3125277, 0.23422393
99, 2072951, 0.23403914
100, 2933488, 0.23381886
