rank, pmcid, score
1, 3502786, 0.51357335
2, 3493829, 0.4988534
3, 2791738, 0.4607863
4, 2693868, 0.45945433
5, 3480933, 0.42849135
6, 3430087, 0.3870641
7, 3097809, 0.37525728
8, 3424659, 0.36550856
9, 3205779, 0.36344865
10, 2938513, 0.35767832
11, 3873172, 0.35354757
12, 3350117, 0.34972104
13, 3821232, 0.34881827
14, 2908657, 0.3447504
15, 2809077, 0.3347869
16, 3866077, 0.33271718
17, 3713583, 0.33200663
18, 3539596, 0.3312971
19, 3261489, 0.3259676
20, 2737761, 0.3228038
21, 3575620, 0.3218687
22, 2941598, 0.3194748
23, 3047835, 0.3163041
24, 3676995, 0.31407106
25, 3016127, 0.31351098
26, 3027107, 0.30887774
27, 3163653, 0.30547678
28, 3760260, 0.29719445
29, 3236393, 0.29588255
30, 3796410, 0.29585317
31, 2779315, 0.29228032
32, 3148597, 0.29101628
33, 3629711, 0.28625906
34, 3679720, 0.28483224
35, 3600218, 0.28346378
36, 2799065, 0.28306064
37, 3589611, 0.2821834
38, 3348525, 0.28141704
39, 2931379, 0.2806331
40, 2873451, 0.2802282
41, 2615036, 0.2774199
42, 2967696, 0.27643505
43, 3411373, 0.27617082
44, 3651717, 0.27576768
45, 2782204, 0.27513984
46, 3003679, 0.27423444
47, 3573030, 0.27320904
48, 3551405, 0.2730408
49, 2672301, 0.27262932
50, 3304256, 0.27246094
51, 3655492, 0.2689207
52, 3662738, 0.26859522
53, 3514368, 0.26780543
54, 3874942, 0.2675218
55, 3719271, 0.26747206
56, 3236407, 0.26708597
57, 3019596, 0.2650687
58, 2098769, 0.26431894
59, 3407432, 0.2628184
60, 3016819, 0.2622591
61, 3493842, 0.26215714
62, 3888003, 0.26048172
63, 3859019, 0.26021326
64, 3205541, 0.2597334
65, 3085068, 0.258875
66, 3015230, 0.2586777
67, 3424655, 0.2576085
68, 3628469, 0.25511774
69, 3377126, 0.25466472
70, 3614378, 0.25430322
71, 3785158, 0.25375473
72, 3639707, 0.2525433
73, 3389893, 0.25241166
74, 3285529, 0.2519885
75, 3283058, 0.25030738
76, 3097768, 0.24980423
77, 2850845, 0.24975453
78, 3376497, 0.24835922
79, 2794498, 0.24679546
80, 3784138, 0.24662045
81, 3073784, 0.24612214
82, 2821393, 0.24344736
83, 3853387, 0.2428701
84, 3711740, 0.24253823
85, 2596792, 0.24138843
86, 3102012, 0.2401481
87, 3195536, 0.23965165
88, 3135046, 0.23865215
89, 2890912, 0.23754823
90, 3432328, 0.23681632
91, 3335664, 0.23662251
92, 3400924, 0.23658176
93, 3618104, 0.23638116
94, 3603023, 0.23619962
95, 2672283, 0.23600529
96, 3046009, 0.23383933
97, 3015819, 0.23206116
98, 2262910, 0.23177944
99, 3102586, 0.23173869
100, 3872017, 0.23084992
