rank, pmcid, score
1, 3161358, 0.57672
2, 2799431, 0.52992773
3, 2829034, 0.5294009
4, 3533805, 0.4941807
5, 478616, 0.48884672
6, 1941736, 0.48138228
7, 3350381, 0.4777503
8, 3276413, 0.4698888
9, 2082038, 0.4683997
10, 3555950, 0.45998633
11, 2375955, 0.45714876
12, 3623624, 0.4509543
13, 2671419, 0.4455438
14, 3314185, 0.44313446
15, 3849531, 0.44273692
16, 3723845, 0.4414737
17, 3665683, 0.4371052
18, 2959067, 0.43352044
19, 2982827, 0.43081632
20, 3183005, 0.42783317
21, 3271049, 0.42702535
22, 3869659, 0.42535087
23, 1906705, 0.4247695
24, 3472241, 0.42397943
25, 3710236, 0.4230539
26, 1308854, 0.42280063
27, 1891728, 0.4185587
28, 3426259, 0.41612244
29, 3850502, 0.4156324
30, 3348951, 0.41407758
31, 3340989, 0.41165492
32, 3830506, 0.41050422
33, 2140183, 0.40560144
34, 2799428, 0.40409392
35, 3346987, 0.4034956
36, 3172227, 0.40322793
37, 3226241, 0.40218768
38, 2632633, 0.39456612
39, 2727349, 0.39269873
40, 3776740, 0.3871669
41, 3346948, 0.38563386
42, 2567329, 0.3835154
43, 2720982, 0.38296375
44, 2914639, 0.38101023
45, 3599338, 0.3803858
46, 3275842, 0.37963966
47, 2865502, 0.37779072
48, 3375742, 0.37692952
49, 3161113, 0.37663972
50, 3404114, 0.37586755
51, 3878095, 0.3752313
52, 3298510, 0.37334338
53, 2500039, 0.37250808
54, 2694314, 0.37206298
55, 2600192, 0.3712175
56, 3424152, 0.37044778
57, 3396614, 0.36938196
58, 3195259, 0.36838368
59, 3866000, 0.36762443
60, 3155530, 0.36630145
61, 3364913, 0.36619323
62, 3117262, 0.36419672
63, 2963274, 0.36202562
64, 2823607, 0.3595181
65, 3585968, 0.3590453
66, 3216579, 0.35895127
67, 3599886, 0.35747585
68, 3560965, 0.35575604
69, 3851272, 0.35532728
70, 3688540, 0.35500148
71, 2851701, 0.35483631
72, 3657069, 0.35423127
73, 3285529, 0.3535185
74, 3506506, 0.3530004
75, 2829080, 0.35258156
76, 2894842, 0.3514567
77, 2664785, 0.35139918
78, 535531, 0.35044616
79, 3101166, 0.3494988
80, 2759986, 0.34853688
81, 2810332, 0.3482877
82, 2715570, 0.34782884
83, 3578774, 0.34721887
84, 3344925, 0.34689978
85, 3461428, 0.34636253
86, 3743306, 0.3454499
87, 3126755, 0.34472385
88, 2661091, 0.34409353
89, 2765762, 0.3440522
90, 2742550, 0.34060326
91, 3315550, 0.33930662
92, 3118160, 0.3390298
93, 3693956, 0.33859852
94, 2663029, 0.3375255
95, 1820605, 0.3352374
96, 2604880, 0.3350339
97, 3579948, 0.33366525
98, 2375950, 0.33270904
99, 2633011, 0.3322496
100, 3485554, 0.33214787
