rank, pmcid, score
1, 3502786, 0.74169743
2, 3493829, 0.72094023
3, 2791738, 0.66670114
4, 2693868, 0.66113865
5, 3480933, 0.6182532
6, 3430087, 0.5586872
7, 3097809, 0.54153055
8, 3424659, 0.52732766
9, 3205779, 0.5259599
10, 2938513, 0.517541
11, 3873172, 0.5121372
12, 3350117, 0.50603086
13, 3821232, 0.5039206
14, 2908657, 0.4958374
15, 2809077, 0.4843288
16, 3866077, 0.4811267
17, 3713583, 0.48007488
18, 3539596, 0.47935438
19, 3261489, 0.47162005
20, 2737761, 0.46547985
21, 3575620, 0.46441126
22, 2941598, 0.46196347
23, 3047835, 0.45817468
24, 3676995, 0.45393994
25, 3016127, 0.45325845
26, 3027107, 0.44627813
27, 3163653, 0.4413193
28, 3760260, 0.43002495
29, 3796410, 0.4281295
30, 3236393, 0.42808586
31, 2779315, 0.42223692
32, 3148597, 0.41910195
33, 3629711, 0.41374856
34, 3679720, 0.41028363
35, 3600218, 0.40821317
36, 2799065, 0.40709984
37, 3348525, 0.40696862
38, 3589611, 0.406004
39, 2931379, 0.40569037
40, 2873451, 0.4051426
41, 2615036, 0.40093952
42, 3411373, 0.3995548
43, 2967696, 0.39832908
44, 2782204, 0.3965932
45, 3651717, 0.3960019
46, 3003679, 0.39527494
47, 3551405, 0.39505357
48, 3304256, 0.39427683
49, 3573030, 0.39388674
50, 2672301, 0.39244676
51, 3655492, 0.38912296
52, 3662738, 0.38766
53, 3719271, 0.3867561
54, 3236407, 0.38615423
55, 3874942, 0.38579318
56, 3514368, 0.38487566
57, 3019596, 0.38263085
58, 2098769, 0.38131613
59, 3493842, 0.37930447
60, 3407432, 0.37921092
61, 3016819, 0.37725234
62, 3859019, 0.37665915
63, 3888003, 0.3751878
64, 3205541, 0.37474218
65, 3015230, 0.37301907
66, 3085068, 0.37273705
67, 3424655, 0.37165436
68, 3377126, 0.36847138
69, 3614378, 0.36795136
70, 3628469, 0.36769363
71, 3785158, 0.36565873
72, 3639707, 0.36551717
73, 3389893, 0.36437386
74, 3285529, 0.36364445
75, 3283058, 0.3622076
76, 3097768, 0.36062962
77, 2850845, 0.35958415
78, 3376497, 0.3593479
79, 3784138, 0.3568266
80, 2794498, 0.35584843
81, 3073784, 0.3543661
82, 2821393, 0.35089225
83, 3711740, 0.3498029
84, 3853387, 0.34908932
85, 2596792, 0.348216
86, 3102012, 0.34693876
87, 3195536, 0.34607565
88, 3135046, 0.3452785
89, 3335664, 0.34236357
90, 2890912, 0.34227887
91, 3603023, 0.34174305
92, 3432328, 0.34162068
93, 3618104, 0.3409646
94, 3400924, 0.34079444
95, 2672283, 0.34009287
96, 3046009, 0.3381464
97, 3102586, 0.33468735
98, 2262910, 0.33428496
99, 3015819, 0.33382162
100, 3809346, 0.33266774
