rank, pmcid, score
1, 3403367, 0.32419097
2, 2687656, 0.30509514
3, 2390549, 0.22475061
4, 2987328, 0.21876217
5, 3194612, 0.21463902
6, 3221223, 0.21254183
7, 3640983, 0.20443976
8, 2901610, 0.19766095
9, 3420763, 0.18760884
10, 1896172, 0.18348858
11, 3866685, 0.18046711
12, 2930659, 0.17909537
13, 3193674, 0.17541187
14, 2898701, 0.17228428
15, 2613409, 0.16880856
16, 3407018, 0.16149095
17, 3459526, 0.16148072
18, 2628865, 0.16078264
19, 2919553, 0.15991999
20, 3548373, 0.15804976
21, 3700967, 0.1569232
22, 3764714, 0.15493275
23, 2931142, 0.15331751
24, 3621239, 0.14921798
25, 3651279, 0.14796205
26, 3049121, 0.14614628
27, 3420725, 0.14189227
28, 3614293, 0.14129312
29, 3562603, 0.1402645
30, 2526068, 0.13772455
31, 2693867, 0.137617
32, 3831868, 0.13514978
33, 3852513, 0.13262863
34, 2822250, 0.13044813
35, 2856385, 0.13040173
36, 3480806, 0.1299453
37, 3615941, 0.12888125
38, 3135110, 0.12867264
39, 3218880, 0.1274751
40, 3465905, 0.12736848
41, 3236166, 0.12717481
42, 3166803, 0.12687297
43, 2667523, 0.12526898
44, 3851743, 0.12513942
45, 3085104, 0.1244249
46, 3420620, 0.12381398
47, 3847001, 0.123627886
48, 3424871, 0.12097105
49, 3218868, 0.11970657
50, 3616867, 0.11950927
51, 3351712, 0.11886004
52, 3682695, 0.11871923
53, 3183691, 0.118610255
54, 3111136, 0.116796196
55, 1851637, 0.11653862
56, 3283754, 0.116303615
57, 2873454, 0.11556036
58, 3682897, 0.11543144
59, 3764717, 0.11535918
60, 3275113, 0.11526685
61, 3705745, 0.11516175
62, 3820835, 0.11403549
63, 1236920, 0.11327278
64, 3780548, 0.1119777
65, 3194658, 0.11176416
66, 2570419, 0.11148646
67, 3819262, 0.11125511
68, 3545330, 0.11036463
69, 2562358, 0.11030259
70, 2600791, 0.110233806
71, 3575160, 0.11021652
72, 2884453, 0.10927403
73, 2732791, 0.10919202
74, 3241374, 0.10844282
75, 3806362, 0.107995994
76, 2769330, 0.107906364
77, 3295660, 0.10751386
78, 3500067, 0.10704763
79, 3824354, 0.10702516
80, 2994676, 0.10680249
81, 2906497, 0.10565272
82, 2813536, 0.10538999
83, 3634548, 0.10520296
84, 3743381, 0.104385525
85, 1198219, 0.1043047
86, 3849794, 0.10405798
87, 3741979, 0.103630215
88, 3462670, 0.103542164
89, 2526540, 0.1033674
90, 3250434, 0.10333856
91, 3656690, 0.103119545
92, 3132663, 0.103005774
93, 3505772, 0.1027779
94, 3125277, 0.10244594
95, 3504212, 0.102010824
96, 2774340, 0.10171798
97, 3318858, 0.10125894
98, 3062610, 0.10099855
99, 1779435, 0.10095829
100, 2904256, 0.10079968
