rank, pmcid, score
1, 3424654, 0.49777544
2, 3622346, 0.4934082
3, 3336229, 0.47866833
4, 3488388, 0.4752053
5, 2828091, 0.47374594
6, 3562643, 0.46369022
7, 2700440, 0.46319333
8, 2868875, 0.46241024
9, 3603620, 0.45566833
10, 3849794, 0.45445663
11, 3378931, 0.4509869
12, 3665183, 0.44437537
13, 2987954, 0.43563965
14, 3469364, 0.4137703
15, 2783080, 0.40952164
16, 3090107, 0.40220016
17, 2365966, 0.3993215
18, 3793491, 0.3914115
19, 1791015, 0.39115882
20, 2732080, 0.39109236
21, 2776156, 0.39054036
22, 3335656, 0.3872486
23, 2997507, 0.38537082
24, 2808565, 0.3833926
25, 3174928, 0.38271514
26, 3350152, 0.38257167
27, 2917397, 0.37904227
28, 2848228, 0.37836763
29, 3833587, 0.37426963
30, 2245957, 0.3729622
31, 2572041, 0.37016624
32, 3838821, 0.36699557
33, 3580369, 0.36653745
34, 2765762, 0.36576504
35, 3114546, 0.36422464
36, 3177926, 0.3618596
37, 2737789, 0.36063674
38, 3658216, 0.35676524
39, 3767585, 0.35586646
40, 3109347, 0.35579225
41, 2390549, 0.35559288
42, 3149114, 0.35265252
43, 2613409, 0.3519683
44, 3853387, 0.35191464
45, 3102012, 0.349045
46, 2937292, 0.34888136
47, 3829234, 0.3487337
48, 2474644, 0.3480559
49, 3488377, 0.34797996
50, 3113998, 0.34760892
51, 3129533, 0.34635204
52, 2790183, 0.3459143
53, 3816164, 0.34575778
54, 3199939, 0.3450515
55, 3249600, 0.34035936
56, 3502875, 0.34010667
57, 3733192, 0.33566785
58, 3123279, 0.3350646
59, 2222163, 0.33426812
60, 3532912, 0.33380795
61, 2778448, 0.3321789
62, 3383148, 0.33160603
63, 2211302, 0.33099803
64, 61035, 0.33089817
65, 3023754, 0.32988882
66, 2769306, 0.32892025
67, 3214682, 0.3281505
68, 3458412, 0.32796878
69, 1824744, 0.3276002
70, 2769330, 0.32729864
71, 2802381, 0.32725295
72, 3548361, 0.32675517
73, 3564029, 0.3246012
74, 2783065, 0.32372606
75, 3833481, 0.3235959
76, 3296424, 0.32318854
77, 3375193, 0.32286388
78, 1523371, 0.3213938
79, 3224531, 0.3212561
80, 3785339, 0.3199507
81, 3354470, 0.31874976
82, 2626575, 0.31817904
83, 3510933, 0.3175254
84, 3600286, 0.31715003
85, 2918849, 0.31698963
86, 3342549, 0.31688237
87, 3339740, 0.31675658
88, 3159367, 0.3156923
89, 137260, 0.31485534
90, 3298218, 0.31451052
91, 2783131, 0.3144032
92, 3665239, 0.31401736
93, 3833471, 0.31263044
94, 2829597, 0.31247392
95, 2901606, 0.31218433
96, 3609679, 0.31157258
97, 3221187, 0.31034753
98, 3829227, 0.3098445
99, 3372338, 0.30902836
100, 3445096, 0.30824938
