rank, pmcid, score
1, 3728525, 0.38482273
2, 3833481, 0.37642896
3, 2929428, 0.3552265
4, 3201001, 0.33940843
5, 3716027, 0.33597332
6, 2927734, 0.31288165
7, 3660277, 0.30223575
8, 3144462, 0.30130735
9, 3552828, 0.29551536
10, 3630944, 0.2917897
11, 2639567, 0.28713784
12, 2769310, 0.28316474
13, 2711054, 0.2819289
14, 3185253, 0.27922335
15, 3546181, 0.26910448
16, 2687594, 0.2609186
17, 3851743, 0.2585493
18, 2630042, 0.25662953
19, 3853387, 0.2549593
20, 3309207, 0.25240916
21, 2740017, 0.25024143
22, 3277043, 0.25019547
23, 3298200, 0.24764986
24, 3473978, 0.2473664
25, 2604469, 0.24409789
26, 2825516, 0.24238862
27, 2507716, 0.24038048
28, 2829571, 0.23761544
29, 3098861, 0.23644748
30, 3133010, 0.23416787
31, 3825950, 0.23042394
32, 3265240, 0.22800267
33, 2546416, 0.22631888
34, 3715368, 0.22619633
35, 3866701, 0.22485459
36, 3144482, 0.22373508
37, 3829227, 0.22228208
38, 2040141, 0.22199604
39, 3043403, 0.22099102
40, 3438429, 0.22011569
41, 3166818, 0.2192841
42, 3850722, 0.21825221
43, 3563473, 0.21630469
44, 1513152, 0.21629196
45, 2756566, 0.21194087
46, 3591023, 0.21125852
47, 1440852, 0.21039972
48, 3398906, 0.20999958
49, 57816, 0.20889775
50, 2915602, 0.20831028
51, 3158109, 0.20740083
52, 3389030, 0.20642537
53, 3086328, 0.20434746
54, 3075199, 0.20426074
55, 3134382, 0.20362295
56, 3730149, 0.20353252
57, 3843011, 0.20259784
58, 3087163, 0.20239772
59, 3040585, 0.20177732
60, 2575197, 0.20074709
61, 3715978, 0.20042655
62, 2799065, 0.20007372
63, 3868095, 0.19935986
64, 2855448, 0.19928274
65, 3260746, 0.19901004
66, 3833581, 0.19876081
67, 3792504, 0.19866304
68, 3670442, 0.1984091
69, 3309209, 0.198209
70, 3648814, 0.1980671
71, 2865605, 0.19758968
72, 3507127, 0.19754551
73, 2630044, 0.19735211
74, 3438093, 0.19689934
75, 3371554, 0.19639936
76, 2996186, 0.19620419
77, 3015473, 0.19619906
78, 2780610, 0.1961326
79, 3074312, 0.19479345
80, 2867996, 0.19416898
81, 3555757, 0.19358669
82, 1257651, 0.19346401
83, 2706419, 0.19343127
84, 3440124, 0.1929344
85, 2629480, 0.19283457
86, 2599784, 0.19279502
87, 3424874, 0.1919265
88, 2702887, 0.1918321
89, 3459787, 0.19179921
90, 113753, 0.19098489
91, 2769473, 0.19009763
92, 3264052, 0.18971415
93, 2323518, 0.18964447
94, 2656493, 0.1895915
95, 3833552, 0.18934631
96, 3508415, 0.18932015
97, 3171154, 0.18910006
98, 3253728, 0.1889913
99, 3713288, 0.18849027
100, 2615037, 0.18824418
